label_id	PC 1_tagRFPtUtrCH_TFOR_pca_predicted	PC 2_tagRFPtUtrCH_TFOR_pca_predicted	PC 3_tagRFPtUtrCH_TFOR_pca_predicted	PC 4_tagRFPtUtrCH_TFOR_pca_predicted	PC 5_tagRFPtUtrCH_TFOR_pca_predicted	PC 6_tagRFPtUtrCH_TFOR_pca_predicted	PC 7_tagRFPtUtrCH_TFOR_pca_predicted	PC 8_tagRFPtUtrCH_TFOR_pca_predicted	PC 9_tagRFPtUtrCH_TFOR_pca_predicted	PC 10_tagRFPtUtrCH_TFOR_pca_predicted	PC 11_tagRFPtUtrCH_TFOR_pca_predicted	PC 12_tagRFPtUtrCH_TFOR_pca_predicted	PC 13_tagRFPtUtrCH_TFOR_pca_predicted	PC 14_tagRFPtUtrCH_TFOR_pca_predicted	PC 15_tagRFPtUtrCH_TFOR_pca_predicted	PC 16_tagRFPtUtrCH_TFOR_pca_predicted	PC 17_tagRFPtUtrCH_TFOR_pca_predicted	PC 18_tagRFPtUtrCH_TFOR_pca_predicted	PC 19_tagRFPtUtrCH_TFOR_pca_predicted	PC 20_tagRFPtUtrCH_TFOR_pca_predicted
1	-3.2879336065393887	3.2418270203206467	1.6844030072308502	1.0340284606299337	-1.0587883396353692	0.0087699739575666	0.195442064316861	1.1176703046753929	-0.994883597111878	-0.1190185361474793	0.1486538459034942	0.3932715298946947	0.8570294346269947	-0.726106750562137	-0.0976922184519608	-0.8415905494256875	-0.2128011788350674	0.0941233605189368	-0.2215769626849786	-0.146175139275396
2	-5.350820679393117	0.4213205826388755	3.0365142481069958	1.5483023721484417	-0.6124189042554871	-0.4508172081644761	0.3477810056092529	0.2936942284998665	-0.5446014000253907	0.4833245015092653	-0.3953406692306576	0.5524510456821483	1.1427759339407255	-0.7076104341679668	-0.5702271612668603	-0.4175630168065665	0.051202138527139	0.0239981554088595	0.5838779953669855	-0.4741666373179498
3	-1.8379018903968989	1.221875899580196	-3.689472603716185	0.1953945399192065	4.333887396619724	0.1616773499968364	0.2412993038578754	0.8449014877705352	-0.1293936593298266	-0.9446694047579672	-0.0889991900890283	-0.1330818566207865	0.9150201855836784	0.6238858337383753	-0.4641921451776412	-0.5636618025878221	-0.3753270359567535	0.2207302423430854	-0.34912947372736	0.2622165563832261
4	1.8517288944916297	3.756711151242234	2.6978343654893577	0.9062428106351916	0.7367881705406429	0.1184033478493309	-0.4987844253104789	-1.0986721169255065	0.1601444050359806	-0.3046317992270038	-0.2879938806946231	0.9894424970548644	-1.2587309921141383	-0.0964727078437577	1.051589069957295	-0.1443399434790164	0.2129689104447196	-0.3180122146506881	0.169392012155888	0.8342491450399727
5	-3.0834105609973776	0.7028884621889784	-1.5492428989045113	0.5677198345903207	-0.1531818274369339	-0.2114256753808692	-1.7559688774345936	-1.0966614668150108	-0.9274964762864482	-1.1165793560628503	1.3267705666193503	-0.3816309842460823	-0.6473090410850553	0.1186372330144656	-0.1630399051171274	-0.0262014203169995	0.079490327760884	-0.0627099672583197	0.2859272664521795	0.0542805974137863
6	-4.325348959396218	0.9607990300100636	1.99681935001942	-1.4533185816371272	-4.4089114021572335	0.0034303025631285	0.5133681444016922	-0.1118313185157156	-1.0749161352008745	0.019906275336321	0.5894554609552767	0.4782042357881773	0.573385694887655	0.0045873656829846	0.5505467484693938	-0.2896638329566932	0.1023586587449658	0.2658039684238369	-0.0728574056374613	-0.1305506238013869
7	1.0273014843009003	1.649986754779361	0.5618885687032619	-0.8029034763682077	1.8697524332492368	0.0901755964062371	0.2203531018189544	-1.5221649903918006	0.6728041182310651	-0.3455511925376986	0.35060878900868	-0.121150944805989	-0.181171223614303	0.9491272840087864	-0.7922682344699155	-0.2582990842934249	-0.3317269337951662	0.2136681335926604	-0.2035776238551294	0.0204614105454226
8	-0.3981040353015102	-0.7463049939494031	0.5313021760448801	-2.170528217291689	2.1204790160450964	-0.0744149429976306	0.8411427645932896	-1.5795295102144955	-0.4966402213208827	-0.7541933963569929	-0.0844608659123284	1.0722256465176772	0.1342994568958104	0.0277902867821153	-0.4402583556920483	-0.2252536607278747	-0.3686098359748575	-0.2557132473271208	-0.2776387650880432	-0.1682099628540072
9	-0.8912077856970688	0.0883154902716985	-0.7553853304448969	1.981719709108912	0.3354503018099432	-0.0497981271501148	2.31697049937042	-0.3076220372372518	-0.0177232980629238	-0.0066368321141756	1.0884151505332742	1.6419903806783909	-0.2839692608158053	0.4399318558730782	0.2358173203698434	-0.9487482294557296	-0.1155264728468621	0.5594909226064588	-0.1672450766346402	-0.177568651785684
10	-3.5068125302736624	-2.6799553276098056	-1.3141517996600935	-0.0608638937633898	-0.4713757483454184	-0.629274703275303	-0.7993738859797013	-1.2015911728846649	0.6363300123367086	0.7033514834639898	0.2788436301463317	-0.1831803574462496	-0.6828075927622805	0.5246274311959147	1.142510771736973	0.6529894305006196	0.0749679704961261	-0.1300066806440993	-0.2964528054059103	0.0114132563072075
11	-2.0067306229749056	0.5547943234256483	4.162598826660913	-2.28964329430502	-1.7742617592744157	0.9556123207954	1.1242903261918609	1.0970159985000765	-0.1970240570253505	0.3194551390574101	-1.5645482674444988	0.8522995925363235	0.5758979323936622	-1.105031223752642	-1.0142358362043389	-0.3613856479541211	0.049560449383617	0.5008076367362422	0.0969944094713382	0.3834349091250288
12	-3.9281463383542974	2.4134764005680207	0.1158204401696688	2.301541984364981	-0.0107997464557517	-0.2197494596748792	0.8262461273604877	-0.5297053995274794	0.0832020784287603	0.1211378733885086	-0.375979326258383	0.7607092591394116	0.0393292521806358	0.1694023614752438	0.8081886824170931	-0.7066723432138906	0.0750397348367863	-0.2376919221552553	0.2541304202807444	-0.1900322989663792
13	-4.61681267572371	-1.2974157780516986	-1.7110152015902589	0.9212787877607944	-2.6161362906388232	-0.7745007211862496	-1.5011430687876202	-1.4031215673671582	-0.5884868040215014	-0.0022845813853362	0.4288670602602824	-0.931841407581156	-0.1375924269389443	-0.4758283863838088	-0.2236751446487197	0.1003598324350443	0.1572715781898646	0.0543420206875191	0.6364751271013196	-0.463711045029644
14	2.48591587953222	0.8449793473970839	2.6780844329585225	-0.630458315560432	-4.1468773307410896	0.3868227927250207	0.3661100230810596	0.0656369813500639	-0.2037829168514039	0.2898446407034742	0.3116637612927615	-1.2777622966730418	0.805331850904544	-0.3632020703489496	-0.0783742115365591	-0.3793658615809879	-0.0535136850379833	0.6768555708218231	-0.0922432619454278	-0.1758844449224916
15	-4.427001441779068	1.9632420345965844	0.4672593567469557	-0.8457682440459102	-2.048002152035948	-0.3019093461924345	1.025913971194555	0.5508227118664806	-0.0472260244988245	1.5468664962502596	0.3097778213497708	0.8781901783204988	0.6105244295945376	0.0836220626571857	0.4120968043337072	0.1492974080180233	-0.2645557913463419	0.1199451596468657	0.1247156674229712	0.0849813258600633
16	-1.7955724741222552	-5.147677148358391	-2.6565452429150493	0.0498996543942453	-0.4322357785967473	-0.6763145687939693	0.3892979713377649	-1.30889593103808	-0.0316474010316643	-0.5479177915928202	1.4388738669134522	0.9101211000287616	-1.1379922486831866	0.6455641867422215	1.8330332339505908	-0.4450214269801711	-0.1750277571782126	-0.4664974115458966	-0.1154887957129995	0.3802597927383822
17	-1.4727721474417654	-2.5209527180098785	1.7067272912435794	-3.6691398829931248	2.3031918312606523	0.4857730400570301	-0.2957244017114178	1.7493955482505792	0.5515033601622951	0.0001628070288499	-1.120219729176844	0.0543930217274182	0.3557411359113018	0.1904627451834186	-0.5166056923864808	0.3424369062167345	-0.1002660795923935	0.0185409994361778	0.0665180554272657	0.8834584895168476
18	-2.9213768113248184	2.6846560342678405	-0.1826805823254585	-1.4176253559159768	-2.4634851837870846	1.1385253024139144	-0.3608094325141451	-0.4100318011309802	-0.7377626496871965	-1.8061391110277256	0.575289857586343	-0.4621183504644852	-0.345977132965853	0.054906724282842	0.0211105457727995	-1.0554419082593312	-0.0673610855779527	-0.0746478052829735	0.5911652169455932	0.1462531659558976
19	3.0282361509414573	3.7030649863377314	0.395568147903221	0.6448978290674212	-0.0333893849020892	-1.1794231391791208	0.318825498186591	-0.8795567151211401	0.3004713524642053	-0.1420035392008682	-1.0324563446650057	0.9760234003696808	-0.2775908933109434	0.0901999124936003	0.2726273542650972	0.4472687694279267	0.0212906848960949	-0.1235620648905869	0.1557457727552522	0.2444090673222838
20	-3.86860145820524	0.6397271436374812	2.41852654829969	-3.037733238726372	-2.059586727510818	0.1166829312635369	-0.4315734667758093	1.158563625592059	-0.5733670035769531	-0.5229352732796504	-0.8612312665955509	0.2090286017308331	0.536776088563709	0.030906395583313	1.0015620150516291	0.0129007716511979	0.5178991336499097	-0.6892153187720338	0.3587565970100383	0.0425392037882836
