label_id	feature 1_mKate2rab5_CFOR_raw_measured	feature 2_mKate2rab5_CFOR_raw_measured	feature 3_mKate2rab5_CFOR_raw_measured	feature 4_mKate2rab5_CFOR_raw_measured	feature 5_mKate2rab5_CFOR_raw_measured	feature 6_mKate2rab5_CFOR_raw_measured	feature 7_mKate2rab5_CFOR_raw_measured	feature 8_mKate2rab5_CFOR_raw_measured	feature 9_mKate2rab5_CFOR_raw_measured	feature 10_mKate2rab5_CFOR_raw_measured	feature 11_mKate2rab5_CFOR_raw_measured	feature 12_mKate2rab5_CFOR_raw_measured	feature 13_mKate2rab5_CFOR_raw_measured	feature 14_mKate2rab5_CFOR_raw_measured	feature 15_mKate2rab5_CFOR_raw_measured	feature 16_mKate2rab5_CFOR_raw_measured	feature 17_mKate2rab5_CFOR_raw_measured	feature 18_mKate2rab5_CFOR_raw_measured	feature 19_mKate2rab5_CFOR_raw_measured	feature 20_mKate2rab5_CFOR_raw_measured	feature 21_mKate2rab5_CFOR_raw_measured	feature 22_mKate2rab5_CFOR_raw_measured	feature 23_mKate2rab5_CFOR_raw_measured	feature 24_mKate2rab5_CFOR_raw_measured	feature 25_mKate2rab5_CFOR_raw_measured	feature 26_mKate2rab5_CFOR_raw_measured	feature 27_mKate2rab5_CFOR_raw_measured	feature 28_mKate2rab5_CFOR_raw_measured	feature 29_mKate2rab5_CFOR_raw_measured	feature 30_mKate2rab5_CFOR_raw_measured	feature 31_mKate2rab5_CFOR_raw_measured	feature 32_mKate2rab5_CFOR_raw_measured	feature 33_mKate2rab5_CFOR_raw_measured	feature 34_mKate2rab5_CFOR_raw_measured	feature 35_mKate2rab5_CFOR_raw_measured	feature 36_mKate2rab5_CFOR_raw_measured	feature 37_mKate2rab5_CFOR_raw_measured	feature 38_mKate2rab5_CFOR_raw_measured	feature 39_mKate2rab5_CFOR_raw_measured	feature 40_mKate2rab5_CFOR_raw_measured	feature 41_mKate2rab5_CFOR_raw_measured	feature 42_mKate2rab5_CFOR_raw_measured	feature 43_mKate2rab5_CFOR_raw_measured	feature 44_mKate2rab5_CFOR_raw_measured	feature 45_mKate2rab5_CFOR_raw_measured	feature 46_mKate2rab5_CFOR_raw_measured	feature 47_mKate2rab5_CFOR_raw_measured	feature 48_mKate2rab5_CFOR_raw_measured	feature 49_mKate2rab5_CFOR_raw_measured	feature 50_mKate2rab5_CFOR_raw_measured	feature 51_mKate2rab5_CFOR_raw_measured	feature 52_mKate2rab5_CFOR_raw_measured	feature 53_mKate2rab5_CFOR_raw_measured	feature 54_mKate2rab5_CFOR_raw_measured	feature 55_mKate2rab5_CFOR_raw_measured	feature 56_mKate2rab5_CFOR_raw_measured	feature 57_mKate2rab5_CFOR_raw_measured	feature 58_mKate2rab5_CFOR_raw_measured	feature 59_mKate2rab5_CFOR_raw_measured	feature 60_mKate2rab5_CFOR_raw_measured
1	-0.3403067935513025	0.0316524640233908	0.4005517332620399	0.0047764658360176	0.1222735611431157	-0.1972297448585871	-0.3748580799235689	-0.5341248059320866	0.0515804047148062	0.9203727312149754	0.3962741922191343	-0.0428389621867667	-2.9856424812342346	-0.9031053176587788	0.2666317855018123	1.5147116242716647	1.1863106582928842	0.5057303154615651	0.4798286776464322	-0.4424310960697522	0.4698889291572425	-0.414350739418021	-0.0836194066635376	0.2226735835269674	1.2585994664612818	1.1112623412945082	1.605385714597941	-0.0898522985738041	-0.09216105785748	0.0976985069745404	0.2384121292428119	0.2744677983375462	-0.0763579705767953	-1.2685483322345867	-1.0482605172436863	-0.1765430710197508	-1.24390274970308	-0.5569571639914166	0.2089949685906975	-1.7532969225763595	-0.6350861582862495	0.0546655034594402	1.282816885535021	0.9474348590110546	-0.2073188013474296	-0.0769724728438889	-0.0957721124014794	0.0694477219708902	0.3550129430214607	-0.3562423336914853	0.2930014051725678	0.7031545666267475	0.2137891160969602	0.279755150154296	-0.0935695279058025	-0.6643519185109046	0.3744915896316849	-0.6006768766199296	-0.3511972039777231	0.4066743853207231
2	-0.0931023209954691	0.0756707970567726	-0.0558411036133636	0.2371801890122044	0.55704899010333	-1.0275329044573702	-0.7312159699797406	-0.2647196847562505	-0.6826414055266375	-0.0944713979637388	-0.1129979825373194	-0.4990873975085279	-3.782309823227898	-1.5143475744127162	-1.0940715089873936	0.4544172355984542	0.3947763630920797	0.385717577625264	0.6224313922630536	-0.1009770930538969	-0.3477683896341133	-0.7284100523216119	-0.1259492871877684	0.1196537754788509	0.5858539129453182	0.4732339698272796	1.1557527292999867	0.0954267174959558	-0.5198156668633651	-1.5767414432513782	-0.4234533466483615	-0.1820157863206929	-0.2743513644147092	-1.8019185636297808	-0.8654039765609587	-0.7780893676814937	-1.7528332479398532	-1.6821915680996582	-2.1092836793894643	-2.176171497673222	-0.5793917470055777	-0.0979700151629482	0.014905319568701	0.3341322926008183	-0.261226078516648	-0.0164309988778176	0.2109519619071153	-0.2011237089605356	0.8858132975158629	-0.4643185306148567	-0.9823849263777252	0.184212102334852	-0.2547039018443159	0.1374860534047205	-0.0189978677862052	-0.3620281390105115	-0.2762790836365714	-0.6942744803301291	-1.089088599877302	-1.5828137999847915
3	-0.0459922694655056	-0.2275818275146082	-0.4670966391461451	1.8328201484142068	-0.1031612149379337	-2.3618747855331583	0.6188109924928573	-0.9130652153071296	-1.8930522335653024	1.0829831591479309	-0.6722815299645926	-2.775172317572915	-2.592760194493128	-2.0040452933313704	-2.157543452649172	-0.0959557744009116	-0.1088032681804045	-1.1576263676885266	1.4718189185550117	-1.1914348663096308	-1.8808018682457504	0.4002068250034098	-0.2949238270018889	-0.5898541005645013	-0.0572904118869785	-0.0603157028516209	-0.0985788125349769	1.7622470862953583	-1.2474107940712975	-2.8694426928898595	0.5782224319635034	-0.2045228068436451	-1.9515109968352429	-0.5295954885286625	-1.4646646193729989	-1.9332141441141064	-0.349187174953383	-2.3582941008977363	-3.354593214544177	-1.057984380540781	-0.9176035300324252	-1.0078906635269618	0.2748375488902295	-0.2281085927845765	-2.367287913441106	1.0847690819857123	-0.2512347257314624	-1.126259674373753	2.517682942585564	-1.2340137549815595	-2.320197802389824	0.2837471582549135	-0.5575698454969918	-1.1862274572059208	1.496937930536368	-1.1810696919010284	-1.6485323271449464	0.8326634605420342	-1.8050969137197213	-2.8705675975531344
4	-0.1478158833514796	0.1372686454094171	-0.1145397179211542	0.7476145260794917	0.7767822404656988	-1.3384469005008302	-0.0898566540327112	0.3506536502666764	-0.5886813834713064	-0.1465993827162621	-0.972185413363666	-0.9784794268886032	-3.1980631791275087	-0.7105237050784148	-0.8199017783496297	0.0069470937330666	-0.0067608525917661	0.0275138686395044	1.1445634646506355	-0.2120492121471469	-0.6244516032202246	-0.5552367655064283	0.2924894145667706	0.0951525449562044	0.2179294800462272	0.1214833323622166	0.6822981884524211	0.9697002996538574	0.0391593559426204	-1.536425764658779	-0.815146875511743	-0.6269595025082872	-0.4106486645969452	-1.145281924667501	-0.1598656494885293	-0.5801277305954697	-1.0022692943974	-1.0249515079447613	-1.976655746331322	-1.6495481733869566	0.275985091168216	0.2399920598341671	-0.0108015980789095	0.0071827027764921	-0.2618734752386842	0.1660345184464523	0.3874860484136361	-0.4139035137993885	1.5682443483449764	-0.1495685815432885	-1.1979627320988004	-0.3415276544074181	-0.3947517115185875	-0.148023249019411	0.5916240779077828	-0.0446875816565603	-0.47541488059183	0.1505680499789135	-0.4665759265320166	-1.4876171269303455
5	0.201271145451525	0.171733924215079	-0.236219531468006	1.433014839260674	0.2767458770223064	-2.1276283987943203	0.97060205552331	0.2462112776522931	-0.9363804441300349	-0.0990726952599261	-1.165624567799489	-2.167551997559779	-1.678862063217673	-0.4532594589069862	-0.832220330111336	0.0846640422409112	0.0575080330164059	-0.137988340884442	1.3729322177539505	-0.8168532875892444	-1.5642085010519389	-0.1118286601411204	-0.0708407622298975	-0.5000829671833571	-0.0008574675662957	0.041094421453997	0.0721016920687609	2.028506282796517	-0.1545263844098989	-1.9744028577452029	-0.3683250033616439	-0.5138258017883197	-1.5160724885623789	0.3608605415988788	0.1021046982842761	-0.5964080907925777	0.5412688551741578	-0.7915247832404617	-2.0177871612226483	-0.4630499917415163	0.4137167934968782	0.1091537053907416	0.0886038655755003	-0.2105170636444713	-1.3696735205121795	0.7208822250040975	-0.0448165451782727	-1.0558226474694996	2.1553844145083816	-0.7917838215973843	-2.0278720855628367	-0.2366918868036847	-0.5605495121939704	-0.5625434950924942	1.2134149003887746	-0.6611896463329386	-1.2839066460387774	1.5012032015782188	-0.3891019714763624	-1.6722973682974658
6	-0.1529475849873498	0.0516527588436481	-0.1622201165824037	1.1929328153573522	-0.1027514152302707	-2.0975707603657097	0.7878565562687612	-0.4308383182067123	-1.1207787428347629	0.2138431511628687	-0.7630994956176893	-1.9633300412993249	-1.3544901663094815	-0.8808968418230696	-0.7409640399830781	0.1376478695396408	0.1694896565890633	-0.261879266758025	0.5364551457783203	-1.1881893851963508	-1.532777353916818	0.0890283486810601	-0.1641514573858096	-0.1959530238131551	0.044708022847739	0.0160330090339528	-0.0053203248102322	1.9156107206757649	-0.7593933130049233	-2.09938462270812	-0.2305087590308259	-0.1902823485136214	-1.274214747958631	0.5772292898972231	-0.4093108794388005	-0.5889682332865858	0.8840845165549438	-1.2290301089990554	-1.9410694937264577	-0.2292127423333169	-0.0501612490640963	0.1569973030672803	0.3959602427327932	0.213809257062041	-1.2089289851120448	0.4267634244168651	-0.2212030136497541	-0.967567257491162	1.513659208286139	-1.340974719065302	-2.175779110030868	-0.0832084400188324	-0.2780903209647618	-0.205055556409866	1.2993794597450758	-0.9497868994035674	-1.16742359482477	1.6522758906145276	-0.9282897638433432	-1.6993045186252331
7	0.0042310413997562	-0.0892531062379465	-0.346014032084063	1.1601669561992074	-0.372870574148022	-2.566982371992029	1.0294626409202017	-0.5846929449547882	-1.504403175132297	0.7824576101810843	-0.5677914246609189	-2.5693171639103305	-1.8287453842774224	-1.4784283413339032	-1.5883070449634442	0.1057756000417875	-0.0230284714113746	-0.6707028625454228	1.130944009951738	-1.1558034206243923	-1.854814865861332	0.1258641360731274	-0.3630471177821223	-0.5771665202535393	0.0974117009764852	-0.0792742169455644	-0.121088140014621	1.875933686239141	-1.0701273658368646	-2.616180283985286	0.509642095791589	-0.0198532928076178	-1.8079577550396488	0.2344193216870431	-0.9390476673755316	-1.3639777364283787	0.3962499036021459	-1.83026374554902	-2.7763553800383813	-0.2939695703250748	-0.3919865780349578	-0.4386542558412337	0.0118045628903777	-0.3738614474255419	-1.9763103895969472	0.4712882598049527	-0.4734993179286044	-1.2926237726759924	1.5934497770605356	-1.613364403996532	-2.6298923138909363	0.2404149441650379	-0.2434771355540276	-0.9204393762478283	1.2291306068041707	-1.2418373286412083	-1.6372223762703186	1.405193619901701	-1.376829644682107	-2.3872641708590705
8	-0.1641873810014912	-0.3353773729223227	-0.4406018374434768	0.5703059611394772	-0.8919540007112609	-2.9315105712640035	-0.34769177301989	-1.5791310590549337	-2.3490380078096145	1.2675263567867172	-0.5713328267009639	-2.5898868625947515	-3.559262960005875	-2.670111137079174	-2.613529226893484	0.2983442829975604	0.2079081336830601	-1.033768218056313	1.03599399405628	-1.4575380102746027	-1.9802581907003367	-0.5662959405093373	-0.9609896707496924	-1.0458398748088134	-0.0260130440121488	0.0239641000720747	-0.0007665980060544	0.7814563658073407	-1.91204573341578	-3.320710999144408	0.6013001856748661	-0.2163325276662531	-1.8413545523240744	-1.4960982540414094	-2.1307304631208024	-2.3891999183584183	-1.3156899404661304	-3.02435994464554	-3.810578988788488	-2.024487146053528	-1.5836693737802288	-1.4638764377712736	0.4383716860669577	-0.0476398031058042	-2.2643802270848	0.1095047847642687	-0.8693157589346407	-1.5433596546612436	1.2329666944174442	-2.024231681365072	-2.886716546189872	0.4925521641339121	-0.4060766107275589	-0.9701100773777476	0.6690523099872061	-1.7567928902234276	-2.017714588710546	-0.1338393049707131	-2.471162757467525	-3.3265533717974467
9	-0.0435462115080884	0.0597148274580389	0.1436717920671837	0.0087272030044011	0.1882919943617222	-0.0424558491902586	-0.7796742609108551	-0.1057119302787099	0.2211052023246993	0.3112005914210136	0.2978178753600986	-0.1123219752665726	-3.8953726377309774	-1.2616850507657569	-0.1015830871581433	1.3754792825550848	1.2327535332768456	0.8800140102007061	0.2232245297761784	-0.2196554787653137	0.3313382718362166	-0.9415106189474732	-0.4205724221418079	0.0562907431843677	1.5299021799844388	1.180269234535572	1.4549582699962853	-0.1939328753629458	-0.359068538595144	-0.3709078334373714	0.0759382889540228	0.207823894165325	0.0288226165856295	-1.8849792418436235	-0.6406936795235001	0.1692012997281311	-1.8276916909129224	-1.3681485545009682	-0.9705305171008608	-2.200029291520113	-0.6380482733359119	0.2488432414820721	0.8173149821628299	1.0256255675559187	0.2461325077452721	-0.084383448680853	-0.0722606549549874	-0.0655467652705143	0.2800428915016664	-0.4015386855807445	-0.0597729778440465	0.7177705236206713	0.2608185975106416	0.4847787563665958	-0.1336471995320061	-0.4141088834040762	0.3401553791367977	-0.6801085243086968	-0.7917068717098557	-0.4715638527257539
10	-0.2160557468268235	-0.3724296550344057	-0.6270131419488011	1.6413739933541436	-0.2191392321660865	-2.5309700715573253	1.549281349305322	-0.3548727681629309	-1.4953070940554118	0.2802093874357693	-0.8739667372193546	-2.8269449899008023	-0.7502081315458238	-0.9296074203418822	-1.3064220287753574	0.1300693035603723	0.2911663773017503	-0.8611625935680174	0.5635952756014623	-1.6004578620125454	-2.1793318717772605	0.6492961697229926	-0.1516310292128437	-0.5522345768609979	-0.0086938514118852	0.0154068260935187	0.0087427749739212	2.3025438959784448	-0.9357486468131864	-2.687205738726831	0.1414796985113562	-0.3669786230584045	-2.044686888461584	0.9367070392472172	-0.5835204169117507	-1.2590648478880282	1.4812577326014005	-1.2812257468438912	-2.5004128263615617	0.4083181472350992	-0.0364593275711768	-0.3337413673008834	0.1726277000335578	0.0106451736140662	-2.1260509260534795	0.9254117872095156	-0.3508876140061459	-1.2757042303520234	2.169657241520849	-1.4339364997598831	-2.547820405779885	-0.066399461682008	-0.5157930836712541	-1.0427091897562222	1.7469092621264235	-1.031001326592507	-1.5889883806288927	2.101060819468429	-1.0400646578819397	-2.2896607040448145
