label_id	Predicted Archetype
1	1
2	1
3	1
4	2
5	1
6	1
7	2
8	1
9	1
10	2
11	1
12	1
13	1
14	3
15	1
16	1
17	2
18	3
19	3
20	2
21	4
22	1
23	1
24	2
25	1
26	2
27	1
28	1
29	3
30	1
31	2
32	1
33	3
34	3
35	2
36	1
37	3
38	1
39	1
40	3
41	1
42	1
43	2
44	2
45	3
46	1
47	2
48	2
49	2
50	3
51	4
52	4
53	1
54	2
55	2
56	2
57	2
58	1
59	1
60	1
61	3
62	2
63	1
64	2
65	1
66	2
67	2
68	2
69	3
70	1
71	4
72	3
73	3
74	2
75	3
76	2
77	1
78	2
79	1
80	2
81	3
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	3
90	1
91	2
92	4
93	2
94	2
95	4
96	2
97	2
98	4
99	2
100	3
101	2
102	3
103	3
