label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	1
3	1
4	2
5	1
6	1
7	1
8	1
9	1
10	1
11	2
12	1
13	2
14	3
15	1
16	2
17	2
18	1
19	2
20	2
21	1
22	2
23	1
24	1
25	1
26	2
27	1
28	1
29	2
30	1
31	2
32	1
33	1
34	1
35	2
36	1
37	1
38	2
39	1
40	2
41	1
42	1
43	1
44	2
45	2
46	1
47	2
48	2
49	4
50	1
51	4
52	1
53	1
54	2
55	2
56	1
57	2
58	1
59	1
60	4
61	2
62	2
63	1
64	2
65	1
66	1
67	1
68	4
69	1
70	2
71	4
72	1
73	2
74	2
75	4
76	1
77	1
78	2
79	1
80	2
81	4
82	2
83	2
84	2
85	1
86	2
87	2
88	2
89	2
90	1
91	2
92	2
93	2
94	4
95	4
96	2
97	2
98	4
99	2
100	4
101	2
102	2
103	4
