label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	2
16	2
17	2
18	2
19	1
20	2
21	1
22	1
23	1
24	1
25	2
26	1
27	2
28	2
29	2
30	1
31	1
32	3
33	1
34	1
35	1
36	1
37	1
38	3
39	1
40	1
41	1
42	2
43	3
44	2
45	1
46	2
47	2
48	2
49	1
50	1
51	3
52	2
53	2
54	1
55	1
56	2
57	3
58	1
59	2
60	2
61	1
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	1
71	1
72	1
73	2
74	1
75	1
76	2
77	1
78	2
79	2
80	3
81	1
82	1
83	2
84	2
85	1
86	1
87	2
88	2
89	3
90	1
91	4
92	2
93	1
94	2
95	2
96	2
97	2
98	2
99	2
100	4
101	1
102	4
103	2
104	2
105	3
106	3
107	2
108	2
109	2
110	4
111	2
112	2
113	4
114	4
115	4
116	4
117	4
118	3
