label_id	feature 1_mKate2rab11_CFOR_pca_measured	feature 2_mKate2rab11_CFOR_pca_measured	feature 3_mKate2rab11_CFOR_pca_measured	feature 4_mKate2rab11_CFOR_pca_measured	feature 5_mKate2rab11_CFOR_pca_measured	feature 6_mKate2rab11_CFOR_pca_measured	feature 7_mKate2rab11_CFOR_pca_measured	feature 8_mKate2rab11_CFOR_pca_measured	feature 9_mKate2rab11_CFOR_pca_measured	feature 10_mKate2rab11_CFOR_pca_measured	feature 11_mKate2rab11_CFOR_pca_measured	feature 12_mKate2rab11_CFOR_pca_measured	feature 13_mKate2rab11_CFOR_pca_measured	feature 14_mKate2rab11_CFOR_pca_measured	feature 15_mKate2rab11_CFOR_pca_measured	feature 16_mKate2rab11_CFOR_pca_measured	feature 17_mKate2rab11_CFOR_pca_measured	feature 18_mKate2rab11_CFOR_pca_measured	feature 19_mKate2rab11_CFOR_pca_measured	feature 20_mKate2rab11_CFOR_pca_measured
1	-2.362592215333122	0.2386705234990707	0.8567562360474251	1.2250303911527765	0.1582955582521441	-0.5482339502968578	-1.2767238957944955	1.232034819366316	1.230048672828317	-0.234303323245815	-0.9441820533810052	0.483854797633899	0.6801232801985047	0.6674156390008799	-0.1433605230022197	-0.2520365871550502	0.4586279774087616	0.2561774162159479	-0.137727185528838	-0.1203604941730411
2	-2.7697048510742444	2.523765186366272	0.3316412815166483	1.1633786431471689	-0.1656748859907836	-0.1337515295657695	-1.8405137121974413	1.7823574438473329	1.1331038791362251	-1.1396989613409028	-0.8051780480821993	0.3470278848273078	0.1873406975856522	-0.2054093818362554	0.7267673367879482	0.3819052745966905	0.6168272864496821	0.7043252955740225	-0.5809296922383351	-0.7966656244177092
3	18.089489043297373	12.573612235057178	-3.4122744283838005	2.090486758256262	-3.6506420433686273	-1.6018532799343832	1.0935269526141456	1.8024729645754227	0.4302567025947221	-0.4812551444673945	1.1678243342084262	0.072016752538062	-0.6666052117983959	-0.2248598472055412	-0.7804443782859027	0.1879042083004711	0.0311072175084587	-0.6085380223834449	-0.1245302921618247	0.0071306221905873
4	-3.673013918154049	1.9881364509050048	-1.6474696326749982	-0.2299698108005012	0.0161453212344089	-0.5131559490294062	-0.9022301679204328	0.9380320225367108	0.0922957540137168	-0.8226432782824618	-0.8064637896806849	0.5056760103825804	0.0069384408316707	-0.0103295593962823	-0.1785508745383771	-0.0886970010816557	0.3736206753236535	0.0513696727322448	-0.6078428247097447	0.2096371404546441
5	-0.5521544685130679	6.851183119248259	0.8789776980833707	0.2813008859414045	-1.1987363211379078	0.1048596209959342	-2.9794201973757573	0.8767008565241579	1.6943946531539005	-1.4441038379290043	-0.4886683716205485	1.04407886029692	0.2629223194183928	0.5929634295939841	-0.0118075219357018	-0.4927921651369019	-0.4464950427849405	0.0907577932637181	0.2994162941484191	-0.8605604311496284
6	3.29156425899472	-2.248035913517889	4.225996459683075	-3.671949441544815	-0.1826901213244957	1.0520474092442096	-0.2598745649465177	-0.23177566532189	0.6743396166818016	-0.5241735608977753	0.2198907616831008	0.0586706349617949	0.253165748046903	0.8585034764820842	-1.8191825671218809	1.095261353979542	0.6162824200147646	-0.96149734606	0.3819339676572232	-0.3190193337837322
7	-4.552841519026661	-1.5481513976391694	1.007478578729918	1.299809777141721	0.4413829297895777	-1.64305829275879	1.1279033510331589	-1.9776290007122064	-0.0629049411740386	1.3990444731898584	0.1701791769800097	-0.0645140634866683	-0.8548628311407978	-0.4633905351882111	-0.3232311540658142	0.2843655926677814	-0.4234248835134604	-0.2328587207879292	-0.1718080117127265	0.1829142759694707
8	-3.177089313124477	0.4939214969411949	2.070323137790348	-0.0374010297341106	-1.6019650102937626	-1.6344067410312833	-0.6830366333386834	0.0195675004840646	-0.9968810758599932	0.896321517245303	-0.1144498672707659	-0.0886525075550739	0.2653239126379992	-0.3982733397235241	0.2504635068024708	-0.2590275075245899	0.5017988818292058	-0.4526211281959482	0.5298466954780863	0.1836583845098148
9	-3.19168044775532	0.1997625849720583	0.6492553337952275	2.1957758659976387	2.5813574524464324	0.3213368992784702	-0.4613703681867406	-0.4350115793784067	-0.6052453639655944	-0.6315321211942396	0.3952868971377331	-0.2258188380708377	-0.2337335992075145	1.1948714110229657	0.5203955364361648	1.2326122480427972	-0.1005794781999962	-0.0822662359633763	1.2037347263126132	0.4841488146889847
10	-4.228540135334134	-0.3732264966838791	0.2153745546354126	0.1897964958608725	-0.9596178646232214	-1.2908720481297142	0.2204416635880871	-0.3259679577023096	-0.5933657460070798	0.3422135471870443	-0.2116302299560684	0.2329402702285366	-0.420670188707246	-0.2302021398568614	-0.054133235186934	0.0653548007851649	0.332256711040943	-0.4465700233989443	0.1415199221906082	-0.0357691279123619
11	-5.201883914027915	0.9114102353743548	-2.004902735661213	-0.4880094642470999	-0.0074858332764207	0.4437217443536849	0.3465843524650518	0.4530901501635112	-0.6770313718217479	-0.2802436847064004	0.4041667728585378	-0.3978911413031015	0.1346600233411897	0.2840104687824556	0.4495215704905445	0.3930670751965737	-0.0557685430778769	0.0133066274267936	-0.1647286239883353	-0.0163911199524463
12	-5.266218760788368	-0.2659788132841605	-4.304126155705569	-2.519405936163128	-1.0732959077208573	1.2218552441597232	0.357655040035043	0.3226998348992701	-1.11288131223015	-0.1407801991395855	-0.0545573650631893	0.7703641632227439	-0.1710491799680452	0.5732047894109975	0.4237016025485566	0.0362485432475802	-0.2752493055721613	-0.0983079333454048	-0.4850782063017348	0.0450399409826429
13	-2.371705623238046	3.6773017396016674	2.9601231007942768	-0.563110399788778	-1.311847251053794	-0.1825549913896439	-0.3073784868849601	-0.6156906352812918	-1.447031112713807	-0.5692695477502191	-0.3320428825716159	-0.8641492158538594	0.361280095811666	0.4963557939069378	0.2781490169987161	-0.5990641257615407	-0.1150573089955177	0.4518547817671245	-0.3280240240760201	0.280881219011144
14	4.875115561732229	-4.595452243526903	2.2988135633949347	-3.650735301634717	-0.0347706520509311	-0.020322022119182	-1.0996698809580123	-0.6296142601793928	0.0236424002801583	-0.3794865669657073	-0.1221035426412861	-0.4209863809242543	-1.169898898297653	0.4147286899827644	-0.2774588460545219	0.6272294007205351	-0.3174977661412996	-0.3481500934617447	0.1006662538177294	-0.1599648209319912
15	4.427563834907497	3.9889634211405167	-0.4406264044282592	-1.596039038984043	0.9452693924369572	1.037184724860345	-1.8427911314546068	-0.2745574301906504	1.6605516706206531	0.5364946843954327	-1.4553748210559665	0.5525065555728478	0.5074836017981226	0.5919337326506884	0.7720276389718413	-0.8749488760546179	-0.8283666749715964	-0.1745090169545594	0.85242425139596	-0.9482226287200256
16	-0.6042071222175007	-3.5463869294759625	2.8060329009228577	-0.4251849477228437	-2.204837650282567	-1.2135780122470008	0.5310467116624209	-0.8370070983837649	-0.2374951929981631	0.4433759977873641	0.2984455165972223	-0.2308873146532644	-0.7292342076198082	0.5649689444435183	0.6777624511926867	-0.2434551742438108	0.18026177148801	-0.2203346060453476	0.3839711182943183	-0.462550294684056
17	-2.4052181787435587	0.0800809832323796	1.5500559047174705	-0.6606494535129128	-0.825208674565389	-1.218239749598306	0.6125991833685002	-0.2931476708021288	-0.5973496567688701	0.7856512906985414	0.2641092857759697	0.7195434726038009	-0.1019009132626846	0.468293125649689	0.1141198543774682	0.2721592370255004	-0.2186362081621882	-0.09176325012475	0.6281603547859957	-0.1445352738329566
18	-5.619374466574167	2.5833953663918363	-3.00265812327353	-1.4062217298285469	-0.2665847563734992	-1.1390257424966184	0.3189180846017907	-0.2291629981170765	1.2245636371500574	-0.5008276431436891	-0.7634157559885821	-0.5601271560699989	-0.2668433509809633	-0.6785652843235602	0.3176932893010299	0.1345481871546337	0.5632977603296845	-0.1427471034402915	0.0339151257410919	0.0523265543893251
19	-0.9103024460120058	1.921427449626224	4.2932379393824815	-1.0984796033458442	-0.1306002636510885	-0.05658452529816	1.411294987575524	0.0180546422992051	0.1412646209341769	-0.4057539310967376	-0.2071282198469896	0.2245618785428642	0.4649334406927679	-0.0830496429684376	0.097279060793143	0.2927412416591098	-0.3148011509694828	0.7722192925224988	-0.0457846237428182	-0.1174884755513298
20	-2.789889621137588	-0.2910301117013627	1.147244280399797	1.9413452902159245	1.8313628038591017	-1.0197827916185604	-0.4519136690201741	-0.4510281768707772	0.9796947111197428	0.0852403006289479	0.8224857930520265	-0.0880157249120813	-0.5299647267442452	1.1943679288210192	0.259768493396556	0.0208802282581467	-0.0843918623443189	-0.0574024909426426	-0.2466773125567256	0.3986909397701944
21	5.022837105626985	-3.609353332210482	-0.0141751844660565	2.139356965816764	0.5432049784012057	0.0101731017203604	-1.272505113656817	0.269394589512929	-0.3113014680928948	0.722452883154036	-0.5828800416648547	-0.8303319400309209	0.0799538727744735	-0.7753123004332777	0.0741824455662154	0.4615993781057894	-0.2836880634604073	-0.0890709315869199	-0.4268558661739198	-0.1464214313119129
