label_id	PC 1	PC 2	PC 3	PC 4	PC 5	PC 6	PC 7	PC 8	PC 9	PC 10	PC 11	PC 12	PC 13	PC 14	PC 15	PC 16	PC 17	PC 18	PC 19	PC 20	PC 21	PC 22	PC 23	PC 24	PC 25	PC 26	PC 27	PC 28	PC 29	PC 30	PC 31	PC 32	PC 33	PC 34	PC 35	PC 36	PC 37	PC 38	PC 39	PC 40	PC 41	PC 42	PC 43	PC 44	PC 45	PC 46	PC 47	PC 48	PC 49	PC 50	PC 51	PC 52	PC 53	PC 54	PC 55	PC 56	PC 57	PC 58	PC 59	PC 60
1	2.490101470509831	1.350277983590204	-2.307300787888233	-0.0276432339000175	-0.4808835013659397	-1.6063579266692594	0.2523877306594156	1.288833833500141	0.3889953941624454	-0.6390659748883717	-0.8486892156856594	0.388801900522545	1.0641655551343745	-0.9298918074366752	0.3105421854681068	0.0462335368979508	-0.6819202740289196	-0.1249800229207741	0.1990214155208265	-0.1322132374483434	0.0162010585279837	-0.0992607291632912	-0.0497356494297518	0.032903174576498	-0.0596288213132938	0.3425225186154856	0.5394678931981353	-0.7267327526960927	-0.0468055545422991	-0.7065191936234544	0.6366031763594112	-0.095714603761776	-0.6825924419817725	-0.6262341378006889	0.0890697685355013	0.101461641705253	0.2482112433143761	0.0625484062550288	-0.3274018449789565	-0.3016305456716652	-0.126355169203952	-0.2700191371544079	-0.0472984467323809	-0.0800286445435997	-0.0469190879137831	-0.1026514405373994	-0.4361022477513955	0.0456374037151844	0.1508439949051678	-0.0553628239248925	0.2271994849815209	-0.026998433878265	-0.0027226259775558	-0.0059594620460921	0.0282965257026784	0.0573909669641961	0.0140309974018839	-0.0831492259643896	0.0785041619088963	0.0046121985387665
2	7.036802675134509	0.5326509187708709	-1.8312818079732367	0.8353345432699157	1.0881085777924424	0.5745717321476815	0.5294322058748091	0.2211665144328245	-0.1821721485713822	-0.2155463887265842	0.6494973611377455	0.188691044504202	0.8403134528820765	1.1631087711189307	-0.4036369311366624	0.0866656539177549	0.0096178493301092	-0.6720544072653087	-0.3709900251297032	-0.5150027885258067	0.6328801687761306	-0.1999683636412246	0.0964667651351112	-0.0993696129663674	-0.1946349306343069	0.2682362126473772	-0.3007857782670107	-0.6029600184385108	-0.0858629659154373	0.4352723819030796	0.1531084529205876	0.5045038746596722	0.5728124559098273	-0.1244090418082616	0.1742892295091936	0.2430605208234374	-0.0753997443358652	-0.1351930561948601	-0.1165090907382427	-0.2846761259012326	-0.0656128273075684	0.3122966035798754	-0.0673770583814532	0.1395989755852106	0.1208206759445849	0.2670382773622236	0.1292643178019133	0.100656311339125	-0.1750337502753549	-0.0312332144465414	-0.0248895128707407	0.0241821751798524	-0.0789438258736199	-0.1788840210953518	0.0404173008553838	0.0001681853992789	0.0325856504676098	-0.0213369424224975	0.0338725387397297	0.0012535866795913
3	5.371938284256767	0.4589766790177083	-2.990985611797892	0.9267071427269256	0.9286657856016476	0.0476792929365822	2.329566232125003	-0.4656350697314463	-0.5116657718590683	-1.3220258082620646	1.2348325204758357	-0.0048106499251851	0.9057526578978464	0.6181382675298851	-0.1981674022075125	0.2215973205974936	1.1893769510915897	-0.5987963280489395	0.2684010082041196	-0.8611959029647925	0.0286024807104431	-0.6305879213163565	-0.1232930027116684	0.2805717821535736	0.2633508341875296	0.157575875492369	0.3345801007369693	0.1672828930364505	0.5856451349412976	-0.1397919423717806	0.1288720827373396	0.0564035079461673	-0.0902529245749807	-0.071717815007098	0.1866460949154845	-0.0710668358577501	-0.4355007747994604	0.015755019425803	-0.2703999179724733	-0.0026963704548666	-0.040217972090221	0.259656241956138	0.0700163290690927	-0.1560971718552827	-0.135225034035336	-0.0621774168614887	0.016666061810389	0.0787944730900801	-0.1839495644806593	-0.0151922792290133	0.0812281513169387	0.008064570982808	-0.022179506490942	-0.0298961469815762	0.0974706547608962	0.00315429756437	0.0394454297684309	0.1143229752056082	0.0528712120609864	-0.0045488661431385
4	10.386333982001634	-2.9746131024242146	1.6932023729241314	-1.2592944658080976	3.1322458646804976	-2.0391306529331783	0.2235833185398389	-0.5012796144346237	0.3976905603453112	-1.2447677743382335	-1.1745866943076628	0.37128752699504	-0.4272042555666074	-0.3081997460163879	-0.1332079184257047	-0.3366794361354439	0.5751089037492664	-1.0243266887270237	0.2044497163406777	-0.1523493853541968	-0.3654143603531188	-0.9244376239291549	-0.1651386766504056	0.3680954649677074	0.2102850708532381	0.2464031179529582	-1.0644483802419196	0.3621988861695571	0.1559381360747534	-0.1695785988686114	0.2691732387030706	-0.7093467606045009	-0.2001777255982139	-0.1094034592796775	0.168815658486698	-0.1531406535299575	-0.6253553832197986	-0.1820925609237189	0.2325802759886064	-0.0055621819739934	-0.0172778515540328	-0.0809355219083847	-0.1524581215185275	-0.176926824330449	0.1178137430947111	0.1920514521123319	-0.017366825366006	0.1379322776301774	0.0212115639340181	-0.0616089057837988	0.0023357868416242	-0.061788965536064	-0.092101499902945	-0.1549724695100555	-0.1148639544567113	-0.0944836823625858	-0.0046245071574405	0.152719893693957	-0.0749525370509818	-0.0852585644443002
5	-0.077665005873429	-0.8290639433303106	-1.446993915176514	-1.0997299767282382	-1.5064195134340137	-0.5460020424669109	1.010632172486323	0.709869648941092	0.7338435003643096	-0.320187749755331	-0.0579392979341915	1.2661654021874935	-1.0816141183435712	-0.7601467604584067	-0.3855067434112843	0.993473841088164	-0.3282692816747075	0.1191879577240753	-0.5410935215583339	1.0710908853087953	-0.1596092340643015	-0.2731358198006285	-0.2455660446704626	0.5826818766900715	-0.0658023554171973	-0.1429908272319829	0.383169280972482	0.0181729938688153	-0.1215544868992991	0.1678762763565498	-0.194343167843112	-0.4098621298207062	0.0698242785802576	0.3685285366756866	-0.6083455501311835	-0.2534182222719071	0.1228059484447355	0.3290326047037399	0.1569439625344435	-0.1543168979474615	-0.1020446035242103	0.3524567949265696	-0.010049361998196	-0.4679943972419751	0.0598200082069267	0.094103458513525	0.0683071026029206	-0.2250489836746068	-0.1683652989141776	-0.1539274039156028	-0.0546823624985831	0.0150932970462517	-0.101161490135962	0.1177086352544022	-0.1315604829725448	0.0899170173272278	-0.0540082359827056	-0.0136407211816495	-0.0197744489410597	-0.0098586400339277
6	-3.791734241900885	4.912345125219169	-0.0227099604239176	-0.913591075927835	-0.1862252572025958	-0.2544012833457831	-2.000557829307532	1.7508934896722324	-0.5166402306417894	-0.0234805945068172	-1.6119667948736338	0.0663049179174782	-0.2523675203754968	1.1574342209139643	0.7513707551638112	-0.1147965931960033	0.1746451670458832	0.3625535761490676	0.1767398513135548	1.051261951236682	0.5190521931318717	-0.8925195135398518	0.1722038969918271	0.7090955134027562	0.0297082401260811	-0.3161576654567964	-0.4360856501621613	-0.1492052503423937	-0.1398802463440916	0.0002927232202998	0.217918357475165	-0.1620656086870873	0.0756262302674409	0.6127020311760503	0.2455203878910614	0.3882914724206928	-0.5347630197531302	0.1224327442362403	-0.0109983735667398	-0.2055651663826039	0.2740686468438711	0.0152243386677421	0.0371582328466574	0.1231457718875234	-0.1561777104263008	-0.0347675573657181	-0.088256287481683	-0.3868255530331491	0.0385386600892755	0.4723294770657979	-0.1131700448498046	-0.0046639698546171	0.0514245203278922	0.0518534342706137	-0.2212935360732152	0.0573993022188824	-0.0380816109839081	0.038568534747798	0.0516739054151808	0.0246592865757746
7	-1.9059570946020368	-1.265412277245926	-3.8166216665049055	-1.5273433976137545	0.2789381011724112	-0.0500218026700776	-2.751550902824893	2.154782596006791	1.8780954638010725	-0.2913298012510923	-0.3347840594444629	-1.089774355937001	0.629138701270477	-0.8803650285134306	-0.2656315422757948	-0.142346013827871	-0.5590215821787055	0.1654708852080856	-0.7934229216007551	-0.298712480846705	1.3059958288204132	-0.2269332592118372	0.5735549532540843	0.1336318221005229	0.5803890307874179	1.7903306333782347	-0.2263213940488671	1.00176551234826	0.2778653094095929	0.7317521756271094	0.8725686059503736	-0.6215567111610358	-0.2068045975846002	-0.6102684595396213	-0.3955467938539243	-0.6652465592890054	-0.3373547730779197	-0.1414645903123765	-0.2804038325987092	0.0400414325047211	-0.1305665937337232	-0.2307716913645583	0.7795073004162713	0.1626449775617631	-0.0373334642708606	-0.113015567869037	-0.3863695419454558	0.0955950091791619	-0.0838546053728789	0.008963203099661	-0.1429696339025324	-0.2320430085769674	-0.0735390391726092	-0.0055443022954707	0.1081759192960185	0.3090753378658806	0.1360486694420251	0.0871173863642968	-0.0410849603282796	0.1994736095438908
8	3.909963452272248	1.952407079600422	-2.9527511538675366	1.7423678681359112	0.8030507872396729	-0.3698044369966643	-0.5111569205750794	-0.9144748411674262	-0.6469799813632394	-0.5595133472454497	-0.4080243415109028	0.6347584780527861	0.9968238030402558	1.45243555750299	-0.3966499461895641	-0.4232030541193708	0.6060467660808919	-1.0790455345785634	0.3594888640059847	-0.1191980564481296	-0.133405726359596	0.260742369593313	-0.5553232382665465	0.0881109415733079	0.0239122862597616	0.1399931679107488	-0.0810454949176203	0.3664259499085674	-0.2809221225480097	0.1649324390973443	-0.0010257034320278	0.2352193893481357	0.2760413579034062	-0.6327637769152444	0.3471198157534464	0.256140632393014	0.3276185993165771	-0.0105408345842673	-0.1151543267875656	-0.3736937233726837	0.08662406161544	0.1340405610315936	-0.0655659214555753	-0.0035288853691618	0.1616900710340891	-0.0112329640900643	0.1082951350643465	-0.0363175426722561	0.3715687283239532	0.0791130347036655	0.1422939099844797	-0.1288506701240926	-0.0051348669679733	0.1101708939767475	-0.0236539165968104	-0.0226429447899923	-0.0813472285504083	0.0085450448574745	-0.0028249595076239	-0.0041531026732645
9	-0.5229025854302686	-1.4752602451966113	-2.0074683428859843	-0.0808455351132713	-0.5782815806901711	-0.8386711471350998	-0.1383088565661641	-0.2579175224058066	0.2763981905848738	1.0463157473325344	0.6113443033480365	-0.2213740204221321	-0.417579159368037	-0.8004075696319317	0.2778295955740897	1.269248512480163	-0.398837624594648	-0.2311404873749473	0.0895635135414986	0.0298194943451209	0.1052758251323922	1.117554912798841	-0.5123984064018423	-0.0976541390985506	-0.4516707802600281	-0.5620437680081273	0.1350987049427362	-0.3373384817147838	-0.1828753121709835	-0.2083084167733788	0.0279237598992696	-0.525543248020258	0.0036325415928153	0.5693361616623835	-0.3941389909806776	-0.0838365389352431	0.4576931617991437	0.1372578583539049	-0.612846996809314	0.4549494068791648	-0.2394980535155085	0.2425348089826125	0.1708414177282495	-0.0668552138755359	0.1355439904662125	-0.1359172064046023	0.1991545513166607	0.0174907356228654	0.1930139930169053	-0.2922878081119415	0.018780678616052	0.0137927880200924	-0.0014380618740957	-0.0149128735328633	-0.0710328602336597	-0.047488698919694	0.012935116483186	-0.0060211751083664	-0.0416090874582843	-0.0349268731786847
10	-15.142814292216528	1.913427786784292	3.284305173623844	2.4377490537427446	4.269372838415569	-0.3872882533013274	1.7877542079045865	1.9643990487785796	0.0828130673358924	-1.734114195289542	0.0138266956554441	-1.4628049658993605	0.7973292486798556	-0.652018830061879	2.980997071358804	1.1175220784066888	-0.8071089609419981	0.5136394621190011	0.2149523991479131	0.7498152076635629	0.0917376821816058	-0.4322312827291817	0.4842399916920947	-1.0496997784109614	0.404095435525054	-0.3887872391765328	1.0465304597349638	0.6986009695860974	-0.353104227606604	0.0255508797844052	0.2542790832601786	-0.0302646047108698	0.4674336821851264	-0.0447067294077795	0.4403533545091972	-0.386502960880351	-0.6609255478618358	0.050924720719043	-0.0762268311590459	0.2043188118442956	-0.1275139447704346	0.4030795748302476	0.1784091220341016	0.1769690824697667	0.1108884495911181	-0.3672796029200374	0.1717102401143365	-0.1680583011531341	-0.0545331967946561	-0.1337598070723669	-0.1246984142548241	0.3333775764871101	0.2108708583732514	-0.0898631852013625	-0.1089450845681844	-0.3193727672848378	-0.018114745718676	-0.0761065095762331	-0.0622796732281191	-0.0183159977776706
