label_id	Predicted Archetype
1	1
2	1
3	2
4	4
5	2
6	1
7	1
8	1
9	2
10	3
11	4
12	1
13	1
14	2
15	1
16	1
17	1
18	2
19	1
20	1
21	1
22	2
23	2
24	1
25	1
26	2
27	2
28	1
29	2
30	4
31	4
32	1
33	1
34	2
35	1
36	1
37	1
38	1
39	1
40	1
41	4
42	4
43	2
44	1
45	2
46	2
47	4
48	2
49	2
50	1
51	4
52	4
53	4
54	2
55	1
56	2
57	2
58	4
59	1
60	2
61	3
62	2
63	4
64	4
65	1
66	3
67	4
68	4
69	4
70	2
71	4
72	2
73	4
74	4
75	4
76	4
77	2
78	4
79	4
80	2
81	2
82	1
83	2
84	1
85	4
86	2
87	2
88	2
89	1
90	2
91	2
92	2
93	4
94	2
95	4
96	2
97	4
98	3
99	1
100	2
101	2
102	4
103	2
104	2
105	2
106	2
