label_id	feature 1_CDMPRtagRFPt_CFOR_pca_measured	feature 2_CDMPRtagRFPt_CFOR_pca_measured	feature 3_CDMPRtagRFPt_CFOR_pca_measured	feature 4_CDMPRtagRFPt_CFOR_pca_measured	feature 5_CDMPRtagRFPt_CFOR_pca_measured	feature 6_CDMPRtagRFPt_CFOR_pca_measured	feature 7_CDMPRtagRFPt_CFOR_pca_measured	feature 8_CDMPRtagRFPt_CFOR_pca_measured	feature 9_CDMPRtagRFPt_CFOR_pca_measured	feature 10_CDMPRtagRFPt_CFOR_pca_measured	feature 11_CDMPRtagRFPt_CFOR_pca_measured	feature 12_CDMPRtagRFPt_CFOR_pca_measured	feature 13_CDMPRtagRFPt_CFOR_pca_measured	feature 14_CDMPRtagRFPt_CFOR_pca_measured	feature 15_CDMPRtagRFPt_CFOR_pca_measured	feature 16_CDMPRtagRFPt_CFOR_pca_measured	feature 17_CDMPRtagRFPt_CFOR_pca_measured	feature 18_CDMPRtagRFPt_CFOR_pca_measured	feature 19_CDMPRtagRFPt_CFOR_pca_measured	feature 20_CDMPRtagRFPt_CFOR_pca_measured
1	-2.945912575743539	-5.469998621942867	-1.5303156946925895	0.9396941336632084	-3.2558914067086766	0.9651549897783966	0.9759027126681	0.185498961216676	-0.2005548888083721	0.4907313717184827	-0.6389374382742907	0.7174309639571257	-0.6316004616256893	-0.5489813333822418	1.1836489122469458	0.1918818745833165	0.5646089199677236	-0.3733645771527291	-0.3278180707570599	0.1200343476004843
2	-3.6402851475929583	5.612801953317745	0.3181126405955429	-0.8814870100166485	-1.4919348194888236	0.7265684954449969	-0.958189653939778	1.3053372985242635	0.7425186042423179	-0.0098708495397159	-2.1518616246352247	-0.3432467571485206	0.6604267288207516	0.412447205317492	0.072526361086806	-1.6091311784086877	0.6106019446481064	-0.1879305975209372	1.1423742048576075	-0.2822407335885392
3	-3.033787674550608	2.162867539073176	-1.0691506885016406	-0.5389962354463584	0.8800588926501501	1.0467234904607126	1.1529146216183468	-1.2188482724355072	-0.6616997165387845	-0.2792864793551849	0.6708401147080902	-0.5194093670282087	0.9426584157870808	-0.3833894534726924	-0.2142345511171813	-0.2694689853914949	-0.0841189041483652	0.0960546413496956	0.4844464800335782	-0.6213581746770239
4	-3.621905681756497	-2.0178232410088377	-1.9556789078851424	0.1276741375111027	-1.4083994110204028	0.6576905331731098	-0.6524820728263979	-1.1960819800874052	1.7041525488663058	1.2934298785419216	-1.9512983500284176	-0.959695725556716	0.7483618137697512	-0.1886531358145014	0.5874542342559089	-1.0305817934076529	0.1184685342254503	-0.4325006316619206	0.065011106938504	0.3243820256079819
5	-3.3184255223242043	1.6391983858884909	1.1739138243812282	0.1087933537652859	-0.9280551574183166	3.0963995459462503	3.076209827159228	0.4651559314624368	-1.6858323085796911	0.1703101769620942	-1.1233270650614589	-0.7796740465979715	2.266796131193676	-1.5368022043873184	0.8741443791676933	-1.1668183991496317	-0.8024906002984673	-0.7642701652614184	-0.6629324702703907	-0.073924517500375
6	-0.7579678611322017	0.0525606862686596	-0.8696576773488808	0.6774613067449471	-2.7962660984977843	-2.0717945023644595	1.7120950410772071	0.3507380504987308	-0.009634818468374	0.453407930171302	1.956003257190465	0.3280617164677063	0.2127276554681597	-0.4347647110815482	-0.2244333177599105	-0.4705051421155201	0.4289235271463801	0.4793560666617665	0.2471690735707939	0.3788567803499171
7	-6.2271889049768125	7.044380850353888	3.9128771087041567	-2.9608942582156152	-0.3155225546072062	1.2703818542381256	-1.370834187390286	2.0512835509616707	-0.6587622603616243	-2.8359121975172044	-1.9700753447852164	0.9775737440723796	-1.1666806058783958	0.1236743192270937	0.8839093331085618	0.4125126130168589	0.2781881409873379	-0.5133901095440777	0.9645812947958906	0.2651370133167654
8	0.0650650202865965	1.6020946632169788	-2.2413917739321967	-0.1092132586377904	-1.6943436496970763	-1.783289818350482	0.3594042292279378	-0.2967858309957848	1.0870992835305096	-0.7900532932417523	0.4680228344920902	-0.1703841866283039	0.985920983226544	-0.5522648908632475	-0.534152453346473	0.5491054211714039	0.462467014859075	-0.0395891519011847	0.7041338682443198	0.1295724242256112
9	3.327997302882918	-0.0564882240920886	-0.0911627542841317	1.7458856909947582	-1.8283629797403231	-0.3999764070646768	0.07793241995453	-1.681440092063708	0.4469195792762807	-0.1825110431804687	-0.9671185925550116	-0.9024168199934433	0.446779550818805	-0.1112463881156534	-0.3954972772636283	-0.5224197617703298	0.8718161792710714	0.171366033670471	-0.5749464616041421	-0.1519200608186371
10	3.697832841584976	-4.719383257763561	-2.3316181103511737	-0.3549002707862729	0.3374035678997996	0.0147252503631152	0.9636884018008678	-0.0128368626092466	-0.5812329430581037	-0.5309564992081136	-0.8036825614675703	0.7470470663930544	-1.4063463741917708	0.7181249576854298	-0.2065223724659417	-0.3045302560359419	-0.5948240810218511	-0.9535379417371924	-0.8940752543274612	0.4775918141789939
