label_id	Predicted Archetype
1	1
2	1
3	1
4	2
5	1
6	1
7	2
8	1
9	1
10	1
11	3
12	2
13	1
14	1
15	1
16	2
17	2
18	2
19	1
20	3
21	1
22	2
23	1
24	1
25	2
26	2
27	2
28	1
29	2
30	1
31	1
32	2
33	3
34	2
35	1
36	1
37	2
38	3
39	3
40	1
41	3
42	1
43	1
44	2
45	4
46	1
47	2
48	1
49	1
50	2
51	2
52	2
53	2
54	2
55	2
56	1
57	2
58	2
59	2
60	1
61	2
62	2
63	3
64	2
65	2
66	1
67	2
68	2
69	1
70	2
71	2
72	2
73	3
74	2
75	2
76	2
77	2
78	3
79	3
80	1
81	2
82	2
83	2
84	2
85	2
86	1
87	1
88	2
89	2
90	1
91	2
92	4
93	1
94	3
95	4
96	4
97	2
98	4
99	4
100	4
101	4
