label_id	Predicted Archetype_archetype_CFOR_classifications
1	4
2	1
3	1
4	4
5	2
6	1
7	2
8	2
9	1
10	1
11	4
12	1
13	1
14	1
15	1
16	2
17	1
18	2
19	1
20	1
21	1
22	1
23	1
24	1
25	2
26	2
27	3
28	1
29	2
30	1
31	1
32	2
33	1
34	2
35	1
36	1
37	2
38	3
39	2
40	1
41	2
42	1
43	1
44	1
45	2
46	2
47	2
48	2
49	1
50	2
51	2
52	2
53	2
54	1
55	1
56	2
57	2
58	1
59	3
60	1
61	2
62	1
63	2
64	2
65	2
66	1
67	2
68	2
69	1
70	2
71	1
72	1
73	1
74	2
75	2
76	2
77	1
78	1
79	2
80	2
81	2
82	2
83	2
84	1
85	1
86	4
87	1
88	2
89	1
90	1
91	2
92	4
93	1
94	2
95	4
96	4
97	4
98	4
99	4
100	1
101	4
