label_id	feature 1_tagRFPtUtrCH_TFOR_pca_measured	feature 2_tagRFPtUtrCH_TFOR_pca_measured	feature 3_tagRFPtUtrCH_TFOR_pca_measured	feature 4_tagRFPtUtrCH_TFOR_pca_measured	feature 5_tagRFPtUtrCH_TFOR_pca_measured	feature 6_tagRFPtUtrCH_TFOR_pca_measured	feature 7_tagRFPtUtrCH_TFOR_pca_measured	feature 8_tagRFPtUtrCH_TFOR_pca_measured	feature 9_tagRFPtUtrCH_TFOR_pca_measured	feature 10_tagRFPtUtrCH_TFOR_pca_measured	feature 11_tagRFPtUtrCH_TFOR_pca_measured	feature 12_tagRFPtUtrCH_TFOR_pca_measured	feature 13_tagRFPtUtrCH_TFOR_pca_measured	feature 14_tagRFPtUtrCH_TFOR_pca_measured	feature 15_tagRFPtUtrCH_TFOR_pca_measured	feature 16_tagRFPtUtrCH_TFOR_pca_measured	feature 17_tagRFPtUtrCH_TFOR_pca_measured	feature 18_tagRFPtUtrCH_TFOR_pca_measured	feature 19_tagRFPtUtrCH_TFOR_pca_measured	feature 20_tagRFPtUtrCH_TFOR_pca_measured
1	-3.202369268927415	0.6092484585836558	4.667124041284632	-0.166309045016315	3.0569278443513186	-0.4657627593777384	1.179504351794197	2.3651593814971923	-0.4418568928367839	1.5542139214610802	0.5881347279920043	0.6245973141901201	1.5598767823650266	-0.10257875945492	0.2820581292544756	-0.0520630757992532	1.268354266754267	-0.0063278366843859	-0.1139800178149557	0.9900761010680093
2	3.3186782245013347	3.703984500692655	3.1544873374671965	-0.2873946676336569	0.8490319507798829	0.4648262045800379	-2.012658987684772	0.7078638475931512	1.1549232127595448	-1.5706954865415352	-0.30960977484876	-0.3218948523945499	-0.8146785876195181	0.7828761834305002	0.7538463890621774	-0.4044545206325929	-0.049332373085251	1.3414809155658232	1.764300454744261	-0.5694200319699914
3	2.3872891868956896	0.7600424115556796	4.124033511122392	1.2315245425288115	-3.355821476970525	0.2542550528785279	-0.6452552636952378	-4.483028647921329	0.8795064294882984	1.7233776333445192	0.5443810014733611	-1.0160453498360322	-0.6871707062281273	1.3154881045050304	-0.9090883640312604	-0.7528524496298828	0.5674813417007232	1.5153998872970893	1.50916301880994	0.6321658021031668
4	-0.084428591173296	5.958834778727868	1.9651050550682687	0.9313197995501312	0.0042916857295742	-0.6904485976017343	1.4525075631130795	-2.139210144152496	1.2007593704249089	1.004056722385236	0.4700012657211874	-0.7377995341187188	-0.7527793366745117	1.948936831417652	-0.2576823900240141	-2.002820164901676	-1.2243936902058992	0.6903347935161609	1.0224389756816186	0.3172203239427929
5	3.911095294577378	0.8013918849963662	4.1480578862347866	0.0437258695127219	-3.866562429073991	1.045652608673333	-0.5943061842362252	-4.136946538422486	0.0591064224460859	0.240839645003186	1.4067639461920702	-0.7202127210584537	-0.5910625679593006	1.4994588165293137	1.6959525459558689	0.5645544138889151	-0.0058105266368837	1.4631301703353992	-0.9321336289364996	1.829709643063797
6	-0.6729563509008137	4.034413712994144	3.578418887804113	-0.4673818566586973	1.5330901261827867	-0.0480889072295555	-0.4977948286299195	-1.7275448329090546	1.0067117328574444	2.589057878181916	0.8409660154880555	-1.0622939812921923	0.2905493393538993	-0.1376276335750234	-3.032277675064913	-0.438424333110674	-0.6120198048863482	0.4659115840972564	-0.5093331095652649	0.1286534920598245
7	-5.670914003132753	2.3300351340508567	2.1199112784900382	1.4364074118654269	1.257139951678123	-1.2772370570205076	0.2372689966427472	1.2890438277556564	-1.6793675320135515	2.0858968796392543	-1.0316835483775204	1.900312164836478	0.7831517847146711	-1.3357562181323075	0.1158665504994207	0.2141512745895344	0.8389151766244949	0.438925938915556	-0.6084915769272518	0.8003512643251491
8	-4.031482631750067	1.0869466894736195	2.9185676262825866	1.7772198385082052	0.8262861195254266	-1.5214457520470528	-0.4948433953859241	0.3954542068121879	-1.4389767408957526	1.074192968309432	0.6733213616253746	2.2887490871769574	1.8864147879774709	-0.4699755825904974	1.6863966077600343	0.5716678586115771	0.0767850351957115	-0.639998148491485	-0.2516090405446732	0.2383956416545855
9	0.6364459511728215	3.4527354965164583	4.7117334797592285	-0.040472529655881	-1.6931818396252982	-1.2355413190882507	0.0903327982402385	-0.1958831061880388	-1.5987141334232566	-1.2900391352812832	-1.330593678610215	-2.440340633144489	0.043401160887036	-0.0178918731774578	-0.6837597111383965	0.1353300681884393	1.4967292905599046	-1.1444282128462435	-0.4192884810053974	-0.5497048064080706
10	-1.0185130329650034	1.228058324043529	-1.6684761615420518	-2.243427573810043	1.172727127073203	-1.4644939899550795	2.7682786557439845	3.9878318423035855	0.5556798483952217	3.0476179863368964	0.3115027541926836	0.8091588979478543	-0.1997607637537493	-0.9766061253862394	-2.8844386018900585	0.3650248797450502	1.9469963704691784	0.6659150374700917	0.446326342858652	-0.0847880906712426
11	-0.228938026756064	4.203665733341483	0.8850236839438642	1.6805228649759592	-0.0084636339971918	-1.1626717461832947	1.6425422838864203	1.234468457151071	1.0344004163720215	-0.2110736469879933	2.121544407207086	0.3341087168188622	1.623059359414855	0.973871185125605	2.099406187940112	-0.8295431930091502	0.0080589159322134	0.0477574459077301	0.619142867646605	-0.3364545364773061
