label_id	Annotated Archetype
1	
2	1.0
3	
4	1.0
5	
6	1.0
7	
8	
9	
10	
11	3.0
12	
13	
14	4.0
15	4.0
16	
17	
18	4.0
19	
20	
21	
22	
23	
24	1.0
25	1.0
26	
27	
28	
29	
30	1.0
31	
32	1.0
33	2.0
34	
35	
36	
37	
38	
39	3.0
40	2.0
41	
42	
43	
44	2.0
45	
46	
47	2.0
48	
49	
50	
51	
52	
53	2.0
54	
55	2.0
56	
57	
58	
59	
60	
61	
62	
63	4.0
64	2.0
65	2.0
66	
