label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	2
9	1
10	1
11	3
12	1
13	1
14	2
15	1
16	1
17	1
18	2
19	2
20	2
21	2
22	2
23	1
24	1
25	2
26	1
27	2
28	2
29	1
30	3
31	2
32	1
33	1
34	2
35	2
36	1
37	1
38	1
39	2
40	3
41	2
42	2
43	2
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	3
52	1
53	4
54	1
55	2
56	2
57	2
58	1
59	1
60	2
61	1
62	2
63	1
64	1
65	2
66	2
67	3
68	1
69	4
70	1
71	2
72	4
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	3
81	3
82	4
83	1
84	2
85	2
86	2
87	2
88	3
89	1
90	2
91	4
92	3
93	3
94	2
95	2
96	2
97	2
98	2
99	3
100	2
101	2
102	2
103	2
104	2
105	2
106	2
107	2
108	3
109	2
