label_id	PC 1_b4galT1tagRFPt_TFOR_pca_predicted	PC 2_b4galT1tagRFPt_TFOR_pca_predicted	PC 3_b4galT1tagRFPt_TFOR_pca_predicted	PC 4_b4galT1tagRFPt_TFOR_pca_predicted	PC 5_b4galT1tagRFPt_TFOR_pca_predicted	PC 6_b4galT1tagRFPt_TFOR_pca_predicted	PC 7_b4galT1tagRFPt_TFOR_pca_predicted	PC 8_b4galT1tagRFPt_TFOR_pca_predicted	PC 9_b4galT1tagRFPt_TFOR_pca_predicted	PC 10_b4galT1tagRFPt_TFOR_pca_predicted	PC 11_b4galT1tagRFPt_TFOR_pca_predicted	PC 12_b4galT1tagRFPt_TFOR_pca_predicted	PC 13_b4galT1tagRFPt_TFOR_pca_predicted	PC 14_b4galT1tagRFPt_TFOR_pca_predicted	PC 15_b4galT1tagRFPt_TFOR_pca_predicted	PC 16_b4galT1tagRFPt_TFOR_pca_predicted	PC 17_b4galT1tagRFPt_TFOR_pca_predicted	PC 18_b4galT1tagRFPt_TFOR_pca_predicted	PC 19_b4galT1tagRFPt_TFOR_pca_predicted	PC 20_b4galT1tagRFPt_TFOR_pca_predicted
1	4.047185401943034	2.603073863847875	-3.335094560952556	-1.0610449880052824	-1.5000918274265718	-2.3945985545661683	-1.338414881969666	-0.0673571804255932	-0.5673652273215013	0.8706901441128736	-1.4858397723824353	0.4624884395914179	-0.417266533962877	-0.1157382836520486	-0.4564537483741433	0.1834847922302933	0.1073051105832274	-0.2886524711147442	0.445835166559738	0.0385451213218019
2	2.4641904461652704	-2.337353020277888	-3.1080000857394525	0.0704759231506169	-1.4038613682108216	0.6929381289658361	-0.7311476115074318	0.9374094721111728	-0.9174577856809648	0.9197399190003168	-0.5646253380214514	0.8891773231570514	-0.2427546821204947	-0.9103510889635504	0.1471500306399362	0.5207750394500379	0.0717071294776492	-0.3652818850312795	-0.3609029822147225	0.0141538151436209
3	5.186820989227142	-1.5028688997861332	-2.107522582290639	0.2056395046231141	-1.7260741381540814	-1.0514442621677516	-1.099649938335436	1.3742703466299189	0.0205718115312739	1.2978733818609307	-0.4480201126762761	0.3966529715592308	-1.1201641498794108	-1.1707985083856147	-0.8699865225193464	0.2894806325417582	0.8267109763104596	0.0837013926914809	-0.0977330048164699	-0.2556025443498959
4	3.8145366573715065	-0.1221561149643796	0.3541632783098294	0.6180303342044371	-3.7035917502564217	-1.609302981921345	0.2398411395037452	-0.170675932013933	0.6610304819092732	-0.5748246305902718	0.1387493414866536	0.4614204767131458	-1.4049801324072209	-1.6355779389224014	-1.2212531137953158	0.1726833259048148	-0.2178026405691031	-0.1615201112573279	-0.396659564956715	-0.672542822208237
5	5.568991299621572	4.700760553484791	-1.6371034849018506	-1.1645135458360767	-1.4994784730309323	-0.2785659449547699	-2.09403832709236	0.7759223678222031	-0.5392070452654587	1.2548849936253028	0.0116777637192473	-1.4209644176798335	-0.0985187620007861	0.9547748125963632	-0.4962466678422133	0.6520808285953676	-0.0824469947803858	-0.2336320294872533	0.4228485057847269	-0.4175881048693717
6	5.3065032835331625	5.103079807939537	-1.422014544912522	-0.1044902625003456	-1.7930251459809363	-0.1676025372896807	-0.5794694035579693	1.6347397290112748	-1.420824928594135	0.4107731567436545	0.4917030734370573	0.0170556999481164	-0.0496932698408157	0.9772790555092226	-1.0242949706448088	1.1661059541669243	0.3289648476384752	-0.149302125796815	0.7342884208641809	-0.2121184057728569
7	4.920396675488108	-2.0324512302563384	-0.9749916611255685	-1.8088170591590969	-1.1615879274846914	-0.5119655277416824	-0.3134787286929605	0.1060369765630919	-0.9889326269826584	0.8988460249598298	1.4673174314642692	-1.7163658968620543	-0.6127935232072728	-0.8254301815875056	-0.0343025882195839	0.1609304797299073	0.4352704011042878	0.0528253016657169	0.0081399425881574	0.1053746499084895
8	6.106643465712844	5.088986633479927	0.5402653299534841	2.538496520431074	0.1908758568523414	0.461437241789647	-1.8839418859057169	0.7060795936569046	-1.8676658030600053	1.1632306248654092	-0.2333216967767779	-1.1845321041194872	-0.7274414124253531	0.9364831253059523	0.0573235223878625	0.5412130667757089	0.4677636276995411	0.0036959040060937	0.5198087520119141	0.1164030309119312
9	1.5571440574507898	4.156055162515475	-1.1561669611145298	-2.339382435268296	-1.89353008345721	-0.8491753646232736	0.5406833222037437	0.4584168853333341	-0.1592118159151163	0.3331134342371549	-0.0480318158745955	0.8287514007719032	1.4388963086380249	0.3463945984002354	0.2374832937855244	0.5726598118171622	-0.2026413799633413	-0.2466874868557125	0.3372043723266091	-0.2662667026666745
10	0.8580533418480714	-0.2714768716157464	-4.013702474153741	-2.138054397554204	-1.49130061938457	-0.830834686795014	0.8944871705562352	-0.3968706589996433	-0.4252712658918427	0.0754277987991784	0.9865438151627106	-0.7844437418191709	0.2113622004737402	-1.7044518126379833	0.2393498606784727	0.2812581754786563	-0.5433101655339516	-0.279560119517164	-0.0849434154352704	-0.4829552427045498
11	7.672619617453187	2.941451368923449	1.3232689938763962	-2.4546612683588243	0.5157638963269708	0.1275931824622391	-1.5770079160893506	1.4564335336000436	-1.4803909529207702	1.6630649554338952	0.1082770094869924	-0.6698424411453381	-0.3806841079070578	0.9522401853337368	0.5134026515720698	1.2284525763571152	0.3403053260569433	-0.0828941967251244	0.0470692419922709	-0.2079348892566428
12	4.244326741292069	-1.4382709447430528	-4.952425601453485	0.8378117770202134	-0.2476460207478463	-1.2195519992646051	-0.2451320671313408	0.941731335017052	0.5361450601648534	0.3956642327024042	0.7387702647823841	0.0116762941905985	-0.3878660175677309	0.2018228444090308	-1.0803790682389782	-0.1032958477171726	-0.1474355619777536	0.0761917844098116	0.6634132412289329	0.4944839392756273
13	1.8535720016865065	1.8826154281713376	-0.1620462788095842	0.9776691724627926	-2.3662194077812257	-2.717187608479917	0.2811605369583811	-0.3414454040936558	0.2636173981914402	1.3401992722440916	-0.3489570492361349	-0.6287331717929092	0.3742683096261887	-0.1293784121738095	0.1003166973097662	-0.3864977076440525	0.3423598617817529	0.1577260348591169	-0.4750443885249755	-0.0436357777939995
14	7.88535193874125	0.8001208708497779	-1.8289279185054008	1.7218271437875354	3.842118659437788	1.1140370785996625	0.100691736206659	0.7106550444185789	0.4034950869282645	-0.2207529627533239	0.8033132091872149	0.7329276463963552	-1.2641787394669313	1.648985555650467	0.1261599860363289	0.3754667909988121	0.3464891235848999	-0.0348625359675975	0.8115827032600744	0.2199526314868785
15	5.423374314227758	0.9486915112826254	-2.103964878796224	-4.057726109224529	-1.4710940556010488	0.0869506831636117	-1.4776462695206338	0.0739387479655018	-1.0557488283593828	0.7753134878892383	-0.2548387369125546	-1.2235834873493765	-0.2008190734986142	-1.036632063807821	-0.4383780293937094	0.6341040317497302	0.1270676034604758	-0.1298821407043389	-0.1310476394425077	-0.3253901299897861
16	3.575991215084846	-2.1338104674191776	0.0433079639445523	1.008102517134986	-1.7269302670914817	-2.111135729850715	1.465627818175821	-2.0718292463056693	-0.4365704569671487	0.161157675766254	0.6288824730900078	-1.5793147203277194	0.0858149229567681	-1.748806946268181	0.1535403058395537	-0.5287384870479159	0.291620784180336	-0.0435246834372831	-0.157351127582751	-0.3378589441187407
17	0.2875093582290071	0.710065145141222	-3.059838255191897	-3.4239284847401383	-1.388132651495005	-0.6865363387469463	-0.3443068955437032	0.1486128886058242	-0.7983979433005309	0.7161566421502771	-0.6813236337124071	-0.0340185760165603	0.8185241235754186	-0.4289588314955626	-0.4339945071088444	-0.0808363633248441	0.3373094521410718	-0.1157505153268549	-0.2683950041436251	0.3067244003239673
18	7.682803402978977	2.499572903305065	-1.9455803121132265	2.091369573316825	0.9939355379050748	1.1841355625846657	0.4490923608844386	-0.0401943211930888	-0.7328740108300296	-0.0504847011163007	0.8210904114351567	0.423043712047269	-0.7545303614315946	1.021555359766521	0.3776078633662094	0.5766851630617693	-0.0701352345892327	-0.3758526421300627	0.9387941916886422	0.2948381025558633
19	7.491569398277763	-1.2013367946547433	-0.2897291033424387	2.619000646364696	0.1709687871034628	0.1087949703047437	0.6146856029698706	0.4751513231562281	0.2925500429641459	0.284860925106922	2.4703307551657607	-0.6202845851408759	-1.8870184274185675	1.0648045956186014	-0.1423039917176987	0.2909666157517967	0.3246379066659284	-0.2772749663351133	0.2792963423842909	0.2884037960772674
20	7.803626376124053	1.6600227836284525	4.260965990197739	1.5183151987414294	-0.5880564752472164	-1.5583793021190455	-2.109919868734881	-0.4117029865651933	0.0406534073421283	0.8798189258350313	0.3161269529571366	-2.3132754237229847	-1.6109942283124885	-0.1014540278293931	-0.0159299106713093	-0.0560753261930657	0.3296159313723816	0.2987068454527455	-0.4168842076346888	-0.3972715878129249
21	-1.0817291562290186	0.897906866988457	-2.2967126891655534	0.3617167740378053	-4.35149966541218	-4.279457163692451	-0.3159687829349953	0.1260811334302818	-0.0901241926357081	1.3779917380865028	0.4663648209609288	-1.3104396228966024	-1.1152796576833095	1.366962452988543	0.3266693713500621	0.0516998421681385	0.509676436047646	0.7263524758432605	0.3087492461567176	-0.0621761635995006
22	4.711448205913028	3.3536580181255573	-1.5261486252213927	2.447261264719572	-0.1467855469700427	-1.5985417335204517	-1.6202743840041838	1.367480244602283	-1.6996181629999918	2.09436090696408	-0.2192098283699455	-0.8306487708570991	-0.2456219072318324	0.7877869974169986	0.5770712851447359	0.6730290148634253	-0.0557653281150674	0.0964368123629564	1.0513595989750637	0.0707527442580393
23	5.584838900092392	4.946380104041432	-2.173953939338074	-1.0008459173722322	-1.834625526356844	1.5375367852996618	-1.2918285264696905	-0.1782796236980754	-2.083425167839119	0.7498425773252351	0.42555002300742	-2.1142872802882025	0.7415690613829187	0.5590503554849573	-0.0880738196614374	0.8805223338482064	-0.0326913271720765	-0.416580488146099	0.7608772901462462	-0.3364002030956263
24	2.059241906861379	1.1580155942743815	-4.269331087608841	-1.3725036919229407	-0.0802746959097422	-2.9381408128753206	-0.1664294555494341	0.5734971905102302	0.2350298254357645	0.9260361159674376	-0.4435605848500803	-0.3235488091997105	0.7361409932427743	-0.8258014883438942	-1.2051677721935248	-0.0678365051894034	0.1002557836753095	-0.207917516850532	-0.0459016142809975	0.2718075049518611
25	7.516831416034174	1.6649925234056226	3.5859634409072565	1.2489956272892253	1.6233629205149935	-0.6483421211352427	-0.1652543901044869	0.0071512064010714	-0.0866312748341315	0.7914252481817059	1.3760443265127251	-1.5053319972566932	-0.3705778719194866	1.3263493188296929	0.5190654248302287	0.1258344470935255	0.0385008228647276	0.0390714185257012	-0.1368262439906484	0.2572051297991877
26	2.6467722106010663	0.8133409750792283	1.4644861680937276	0.2274754236288241	-2.59123143865198	-3.396482580488956	0.6820240847873644	0.7272261167598895	-1.9941985108316216	1.6231239684432195	-0.2552606643456852	0.5642309111966952	-0.1877668403103738	0.7844888594348387	0.94927011843046	0.7901170364804789	0.7063235195252429	0.5187684971197799	-0.1368693550339526	0.424852750110317
27	5.076901394343809	3.3190288424738306	-1.3649082866813635	1.5328219692179768	-2.0366600960177648	2.3121596005037337	-0.8946971588214443	0.9694123994173036	-1.2141950639057968	0.6383774553996411	0.3083921944566821	-0.0667933988443163	-0.1364936899051868	0.3231456618608075	-0.3010228038525242	0.5346762217159386	0.1828343556327898	-0.1793448106502031	0.4065306381293527	0.2460021623040931
28	7.393794065183824	1.8260911010619123	-1.7477483793666448	1.849705683767112	0.3299377179769014	1.3291197273066695	-0.9672483903682658	1.053456968282254	-1.0857189635630695	0.5803110044013622	0.7403876339283808	-0.4923733204801124	-1.133117968654332	0.8379202229619811	-0.8301297431262236	0.1164380119227721	0.9288279117541064	0.056829835317725	0.3861767171912678	0.5914797531870399
29	5.037980171954611	2.3855271091630463	-1.35642029002327	0.430319200062971	-2.119467051328722	-1.7405405099262827	-2.0529325616222747	1.678025887133624	-1.326538624634479	1.7878881016825752	-1.0636225713413885	-0.090952243653005	-0.3617968430274841	0.4508004977838713	-1.0898043247589857	0.5740782481520745	0.3223666320680725	-0.0565389033997083	0.2200743772761011	0.3784858570535108
30	4.6996939344165805	1.0704047019736151	0.2724409409827359	-3.6359688967344472	3.20721142360527	0.2557040140120508	0.5940848669160803	0.4341236523025837	-1.0792936789549814	0.6260152376876278	2.459388716244532	-1.1483032644143805	-0.5363144034122518	0.8894375507786887	0.9742874604116324	0.7646844528596808	0.2582146933832991	-0.363385316014529	0.7015725170423284	0.0948396920586263
31	5.830177495630176	2.3431790152486967	2.8644215125607664	0.3455471540852843	-0.8910934146166578	-1.924144061964564	-2.0679754476034096	0.2519515791509643	-0.4733575979708448	1.5474509333333435	-0.2211720934897532	-1.8074740399631644	-0.7103514654600855	1.187313323703422	-0.0934678491124505	0.1380219519916763	0.3511746868214243	0.2257569135189892	-0.5798548331455653	0.0365160639652004
32	-0.2649084005935533	-4.340954591687929	-3.763024610327372	-1.9335725768092369	2.524232728091281	-2.665722694985514	-0.3001093061865494	0.8846242408999483	0.5728622507886327	-0.1591740661372049	-0.4955955491688943	0.7256277194470275	-0.3364554834266647	0.7370368506222793	-0.6304446861754927	0.0218183046998289	-0.0093595590658057	0.2623388909055359	-0.1943850192971556	0.2249257650336518
33	4.304166807193765	2.708860979745304	-1.0288803468290986	-1.6477301414699077	-0.6414934826255551	-0.0645637694595171	-2.516368090287291	0.4406714730488505	-0.9361403191012294	0.933635821838844	-1.902066328372816	-0.3646789543398974	-0.3087923337746224	-0.4985635799447141	-0.9302557072713022	0.0691887832099786	0.4024296436073602	-0.1303357928106014	-0.3165591029570198	0.0097744568775177
