label_id	feature 1_lysotrackerdeepred_TFOR_pca_measured	feature 2_lysotrackerdeepred_TFOR_pca_measured	feature 3_lysotrackerdeepred_TFOR_pca_measured	feature 4_lysotrackerdeepred_TFOR_pca_measured	feature 5_lysotrackerdeepred_TFOR_pca_measured	feature 6_lysotrackerdeepred_TFOR_pca_measured	feature 7_lysotrackerdeepred_TFOR_pca_measured	feature 8_lysotrackerdeepred_TFOR_pca_measured	feature 9_lysotrackerdeepred_TFOR_pca_measured	feature 10_lysotrackerdeepred_TFOR_pca_measured	feature 11_lysotrackerdeepred_TFOR_pca_measured	feature 12_lysotrackerdeepred_TFOR_pca_measured	feature 13_lysotrackerdeepred_TFOR_pca_measured	feature 14_lysotrackerdeepred_TFOR_pca_measured	feature 15_lysotrackerdeepred_TFOR_pca_measured	feature 16_lysotrackerdeepred_TFOR_pca_measured	feature 17_lysotrackerdeepred_TFOR_pca_measured	feature 18_lysotrackerdeepred_TFOR_pca_measured	feature 19_lysotrackerdeepred_TFOR_pca_measured	feature 20_lysotrackerdeepred_TFOR_pca_measured
1	-0.1377074587609903	-3.3647599014218863	1.3214442708764993	1.49703963992274	0.3563169614925165	2.765485762937817	0.0484683228543275	0.3263204184670306	-1.4085256281407958	1.5166043961743187	-0.7312983507690114	-0.1135436642595822	1.0253556467986091	-0.961211161332132	0.2356567169609364	0.3039121879438969	0.1885283764956464	-1.5574952648750815	0.1819286377637503	-0.1898819374900926
2	3.4690516766935864	-3.0483701150464038	-2.5438114803618044	1.314203950743456	2.8504849759165416	1.0306870157959895	0.9620612516104357	0.03123067565681	-0.7766564298160606	-2.1637064610900034	-0.6267282261617803	0.0347470125476554	-0.3506229661848744	0.0924802374236561	-1.1025534574795437	0.0096816593478961	0.5162853935217326	0.0303399038484501	0.0873500057489862	0.8731526168781728
3	-0.5296280207166819	-2.879321533829444	-0.0612515086158943	-1.1820894669762445	-2.3176784474923813	1.091199315198342	-0.4485025116013031	-0.0878893127540436	-1.1803212493481807	-0.2142004666258444	1.2222148798870558	-1.8873234083957853	0.9641882734321676	0.2130539875416396	0.427951705820314	0.1593425467420771	-0.5051141597691201	0.4970448337967506	-0.9573390472620116	0.3878167459367873
4	3.367436919703376	0.4193585111352613	-0.4518686720947366	-0.2018056583188729	-2.28601517036726	1.4831910381977205	0.8185725981977823	-0.1982013860103604	-1.1011592875113567	0.2080011576363685	-1.1172216420056695	0.2699881643044198	-2.4034458570564663	-1.114164024853836	0.0565398598447538	-0.4942207666082523	-0.1798392443945503	-0.2713660856214687	-0.2188705584079925	-1.9150300699907488
5	4.960814381843244	0.6179374032501829	-2.3017977040071966	-0.8825621972778798	-0.1034868203075996	1.1385257466104384	-0.3030351214376223	0.0770893478889037	0.4450838766095811	-1.7777487926975295	-1.299239633769981	2.4190093854826937	0.0275591676057102	0.6444581302594203	0.1292572719178909	-0.2568182986955528	0.6061814908412198	0.3423604349822109	-0.7563582364544921	0.0882546716933932
6	-1.4084382698524498	1.5435215918605047	-4.406451810830878	-0.8702261424496578	-0.0405699915315538	2.0639944797881298	-0.2005686716221252	1.9305684862908976	-0.7392526484668769	-0.5858236321663142	0.9950364723004133	-0.0642253721796775	-0.3855163531486403	-1.088959802888646	1.0717750655101748	0.2823473605936138	-0.0542917104345992	-0.1654498742816663	0.1672675208215484	-0.4408015219253782
7	5.832087344760788	-2.3423555769888065	-1.1445348872936172	-0.9758878288015717	0.6774845039841915	-2.3601454845139607	0.2301532373042568	-0.9387899729217372	0.3658268194537287	-0.092975976822493	-0.0476472108362794	1.8557543859374857	0.3565303323605927	-0.8153974780782263	-0.2897514961604731	0.5680850303715914	0.1389641391542347	0.9752135741878604	0.1216755213356427	-0.4609589521685929
8	3.3878740816958413	1.4064389331326013	-1.7083324810546916	-1.0476264705990952	0.1399858506168933	2.1723666458638715	-0.0887212952148367	0.7384157062143826	-0.4664769912269493	-1.0762780527963145	0.5956239469371744	1.1358920404512496	-0.4586361117761571	0.6306923144147455	-0.4726505575299929	-0.1907179371582393	0.1786318768788048	0.1545333318727074	-0.2464559058171406	-0.5270722242788553
9	3.830217628254424	-4.067426486573895	2.848094862518653	-1.065081446875949	0.6100370542613108	-1.9410588181873512	-0.8951870874043161	0.7197592380363922	0.1590784245955634	1.0358237007321192	-0.7810633329250463	-1.0624065575656991	-1.4003032075618909	-0.3292970395912843	-0.6183768850894101	0.6253031070532856	0.1478159872920335	0.5862349839027421	0.5136343657422675	-0.8084311748704459
10	4.252497162457846	-1.6353084579352684	2.656605763816468	-2.533848574497251	0.328074356982936	-0.5824736485385816	0.4571175538748662	-0.1396511147914849	-0.9335663284911744	0.1597836647557966	-0.67808350577363	-0.1999218764902005	-0.6863656624605986	-1.324056724731719	0.9453500226271772	0.3709776291058193	0.0857575658862488	-0.8779515968698258	0.1007707189439656	0.4572482651638997
