label_id	archetype 1	archetype 2	archetype 3	archetype 4
1	0.9629469172498408	0.0071683648194924	0.0272737062005934	0.0026110117300734
2	0.4759357826583169	0.4090509419342458	0.1100214358650109	0.0049918395424262
3	0.98777858972822	0.0038283599003011	0.0079505994113573	0.0004424509601215
4	0.7342764347301947	0.06361008394404401	0.1282191901199895	0.0738942912057717
5	0.4811618140790798	0.3112344372732327	0.1992872376953438	0.0083165109523436
6	0.9628413113845262	0.0113639268482507	0.0238514157677037	0.0019433459995192
7	0.0215608211624467	0.2130007469323014	0.7645566988552276	0.000881733050024
8	0.7910696226247559	0.0338049190370493	0.1357355704322203	0.0393898879059742
9	0.0456957147586404	0.8611196633163978	0.0806476111198771	0.0125370108050844
10	0.006779527578489999	0.9392275227370362	0.052027880462617006	0.0019650692218565
11	0.912194128022707	0.0098991744621388	0.0744993945739383	0.0034073029412157
12	0.0087805756690245	0.369920866490926	0.6188461191757126	0.0024524386643369
13	0.5871312510257839	0.2944355948033294	0.1147628028282935	0.0036703513425931
14	0.1624183065652105	0.4391022196777305	0.3474005323143262	0.0510789414427326
15	0.3774807675356894	0.2472038170550835	0.3649560682982581	0.010359347110969
16	0.0022812701513775	0.8939013466381509	0.0794220306988308	0.0243953525116407
17	0.0504061778121455	0.26020099100319105	0.6826649268076431	0.0067279043770203
18	0.91182007472214	0.0037384852965895	0.0787585882779625	0.0056828517033076
19	0.8621084439074723	0.0583958649343137	0.0741296263294025	0.0053660648288113
20	0.0724527178631514	0.1917021874445112	0.7319542882485937	0.0038908064437437
21	0.4334537422746309	0.1246336720021586	0.4250521431820857	0.0168604425411246
22	0.0061392294022345	0.6517118556570863	0.3402824276640769	0.0018664872766020004
23	0.0524609605474493	0.6204921726916318	0.3098074660262612	0.0172394007346574
24	0.0030320481884954	0.6285151164800076	0.3661846823637673	0.0022681529677301
25	0.4854948773398326	0.0985142935454548	0.4051696165579591	0.0108212125567532
26	0.0109449800770753	0.4199642144735644	0.5628425685146519	0.0062482369347085
27	0.044089471216034	0.2189481894250829	0.7270646798281193	0.0098976595307637
28	0.9305240423138496	0.0103175827426422	0.0444060448934876	0.0147523300500205
29	0.7742838618082816	0.0265347116412069	0.1804059051793873	0.018775521371124
30	0.0059947184441101	0.4185868071206137	0.5619274121080784	0.0134910623271976
31	0.9122980388908156	0.013249094635323	0.0720630605529333	0.0023898059209279997
32	0.1338638655311574	0.1186655998587009	0.4985962603214884	0.2488742742886532
33	0.4415383416388885	0.12303446236792699	0.4222442663146296	0.013182929678555
34	0.7680966391332684	0.0500211240104345	0.1759876476516483	0.0058945892046487
35	0.0045180858573547	0.3340707000437761	0.6598852675371151	0.0015259465617539
36	0.3376122877854807	0.0705901313676119	0.5884969941458235	0.0033005867010839998
37	0.7520046870269352	0.0830322095372614	0.1210752143436948	0.0438878890921084
38	0.8150762719811157	0.0090540407756483	0.1562481726158202	0.0196215146274157
39	0.3681792507608705	0.0627548231765693	0.2387700847769662	0.3302958412855934
40	0.0160857984525627	0.8950865806341951	0.0742007692293298	0.0146268516839123
41	0.0018381706796837	0.0864040579434639	0.0182638189547014	0.8934939524221509
42	0.7872121513585298	0.0742371339987028	0.1210616058334934	0.0174891088092739
43	0.9760230589829256	0.0184766001974213	0.0044333560658108	0.0010669847538419
44	0.7829651379707223	0.1085400067709682	0.1034040171582562	0.0050908381000535
45	0.0605358553776404	0.098514732008675	0.4397540942250603	0.4011953183886242
46	0.9592908519872853	0.0026532684383746	0.0354506768552629	0.0026052027190769
47	0.5805862122432756	0.1138821040114289	0.3005096427956918	0.005022040949604
48	0.975955482943672	0.004706143864902001	0.0125942200451763	0.0067441531462497
49	0.2739586122781414	0.6104043889141932	0.1104516273547036	0.0051853714529614
50	0.8744950577737075	0.006363130885178999	0.10051723372478599	0.0186245776163274
51	0.1710601694482103	0.3272453175220285	0.3059370734958052	0.1957574395339555
52	0.1121255251932706	0.2200272492001879	0.6130323876720898	0.0548148379344514
53	0.0004263632683637	0.0021104045577729	0.0055920956863900004	0.9918711364874732
54	0.0485445338424533	0.1077056988092514	0.8123510185747277	0.0313987487735673
55	0.0711490046877536	0.6198729762908339	0.0649855998916209	0.2439924191297911
