label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	3
8	3
9	4
10	1
11	1
12	1
13	1
14	1
15	3
16	1
17	1
18	2
19	1
20	1
21	2
22	3
23	2
24	2
25	1
26	2
27	1
28	2
29	3
30	1
31	2
32	1
33	3
34	1
35	1
36	2
37	1
38	2
39	2
40	1
41	1
42	1
43	1
44	2
45	4
46	2
47	1
48	3
49	3
50	1
51	1
52	4
53	2
54	1
55	2
56	1
57	1
58	2
59	2
60	1
61	1
62	1
63	3
64	2
65	1
66	2
67	2
68	1
69	1
70	2
71	3
72	2
73	2
74	3
75	1
76	4
77	1
78	4
79	2
80	3
81	4
82	3
83	2
84	2
85	2
86	4
87	2
88	3
89	3
90	3
91	2
92	4
93	2
94	4
95	4
96	2
97	4
98	2
99	2
100	2
101	2
102	4
103	4
104	4
105	4
106	2
107	2
108	2
109	3
