label_id	feature 1_tagRFPtUtrCH_CFOR_pca_measured	feature 2_tagRFPtUtrCH_CFOR_pca_measured	feature 3_tagRFPtUtrCH_CFOR_pca_measured	feature 4_tagRFPtUtrCH_CFOR_pca_measured	feature 5_tagRFPtUtrCH_CFOR_pca_measured	feature 6_tagRFPtUtrCH_CFOR_pca_measured	feature 7_tagRFPtUtrCH_CFOR_pca_measured	feature 8_tagRFPtUtrCH_CFOR_pca_measured	feature 9_tagRFPtUtrCH_CFOR_pca_measured	feature 10_tagRFPtUtrCH_CFOR_pca_measured	feature 11_tagRFPtUtrCH_CFOR_pca_measured	feature 12_tagRFPtUtrCH_CFOR_pca_measured	feature 13_tagRFPtUtrCH_CFOR_pca_measured	feature 14_tagRFPtUtrCH_CFOR_pca_measured	feature 15_tagRFPtUtrCH_CFOR_pca_measured	feature 16_tagRFPtUtrCH_CFOR_pca_measured	feature 17_tagRFPtUtrCH_CFOR_pca_measured	feature 18_tagRFPtUtrCH_CFOR_pca_measured	feature 19_tagRFPtUtrCH_CFOR_pca_measured	feature 20_tagRFPtUtrCH_CFOR_pca_measured
1	-4.892704744329413	6.4367596070430935	-1.9323258672679244	3.1795512609852743	0.8885725251236063	0.5596452067719377	0.76103135472889	-2.443879612523004	-1.1816999023646495	-0.1604135941092413	1.1988972875069934	-0.4082872537704564	0.107358194827103	0.2624193245394108	-1.068746864012139	-1.5182606824791145	-0.8039619618964442	-0.6458884614111384	-0.6213777935745661	-0.7547837035701511
2	-3.378407546250749	-2.617009610649566	5.182854148232496	-3.3914586179123587	0.5809355518700698	1.296583895653961	-0.8292624947892308	-0.1718340267822254	0.6558509235535379	-0.8568320507133341	0.9215971536085088	0.8120705517232037	1.5614042129834789	-0.5983972536365553	0.0834848458997506	0.043721135100042	0.1440453466897166	-0.1288727035299262	-1.2475717605659007	-0.9209831021681272
3	-6.993778903665843	4.197117065957529	1.0672035382415836	1.7070273181054785	-1.7542204630662317	1.0348525898948469	-0.1520805841730264	-0.554203784978635	-0.6213267656650052	-0.0669872628660845	0.1816287924226933	0.0803472804398506	-0.5577333329838354	-0.4413574791103669	1.4075880829534193	-0.2724693660802539	-0.6804545439284726	-0.4760537304082307	0.2633565200366241	-1.0928609920207095
4	3.759852982961666	-1.7643557157518797	-0.1358048912483205	-1.6853447365800844	-0.530406263661265	0.988593432183874	-1.3429143609716858	-1.3587804119298323	0.91028736733052	-1.784267833190536	-0.1249397272585604	0.1048348597233322	0.4305938199022954	-1.3883557430977456	-2.0432648349327094	-1.0208328002297191	1.3265615385419791	0.5316242708187812	0.2054518975283321	-0.0162048405709641
5	-6.130138372815683	0.7512820482372347	-2.1953581641870765	1.6334966417372028	-0.7744989028515705	1.3161645074315047	-1.1821325907943945	0.0280640545786341	-1.132368077040866	0.4768865787706868	0.1756968910290247	0.0003044573977538	0.2236628410694857	-1.1183954459751044	-0.2499309319862178	0.1451786700383447	-0.3776375597415973	0.364174602737664	-1.1115218502798343	0.0844555417843636
6	1.7511094040744166	-1.0910416837610026	0.9252353668306226	-2.1769161364379395	1.5418360221199687	-0.8877635334509144	-1.3122274871877864	-2.5457201871120514	1.1668774007541676	0.0643475047454458	0.2387792600957514	-0.9080967136870888	0.2707932588514009	0.0305864880116961	-0.2137984096140432	-0.0728809250766392	-0.0566537506493766	-0.7144083426830402	-0.8141029115620751	0.4584132818270838
7	-0.0588491839698634	-1.4460233163237963	-3.1967338569588777	-1.6364900100434567	-0.1055569365443523	-1.2302403960633703	-0.4179453401737735	1.0042823736841402	-0.3410507590886616	0.2795027409301788	-0.9839355022151556	0.4629360107911139	0.578127684256	0.4632257447390719	0.1379083152343663	0.1960388335432786	0.1982380687444413	-0.9142081192515412	0.3875209685268729	0.5916277265269431
8	3.595480453359868	-2.3988728343616272	0.2700979622097356	-0.6820311241394186	0.3882449235640273	-0.1135076172066795	-0.0643115561635528	-1.2880614259615564	0.1725882479958278	0.2683370173685323	-1.058494020781781	-0.8445521004135959	-0.3788377178377263	0.552874150065804	-1.4579202767785258	-0.6767020033474007	0.2799081175926698	-0.1822442812197912	-0.2467947561696736	0.2683431710163825
9	3.086475156860304	-0.3959297125280982	0.5859968203063819	-0.5741320017383049	-0.329844917499524	-0.7201347904764159	-0.7198608944660172	0.3714524050213856	-0.9102872673725624	-1.3475903612657252	0.4617977919073339	0.463592361933512	0.0526778569273471	1.1819952365915845	-0.1907303254584559	0.2335623811537898	-0.5371925805764577	0.0636806102987674	-0.2075093626138809	0.5604957063778203
10	1.5331508471090836	-1.4682654942510824	-0.1125799301116978	-1.1236040343783895	-1.5927641436017752	-1.2832814853492234	0.3366303786491265	0.4211232740013929	0.2800087654541399	1.6567256420644352	-0.1755196729650998	0.8182930042454108	-1.3096429509736915	0.2969644209954296	0.4293805071924235	-0.3763615397453075	-0.0577504048032549	-0.3039287414303806	-0.3923695673493961	0.5407339393329945
