label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	2
7	2
8	2
9	4
10	2
11	1
12	1
13	1
14	2
15	3
16	1
17	1
18	2
19	2
20	1
21	2
22	4
23	2
24	2
25	1
26	1
27	2
28	3
29	1
30	2
31	2
32	1
33	1
34	1
35	4
36	2
37	1
38	2
39	2
40	2
41	2
42	1
43	2
44	2
45	2
46	2
47	1
48	2
49	2
50	1
51	2
52	4
53	2
54	1
55	2
56	1
57	4
58	2
59	2
60	4
61	1
62	1
63	1
64	2
65	1
66	4
67	2
68	4
69	1
70	2
71	4
72	2
73	2
74	1
75	1
76	4
77	1
78	4
79	2
80	3
81	3
82	1
83	2
84	2
85	2
86	1
87	2
88	1
89	1
90	4
91	4
92	4
93	2
94	2
95	1
96	2
97	4
98	4
99	2
100	2
101	2
102	4
103	4
104	1
105	2
106	3
107	2
108	2
109	2
