label_id	feature 1_shape_CFOR_raw_measured	feature 2_shape_CFOR_raw_measured	feature 3_shape_CFOR_raw_measured	feature 4_shape_CFOR_raw_measured	feature 5_shape_CFOR_raw_measured	feature 6_shape_CFOR_raw_measured	feature 7_shape_CFOR_raw_measured	feature 8_shape_CFOR_raw_measured	feature 9_shape_CFOR_raw_measured	feature 10_shape_CFOR_raw_measured	feature 11_shape_CFOR_raw_measured	feature 12_shape_CFOR_raw_measured	feature 13_shape_CFOR_raw_measured	feature 14_shape_CFOR_raw_measured	feature 15_shape_CFOR_raw_measured	feature 16_shape_CFOR_raw_measured	feature 17_shape_CFOR_raw_measured	feature 18_shape_CFOR_raw_measured	feature 19_shape_CFOR_raw_measured	feature 20_shape_CFOR_raw_measured	feature 21_shape_CFOR_raw_measured	feature 22_shape_CFOR_raw_measured	feature 23_shape_CFOR_raw_measured	feature 24_shape_CFOR_raw_measured	feature 25_shape_CFOR_raw_measured	feature 26_shape_CFOR_raw_measured	feature 27_shape_CFOR_raw_measured	feature 28_shape_CFOR_raw_measured	feature 29_shape_CFOR_raw_measured	feature 30_shape_CFOR_raw_measured	feature 31_shape_CFOR_raw_measured	feature 32_shape_CFOR_raw_measured	feature 33_shape_CFOR_raw_measured	feature 34_shape_CFOR_raw_measured	feature 35_shape_CFOR_raw_measured	feature 36_shape_CFOR_raw_measured	feature 37_shape_CFOR_raw_measured	feature 38_shape_CFOR_raw_measured	feature 39_shape_CFOR_raw_measured	feature 40_shape_CFOR_raw_measured	feature 41_shape_CFOR_raw_measured	feature 42_shape_CFOR_raw_measured	feature 43_shape_CFOR_raw_measured	feature 44_shape_CFOR_raw_measured	feature 45_shape_CFOR_raw_measured	feature 46_shape_CFOR_raw_measured	feature 47_shape_CFOR_raw_measured	feature 48_shape_CFOR_raw_measured	feature 49_shape_CFOR_raw_measured	feature 50_shape_CFOR_raw_measured	feature 51_shape_CFOR_raw_measured	feature 52_shape_CFOR_raw_measured	feature 53_shape_CFOR_raw_measured	feature 54_shape_CFOR_raw_measured	feature 55_shape_CFOR_raw_measured	feature 56_shape_CFOR_raw_measured	feature 57_shape_CFOR_raw_measured	feature 58_shape_CFOR_raw_measured	feature 59_shape_CFOR_raw_measured	feature 60_shape_CFOR_raw_measured
1	-1.4805924638885917	-0.5567449793797243	-0.0635423179189136	0.640073263820574	0.4494720861609025	0.06522672375177	-0.0520996996201754	-0.0560463017409815	0.1640068819137529	0.077250019106924	0.3855553158845239	-0.6034233167853469	-0.0850237182830249	0.0990675589268419	0.3239158485726092	0.1116288832378789	-0.1135203115206454	-0.3193790016990001	0.0102000965536937	-0.4418656647910213	0.3575204562013834	-0.6228561680003488	-0.4413715754102009	-0.5445385673505596	-2.629811609682664	-0.1450304356403298	0.2236920118882399	-0.4878974370205564	-0.1273476574894284	-0.2023801393538091	0.1587444948272267	0.1399091879033347	-0.3049181273653372	-0.2679250316969008	-0.1143553785444619	-0.5805228804606	-1.6778005824400664	-0.4527678498953681	0.1114316034023318	-0.2077330354208997	0.2600968702001701	-0.1210550112067009	0.137381974509908	0.2932086995921262	-0.0433475528993052	-0.3969304266779119	-0.4865933902834023	0.1480432005397547	-1.289303006589132	-0.234751310825898	-0.4860905360512109	-0.0118014903938277	-0.0244816081611425	0.0340763990327146	0.0443888536453929	-0.4084595719670907	-0.3450962006061715	0.0020890988790884	-0.2002642479736848	0.168359356509732
2	-1.155559595334919	-0.1508978428778353	-0.0139005886480369	0.2693025694522966	0.7266217334379272	-0.1458982065465359	-0.146905097649405	-0.1119751048558206	0.042646272792733	0.1170757136844937	0.0795248428045203	-0.9279771109336868	-0.074482115267957	-0.0088203558163297	0.0173683446098704	0.1263086137147258	-0.0614169587245742	-0.5662711345658673	-0.5758680956168103	-0.4073722040007086	0.1364340394784009	-0.7130056412857707	-0.649241077480831	-0.8351010010171664	-2.9616072400561007	-1.044704798832942	-0.4135266973685683	-0.5662160965737226	-0.1881669621741654	-0.3376696250107602	0.3903928109077288	0.0809341943539716	-0.4657066397002948	-0.4414600524052638	0.2098544414976348	-0.5321261614227455	-1.843887965339208	-0.6573176718092881	-0.1107313608922681	-0.3321104582646361	0.1880819186411101	-0.2702867769834548	0.175119511550535	0.2670894818318269	-0.0014284614762656	-0.7516229034911532	-0.5831195081215239	-0.2315644875236923	-1.7932288991528278	-0.963066541212016	-1.0030855838533386	0.3022379791862288	0.2674074642442057	0.233859593536386	-0.0513164036348481	-0.8032629301600198	-0.7392752165295993	0.0851780009416658	-0.0013025805977093	0.1274929728290874
3	-1.8930372127227864	-0.1949524611593631	0.5568695543441804	0.1906817440757922	0.2713483908331668	0.0015780930620962	-0.0633690697808844	-0.5081473550740141	-0.0768001417653327	0.0245427499998305	-0.08483500105757	-0.4054230873579534	-0.6832497673428728	-0.065895948227947	0.3058072815686237	-0.1626531438109291	0.1401668906192024	-0.3347227546771631	-0.4458408517679288	-0.6842488974015801	0.741576418469722	-0.8974959264463445	-1.11207752162304	-0.4657710409725046	-3.602027996264736	-1.1401724380452003	0.087461599277804	-0.9475087024464204	-0.0051540647031981	-0.2409511899680623	0.0452640746363899	-0.1934430315450954	0.0619448088264293	-0.4117125985157827	0.1048764561532071	-0.1269280898014295	-1.980991836241224	-1.0018954679136396	-0.3642376406989566	-0.7177571541379105	0.084267612753159	-0.2210141708811323	0.0210079296976219	-0.0013665465033305	0.0574967189423523	-1.0490763540972972	-0.7291774912936716	0.3355750353923087	-2.290316472947687	-1.2364336577596349	-0.5772346082627631	0.1551965776462199	0.0543136121676739	0.0663979330332973	0.2424445145689603	-0.9081388052547504	-0.1786520615914448	-0.0054573102834702	-0.464143036822312	0.3891117015281521
4	-0.8634399726842847	-0.1686670605180145	-0.2146123246092319	1.1689086761806324	0.4424491139043365	-0.2110281274794246	0.0093150009716409	-0.0690623919224517	0.1157694079765459	0.9096356506277842	-0.0558188362777258	-1.1747750257232514	-0.2535021104771888	-0.0031770906169767	-0.0952880672113587	0.3306279883344389	0.0233447977982888	-0.891346471048419	-0.0207590718757718	-0.1643068993000302	0.1361138812901806	-0.1759892995318237	-0.9432875483905576	-1.165920592955979	-1.9154595247015764	-0.7794632235233019	-0.5126659056345113	-0.0509133636154011	0.2888915964473552	-0.1255475566609959	1.2600825256034274	-0.0437426033534984	-0.5893858395466409	-0.0053386802220078	-0.0067327293248159	-0.8890524267936601	-0.6945435411195378	-0.1777387986678075	-0.1812208337853108	-0.3439570796352964	0.2449389782012021	-0.4289303070341903	0.4982125454240463	0.4085720066698393	0.2614624468069851	-0.0895822352717419	-0.1276549164868944	0.0577816571195509	-1.0423032643314372	-0.8911398670144974	-1.1247303216554791	0.5125601663069702	0.4720847295303406	0.1486262753728522	0.7861755973931098	-0.7435538505059434	-0.9625667016543438	0.5589610700078957	-0.1793031498908552	0.300799536082398
5	-1.987552577637117	-0.5284044565768742	0.1147240899326211	0.0570511144608767	0.2589914414153795	0.1559857192664193	0.0081858526859664	-0.296651837027954	-0.2036304040549142	-0.1118707994167302	0.2063394770253497	-0.4346271590043304	-0.1686844838599764	0.0104512870197721	-0.0649408312925545	-0.0805037197574078	0.1939378410689705	-0.396046826969193	-0.1603835876810156	-1.0338018742983612	0.3716770172914962	-1.2974297070449718	-0.7501516286119831	-0.4417924392205825	-3.8429546887999098	-1.0712486447937253	-0.058581592889364	-0.6300286542529832	-0.1832033276456247	-0.1982523501296388	0.306011108025674	0.0564506584158244	-0.0371936733553446	-0.7173828540815569	0.3669369999336687	-0.1494701929135753	-1.8463171545227208	-0.9128341590469684	-0.3480939169836315	-0.4576525644008556	0.3495410978458438	-0.2657998057626385	0.2156758381635973	0.3097722057447784	0.1361330568246325	-0.8857498781610158	-0.7113739365098553	0.1801921991605517	-2.613660117926909	-0.9315700195879848	-0.5881729439602332	0.3784200205549826	0.3655707415560236	0.3048962763211582	-0.0403162130916275	-0.3717832366849779	-0.0731478252577804	0.260956508969264	-0.2821979631203985	0.3597906405457987
6	-0.6136750837206446	-0.0994773697636817	-0.4789812734064884	0.8323265381942067	0.9424921075370376	-0.6257176810830429	-0.0966608308467977	-0.2404918174930158	0.3012223198889336	0.2331347621180644	-0.5550726525336944	-1.483683319833946	-0.1841307383484268	0.0446478416086999	0.1434324437417891	0.1908508801879713	0.2242927116517246	-1.080473516230818	0.0811760141701796	-0.2409182612012883	0.0490625646962007	0.318757208877622	-1.3344485440947855	-1.6158277886121757	-2.2842048624298537	-1.0107312241463555	-0.8479363176265721	-0.6925052350536625	-0.2299933149431877	-0.3045237585632743	0.579971342161804	-0.1234596899813269	-0.7355387281583722	0.0943659669447548	-0.1274201388712039	-1.2018473198949042	-1.2592442267513329	0.7365098816493401	0.5413547700200486	-0.3353461618200684	0.3362371418814145	-0.5839712017271907	0.3478028121975955	0.4576595685191885	-0.2191068941081698	-0.2224422084351976	0.1000261697878985	0.0464361627330174	-0.8464496977206226	-1.2566646122167064	-1.635091025511171	0.3240271374630592	0.1451464951305703	0.12925226234789	0.6495061765681099	-1.412161638019647	-1.3701058232292518	-0.0049410061217272	0.0527530719037872	-0.0611105273969941
7	-0.1657259636649379	-0.1606804476318133	-0.5276149153843402	0.6606390084339095	0.5827971008392986	-1.065324202290009	0.0046197644117296	-0.0805575403078361	0.0518956762845814	0.8619334925440206	-0.7449277973539418	-1.8321217754600865	0.059027876753993	0.4123349977112948	0.1589745381785767	0.1792511158447221	0.5378714699594118	-1.4281794247746196	0.1571447621979196	-0.4436250672833106	-0.1934852157590617	0.4971773534496206	-1.4820515035325252	-1.7455687440130452	-1.1295896447822908	-1.0288104431555358	-0.8729850844481606	-0.2509785979564951	0.099799000201272	-0.2350610049365908	1.0767694362578593	-0.41079912069254	-1.1861903761589672	0.314972515724251	-0.313500361714583	-1.3989911522719287	-0.6487527459905766	0.0550863484356919	0.0692134356471673	-0.0076759200689047	0.6106228174989323	-0.9604176030583992	0.0507769436147669	0.5152626126417894	-0.1301727588697009	-0.0307522078042079	0.162654643946859	-0.0620235693207349	-0.1750415925736566	-1.3469264621634058	-1.6987193846657151	0.1253310258587768	0.6633742941844649	0.4420990429188816	1.1584813861310697	-1.5242802350532574	-1.5512253649625865	0.1797327623620728	0.068834729570045	-0.2139822360590645
8	-0.7756670968908197	-0.2710032042436654	-0.1594254658881815	0.7973261328655454	0.7358070939007041	-0.2641793724376161	-0.0194220035215176	-0.1237661608191459	0.1985386804430492	0.6222387988677245	-0.4505692097236369	-1.266414837038614	-0.0432869149584476	0.1197041117937751	0.18031010037564	0.1143625992761228	0.0705751690309339	-0.7935722152991368	-0.0208082024403191	-0.2685915438306794	0.1275782816259342	0.1510634773042396	-1.5204264929500635	-1.3450939441592655	-2.514996514338012	-1.2828273395019427	-0.6009445465959593	-0.2417949396138641	-0.1489591575467905	-0.3211354475767054	0.7849789000663185	-0.2073999529245849	-0.6337560745498564	0.0647079179697905	-0.2228531710033201	-0.9406103613785428	-1.2210826675916109	0.0959804968074231	0.2143521287672921	-0.5147642091307034	0.1651473623717504	-0.3197895415414569	0.2854964139840007	0.3481942602723393	-0.1537795617525468	-0.1896029512825416	-0.0876849436393434	-0.0073989995543344	-1.1062514806005863	-1.5249720207932016	-1.369693530196569	0.2471758276622292	0.2839070204234273	0.2491277324613496	0.4782227722077497	-1.386839479023407	-1.193534103983554	0.0937346290456282	-0.0089109106789915	0.0563032156339442
9	-0.5027112717670894	-0.3034866016638875	0.0933112832399325	1.1442499151710863	1.0240199304520672	-0.7784621577668772	-0.0138118888735167	-0.0298131216208879	0.0839855982824252	1.5034052344051747	-0.4359588368244278	-1.0238990838576854	0.2276583865285878	0.9165589553069788	0.3328347704844201	0.7041201589962183	0.3618760016542772	-0.9087716635268211	0.1635446978827577	-0.4048137663089692	0.4420935734832791	0.3859632861937947	-1.6007779550867838	-1.043470063172817	-2.2888258152476224	-1.290240660063278	-0.3221637865391245	0.0662073443692725	0.3697415772780507	-0.1099099497135958	1.6431574410397505	-0.3775261100140626	-0.6605520319607653	0.0942874653021142	-0.3450444592124244	-0.7442022306893872	-0.6903074771336528	-0.7207465246870624	-0.2387206792842468	-0.0305433509239353	0.3348404882200762	-0.4958240070523825	0.3716823112341557	1.0793941846152242	-0.1608294643982634	-0.2484921991273723	-0.0578573135339934	0.1350469927197977	-0.8275600544292891	-1.573736918372531	-1.1201646403005732	0.3776444612367994	1.086837887042162	0.4258402616670016	1.0326457413503476	-1.5173249861268323	-0.9390128848410592	0.596722628917458	-0.0907378588594595	-0.1318911818071683
10	-0.2935339829115038	0.0069002248430465	0.0022758532898636	0.8571856028586788	0.8532266916337699	-0.9263846354391548	-0.1395235133786659	-0.0653869657835808	0.0086320936019914	0.7719969783030153	-0.4376842955958426	-1.1634881536696808	-0.0466733363898093	0.2278623719257382	0.2115791713275596	0.2673502252696077	0.6576225804557971	-0.8559731574402759	0.1062803875524247	-0.1745389083259554	0.1404257546519141	0.2038585486437703	-1.253024871751252	-1.128333553791531	-1.881615445660312	-0.9188648456414206	-0.3680231071068374	-0.0281532567657845	-0.0605395668434109	-0.0788383143405501	1.1403728780290168	0.0021405496036155	-0.4961115456528443	0.1539093460768834	-0.0115048301862921	-0.7987921810527774	-1.0430167485684405	0.1455394499725183	0.3274886709012514	-0.1004645543400321	0.0895655154320338	-0.55365847504717	0.131288603739295	0.5856447718289218	-0.261041803021714	-0.0528297453983563	-0.1000245645979369	-0.0334466608927672	-0.4434621894544468	-1.1755116459883932	-1.1534870897146965	0.2833526767329323	0.4817957737642045	0.3903506817354207	0.6964427886134965	-1.2913644072253478	-0.9809862470100028	0.3172392739348468	-0.0125334201121047	-0.0423440599086267
