label_id	PC 1_mKate2GM130_TFOR_pca_predicted	PC 2_mKate2GM130_TFOR_pca_predicted	PC 3_mKate2GM130_TFOR_pca_predicted	PC 4_mKate2GM130_TFOR_pca_predicted	PC 5_mKate2GM130_TFOR_pca_predicted	PC 6_mKate2GM130_TFOR_pca_predicted	PC 7_mKate2GM130_TFOR_pca_predicted	PC 8_mKate2GM130_TFOR_pca_predicted	PC 9_mKate2GM130_TFOR_pca_predicted	PC 10_mKate2GM130_TFOR_pca_predicted	PC 11_mKate2GM130_TFOR_pca_predicted	PC 12_mKate2GM130_TFOR_pca_predicted	PC 13_mKate2GM130_TFOR_pca_predicted	PC 14_mKate2GM130_TFOR_pca_predicted	PC 15_mKate2GM130_TFOR_pca_predicted	PC 16_mKate2GM130_TFOR_pca_predicted	PC 17_mKate2GM130_TFOR_pca_predicted	PC 18_mKate2GM130_TFOR_pca_predicted	PC 19_mKate2GM130_TFOR_pca_predicted	PC 20_mKate2GM130_TFOR_pca_predicted
1	-0.3113246148691725	2.6129260194648243	2.731317830816838	-2.100311421661733	-0.4618958652242945	1.5128548504023691	0.0205240115398753	-1.133648336893302	0.6395650408586468	-0.3609930853939767	0.2281614766071877	-1.1942916782131336	-0.3435341711377633	0.4261558857477705	0.2797961843212648	0.4775151999763184	0.1499358811143542	0.2101032639693036	0.2913867709906959	0.0831082429055565
2	-0.0544736546881427	1.5153094672316938	-0.7320296956869825	0.921807370007538	-2.38368468534374	-2.3204210195420325	0.6604740980023522	0.9174765306792092	0.7384812311108502	0.0218680184108477	-0.0995045622333419	-1.3226869801213328	0.9820389393260368	-0.3674553813317314	0.8691018016098349	-0.6618398222198271	-0.3481788377533393	0.1494892577907391	-0.2827831927144886	-0.6413856377920231
3	-3.1026158001560358	1.8970136318643984	0.5936492670969855	0.4373139482226799	-1.1342172438630187	1.5847900665275452	-0.5548438200807779	-1.2143791330328786	0.4124164599341876	-0.2547284841282449	-0.0826266122090684	-0.6122083812122947	-0.7593645072300974	0.6674320263853655	1.1847940853831973	-1.3999475125104208	0.2224082184406005	-0.8506538589102435	-0.1845441844247289	0.1048535307355502
4	0.7148635394395935	5.838067170781505	-2.4669171077849725	0.956244410453276	-3.4149576922074965	2.0263792991739207	-0.0315601852803601	-0.5385778280389357	1.0526554692349044	0.2260658446674759	-1.5452419874976715	0.1321713919629947	0.5787432527104939	-0.8695508785449289	-0.8432117098509357	-0.2239515094950289	-0.3867095996606106	-0.6696982652417363	0.4991512526243098	0.6460877712011988
5	2.8061165572466167	3.9844910335489865	-2.2863284838382576	0.3907398137993633	-3.4726517596063204	0.7901710197151237	-0.4710218775543508	0.1312157371946293	0.012510191969954	-0.8738957708708435	-0.9346640657637086	0.3803528506564821	-0.9027788344339684	-1.5200922297372916	0.3843500121309853	0.0680920160903024	0.4198095782621697	-0.3369005983634829	0.4124516658901576	0.1733409755743589
6	1.6384086625699712	-1.940054200289042	2.6879539309224967	-0.8357830901565398	-2.5719979925319003	-0.6405896666832165	-0.2167014199784573	-0.482338985670904	0.7936877572714959	1.226665003307014	-0.1306575569910923	0.1324189419804182	-0.030901696904612	0.0634743864937366	-0.5223728143127481	-0.0362975354885204	-0.1597247617375659	-0.4248814311791109	0.3162016366555007	0.1032420094432462
7	3.3906890631756066	0.9966670074667888	1.1133084913664957	-1.0812777027073115	-1.5371755246754355	-0.4905480544242921	-0.0833087634512756	-1.770224720789742	-0.4033020460344949	0.2029106014644013	1.353514228550026	-0.3112356924317192	-0.8644809953079482	0.5785253879055776	-0.5384379785333115	0.3472577214459544	0.1642858172128304	-0.3804542093789196	0.4808081132356618	-0.0904780333172323
8	-3.96876277056352	-1.1261129060475683	3.946082926808277	-0.9812128740656232	-1.5749687045483949	1.1849731672169694	-1.0881221043765996	-0.5947999299664422	0.2769702711251356	-0.5751783133345485	-0.5076141727503367	1.2963883443145006	0.2593920402531593	0.2407879506124028	1.2255405773660806	-0.0763344679354301	0.7606201185170162	-0.207384325529931	0.5601004649864634	0.0659517437421544
9	5.4380154923779145	3.93342201089312	-1.627751185640946	-0.2542880999650171	-0.4908321284084444	1.2800089887567934	0.4553121764619079	-0.8209022350012707	0.1490029304164637	-1.105522757313986	0.5877627582197038	-0.2055867295537121	-0.1673948391291924	-0.5060428936657797	-0.8451666068905814	1.2247553187525655	0.4263115947488228	0.2021395426663146	-0.2012869677898323	0.3447860401684972
10	1.319271668779481	1.9372391607024808	-2.8407211374048487	1.5528289525530032	1.5568394987814511	1.5040341818017382	0.3193507066131454	-0.6402722260223332	0.8858096468617727	-0.586011479745588	-1.3259511753863078	0.5411419549244767	-0.566453189538519	-0.563275020210882	0.6576970289637579	-0.0441722638271092	-0.2864689813639155	-0.2460654019037222	-0.2907651146502261	-0.0712540891334219
