label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	2
6	1
7	2
8	2
9	1
10	1
11	1
12	1
13	2
14	1
15	1
16	1
17	1
18	1
19	3
20	1
21	2
22	2
23	1
24	1
25	1
26	1
27	2
28	1
29	2
30	1
31	1
32	1
33	1
34	2
35	1
36	1
37	1
38	2
39	2
40	1
41	1
42	1
43	1
44	4
45	2
46	1
47	2
48	4
49	1
50	1
51	1
52	2
53	2
54	1
55	1
56	1
57	1
58	4
59	4
60	4
61	1
62	1
63	2
64	2
65	1
66	2
67	4
68	2
69	4
70	2
71	1
72	2
73	1
74	1
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	4
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	3
99	2
100	2
101	4
