label_id	Predicted Archetype
1	4
2	4
3	2
4	3
5	2
6	4
7	2
8	1
9	1
10	1
11	2
12	2
13	1
14	2
15	1
16	1
17	2
18	1
19	2
20	1
21	2
22	2
23	2
24	2
25	2
26	1
27	2
28	2
29	1
30	1
31	3
32	2
33	2
34	2
35	1
36	2
37	2
38	2
39	2
40	2
41	1
42	1
43	2
44	1
45	2
46	2
47	2
48	4
49	1
50	2
51	2
52	1
53	3
54	2
55	2
56	4
57	2
58	2
59	1
60	2
61	3
62	2
63	3
64	1
65	3
66	1
67	3
68	1
69	1
70	1
71	2
72	2
73	1
74	3
75	4
76	3
77	3
78	3
79	3
80	3
81	3
