label_id	Predicted Archetype
1	1
2	4
3	3
4	1
5	1
6	1
7	1
8	4
9	1
10	1
11	1
12	2
13	1
14	1
15	1
16	4
17	2
18	1
19	4
20	2
21	2
22	1
23	2
24	1
25	2
26	1
27	1
28	4
29	2
30	2
31	1
32	1
33	1
34	2
35	2
36	1
37	4
38	1
39	2
40	2
41	4
42	1
43	1
44	2
45	1
46	2
47	1
48	1
49	2
50	2
51	2
52	2
53	4
54	1
55	2
56	4
57	2
58	2
59	2
60	1
61	1
62	3
63	4
64	1
65	2
66	1
67	1
68	2
69	1
70	1
71	2
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	1
82	1
83	2
84	4
85	2
86	1
87	4
88	2
89	3
90	1
91	1
92	2
93	4
94	4
95	2
96	1
97	2
98	3
99	2
100	4
101	4
