label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	1
3	2
4	1
5	1
6	1
7	2
8	4
9	2
10	2
11	1
12	1
13	1
14	2
15	1
16	1
17	1
18	1
19	2
20	2
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	2
30	1
31	1
32	2
33	2
34	2
35	2
36	1
37	4
38	1
39	1
40	4
41	1
42	1
43	1
44	2
45	1
46	1
47	2
48	1
49	2
50	2
51	2
52	1
53	1
54	2
55	2
56	4
57	2
58	4
59	2
60	4
61	1
62	1
63	1
64	2
65	2
66	1
67	2
68	2
69	4
70	1
71	3
72	1
73	4
74	1
75	1
76	1
77	4
78	2
79	4
80	2
81	2
82	2
83	1
84	2
85	4
86	1
87	2
88	4
89	1
90	2
91	2
92	2
93	3
94	2
95	2
96	3
97	2
98	2
99	1
100	2
