label_id	PC 1_b4galT1tagRFPt_CFOR_pca_predicted	PC 2_b4galT1tagRFPt_CFOR_pca_predicted	PC 3_b4galT1tagRFPt_CFOR_pca_predicted	PC 4_b4galT1tagRFPt_CFOR_pca_predicted	PC 5_b4galT1tagRFPt_CFOR_pca_predicted	PC 6_b4galT1tagRFPt_CFOR_pca_predicted	PC 7_b4galT1tagRFPt_CFOR_pca_predicted	PC 8_b4galT1tagRFPt_CFOR_pca_predicted	PC 9_b4galT1tagRFPt_CFOR_pca_predicted	PC 10_b4galT1tagRFPt_CFOR_pca_predicted	PC 11_b4galT1tagRFPt_CFOR_pca_predicted	PC 12_b4galT1tagRFPt_CFOR_pca_predicted	PC 13_b4galT1tagRFPt_CFOR_pca_predicted	PC 14_b4galT1tagRFPt_CFOR_pca_predicted	PC 15_b4galT1tagRFPt_CFOR_pca_predicted	PC 16_b4galT1tagRFPt_CFOR_pca_predicted	PC 17_b4galT1tagRFPt_CFOR_pca_predicted	PC 18_b4galT1tagRFPt_CFOR_pca_predicted	PC 19_b4galT1tagRFPt_CFOR_pca_predicted	PC 20_b4galT1tagRFPt_CFOR_pca_predicted
1	-0.7265544935861308	2.5223752294885684	0.8625519969999854	0.0533976549357978	0.1436650631467228	0.3249451736174537	-0.0465820009104807	0.1375039963524275	0.047874793276755	-0.0658361032941924	0.1092650262341681	-0.008190242953908	0.0546139881994307	-0.0106581147327301	-0.0369349161653307	-0.018492987179323	-0.0978945721969518	0.0260829922685238	0.0483198608973508	0.0556067015194744
2	-0.1928956972318905	1.900140846433016	0.5099258195556877	-0.0345999697413088	0.1883737137416039	-0.2255778606104091	-0.0611163407207625	0.2070839342878232	0.2051912984564479	-0.1133227694193325	0.0097073134637908	0.0523683810359517	0.0610353176470425	-0.0338697036954546	-0.1019559601576494	-0.0068535790867217	0.0033705937609027	0.0436492638006286	-0.0112547377661093	0.0275315739611136
3	-1.2290429927418505	4.812438809126151	1.8585332997861728	0.0084056126593832	0.1271816188361164	1.0162932194282266	-0.1127957036526302	0.1009705602519669	0.2120862155340901	-0.0487404431548518	0.2480154624793174	0.0820982678844648	0.1972058534288989	0.0303223583570455	-0.0160568434700879	-0.0422305196299723	-0.1875901962691693	0.0608245319865389	0.0573289333622318	0.0618101230650719
4	-1.0533009257874184	5.146784078088622	1.5041417260870016	0.069950924349799	0.3184259767962527	-0.1346752365043872	-0.264332561687488	0.415751195668161	0.3688730054867933	-0.2333189077136344	0.1246260704106018	0.1503691943477208	0.1007763155868194	-0.104042877815874	-0.1996261637577014	0.0226250780173791	-0.0919824730587977	0.108303291126649	0.0136951832386195	0.0701035470961727
5	-1.473505083295345	3.922738434927424	1.4550682016953895	-0.2002437305286748	0.0638664309888365	-0.2357605606968676	-0.5408054929307767	0.567886982747947	0.0910952615459015	-0.1914914324634636	-0.0456393896452955	0.2417780607176868	-0.0801617667189011	-0.0833076075275747	-0.2376286346475171	0.0782239459307296	0.1054920614134162	-0.0058250646685639	0.0196185994978036	-0.0043410962952406
6	-0.7321747797799657	1.7978294621500308	0.5648177091874355	0.0645147085376769	0.0147419026797027	0.0914699980161954	-0.1759512573081429	0.1147289075522791	-0.0244077171671592	-0.0500136351330025	0.0574775234008973	0.0564643266130177	-0.0309365008709342	-0.0616407959484269	-0.0611436919050845	0.0491033964470531	-0.0614648750687685	0.0139851805830176	0.0376399744757516	0.0263593101633525
7	-0.3767799544783241	2.3044229876401383	0.5857577710424332	0.1556634177571972	0.2870897360171253	0.1639678174476365	0.0993129997382736	0.1349232911205237	0.0770138286353015	-0.089183338492107	0.1332205341135171	-0.0978311329213838	0.0874608339704447	-0.0174299652066233	-0.0279903818715455	-0.0457029536991333	-0.1514963931373623	0.0436669034208487	0.0525515239316055	0.0825731060106548
8	-1.839377790276659	4.962905012550473	1.893378751500732	-0.0687402483955801	-0.3261418450620463	0.607347669921506	-0.6863061429283708	0.0231319896264123	0.2449469142786039	-0.0355616085929683	0.1469960712460968	0.4674147396254713	0.0285872618475694	-0.1469250434763984	-0.1481601129277232	0.1943942437296492	-0.0738827008006867	0.0872870683311623	-0.0029253802574976	-0.0252262713579334
9	0.3942017469734707	0.9179596398452626	-0.0328085594677908	0.2018812498042187	0.1300533301744672	0.1016040443655911	0.2000487714980665	-0.2485884652084735	0.2559554244343879	-0.0036703307444261	0.1427699698222577	-0.0200323085915834	0.162822446521465	-0.0495339828886148	0.0269729032914918	-0.0003595167815662	-0.1737899254891229	0.1077544242866349	-0.018444827410778	0.0542208969555736
10	-0.5244102679629232	1.7557923919755942	0.5161629127907476	0.0799488811533441	-0.0232639327305439	0.1793119822780315	-0.1334150550428239	-0.0256346482802782	0.0757626794944691	-0.0209455012029345	0.0878150360346934	0.0896260176108264	0.0272170700402316	-0.0662391794486795	-0.0390538752762271	0.0563944770057433	-0.0906301333986187	0.0457585015195478	0.0151760288452572	0.0228485206397637
11	0.0630562361684251	-0.3458998453136008	0.0696964601983823	-0.1669759147398642	-0.4765680896508347	0.2507140317744658	-0.2810294851991874	-0.3914960410812051	0.1882686305018505	0.140984671107389	-0.0194603668796434	0.3357737950801542	0.0411010122594198	-0.0538950932508304	0.0050459956254241	0.1410654485616965	0.0537076049256356	0.0415000405491484	-0.0871895702735553	-0.0949654637782908
12	-0.7467960281717265	2.314801798214255	0.8858530667854092	0.1040661063972075	-0.2038828709506749	0.8453320916723267	-0.1390089012475998	-0.2986521644005979	0.1170130387177626	0.0821258949713618	0.1974980719424013	0.1547789084535283	0.1081706514557965	-0.0450804534312203	0.0420348800678223	0.0692453373370883	-0.1833766736382761	0.0718974023836683	0.0194870892087035	0.01822002726792
13	1.5400633192748034	-4.240344262607636	-1.081684531481689	-0.4335142321640801	-0.0089645574610677	-0.5358137228709078	0.2572813881611018	0.0986994463688312	0.0001302248214899	0.0605297527835537	-0.3061208261372215	-0.0957684501568682	-0.0099845601746416	0.1980661364120311	0.0535703400524459	-0.1505197267498427	0.3493583748928596	-0.1130696200061557	-0.0942925120282773	-0.1007762441334595
14	-0.0179816229693809	-0.8610299241920012	-0.1954248804478368	-0.1828908353777978	-0.4676322062897997	-0.2979227046556135	-0.4306279927825139	-0.1696598206534259	0.0871503387138619	0.0776753732638396	-0.1291483420371672	0.3550906345583898	-0.0931405768885088	-0.100738348049205	-0.0755067358369945	0.18002369429352	0.1487699335179688	0.0073645244335928	-0.0872883577261306	-0.1141120314060395
15	-1.3086219549658569	4.106090641326482	1.5686157354230208	-0.0426575862934048	-0.2614693732535688	0.6528797711291543	-0.4747415837725447	-0.0663635228740269	0.2561088484802979	0.0078553516124974	0.1472405701773208	0.3631147360819643	0.0837410163408986	-0.0967586873034188	-0.0892066757417085	0.1314582467759371	-0.0968099475816481	0.0824519117870516	-0.0041126104654721	-0.0136140365323402
16	1.1032861421455689	-3.098648449666457	-1.1393343924782575	-0.0246822363777181	-0.1233284892708077	-0.4447473109552601	0.1264818117838394	-0.2280444571933688	0.0575370767866715	0.0570063405079832	-0.1025917985670228	0.0107614927127019	-0.0171340275985203	0.0100232120595913	0.0558207753591625	0.0127925043131462	0.1025672590428149	0.0082262730026051	-0.0847298034037202	-0.062239814321415
17	0.7031167947622157	-0.985204578611792	-0.4912257809546744	0.1883437421185084	-0.1078779522002673	0.3777619664621544	0.2610570138978774	-0.5143639251293259	0.1334960454038581	0.1316039339916088	0.1223454486784217	-0.0283141386243132	0.1359188810248777	-0.0038092362722661	0.1339932073372551	0.0018286627533292	-0.156153932810111	0.0767014613128398	-0.028647655200075	0.015077422642691
18	0.2451923738505635	1.092964812263585	0.087603818992368	0.2332349235698278	0.0439461500872538	0.2865927980414876	0.1561547536445918	-0.3039976350489292	0.227903571994171	0.0367595582880485	0.1654017952093262	0.0039424556995107	0.156836434379621	-0.0495491917566504	0.0469065381351885	0.00922837132647	-0.2025500922995945	0.1053903021355533	-0.006718991038407	0.0501273623362031
19	0.1208095383046546	0.0276696382961908	0.0230507034989909	0.1652076983294717	-0.4095210696980562	0.7975481438131742	-0.0130690745005393	-0.6856779660283098	0.1686351768475228	0.2074095603341063	0.1781143564191386	0.1814782706886813	0.1338353971189597	-0.0517705751862001	0.1318917116929755	0.0999278317638674	-0.1912476798617649	0.0982106570989432	-0.036179813329492	-0.0218132189130774
20	-1.0623215474309058	3.599414675391047	1.3672432225643352	0.0796532299820883	-0.126818068098009	0.9448243943712746	-0.1864867383161821	-0.1540703218179391	0.1477271028360498	0.0489813264157702	0.2160877455107818	0.1587574618624372	0.1312571449879567	-0.0343052022986858	0.0071300354147572	0.0447572672891808	-0.1977651772608624	0.0679908328484093	0.0421437818994905	0.0358031270466477
21	0.2015137158975631	-0.6574608343717636	-0.2409362405060064	-0.0137668820460937	-0.3227925566504778	0.0777612905225584	-0.1472382205898482	-0.3396227035102573	0.0960927298726296	0.1093435771026672	0.0015396959528478	0.1975429598194025	0.0140122317714737	-0.0674106087134418	0.0158396681505196	0.1150248330015599	-0.0091578035843628	0.0382780211388116	-0.0538461158536381	-0.0547500444737165
22	-0.4908365482010467	1.7892101775730544	0.3999906499825012	0.1255124852804827	0.1536235248442173	-0.1411521850652537	-0.0863207503806314	0.1602990739239526	0.0538972888485317	-0.1060153269489481	0.0644331305718815	0.0093405508039941	-0.0071267982183092	-0.0719275395328541	-0.0756860865655689	0.0274438225667863	-0.0724710358743908	0.0416774943665673	0.0256326995261769	0.0456125506415083
23	0.2399765170810137	-0.1055887358476948	-0.1087069226534371	-0.0184105750479906	-0.1318539883512943	-0.0343069366500991	-0.0496267065253735	-0.1872179825633296	0.1381266207168669	0.0464332573471091	-0.0030081440098655	0.1167745049593659	0.0436970325276876	-0.043184568014426	-0.0086274729968934	0.056009084757301	-0.0052461864919683	0.0396345493091688	-0.0416307235793536	-0.0220316769581081
24	-1.2759427902148612	2.110313994235012	1.1051464335220476	0.0557953418329377	-0.1895365310841963	1.2221824740065537	-0.10731931801324	-0.146377314241908	-0.2255824455151566	0.1161923528575133	0.1851754567255556	0.0023151247008049	0.0185916747506256	0.0361486767360131	0.0915820767736327	0.0081663302307258	-0.1748081121768821	-0.0305150925327435	0.1045958406961031	0.0363934719832635
25	-0.6955937490153737	1.6008310632170693	0.3869092615034584	-0.0414981674231798	0.0183439026173705	-0.6081755894365432	-0.383288348015714	0.3361702882609562	0.0399668654037752	-0.1448678190426041	-0.0744765928395718	0.1729360044979175	-0.1221668423521029	-0.1263216887933269	-0.1849258034930929	0.1103089792262365	0.0826769393044361	0.0115247496864805	-0.007489157062158	-0.0114279061153855
26	-0.8772811500504248	1.2918030162084977	0.8984187212162763	-0.0331960909421092	-0.2405072682612584	1.1561154463176009	-0.0662731166581947	-0.2039121681505486	-0.1517928531049001	0.1460318931235074	0.134508987328087	0.0287541098369603	0.0456707110300243	0.0699512807382129	0.1086153085404767	-0.0109369989688138	-0.1101261704826446	-0.0327210646418888	0.0670267567548297	0.0069243296759379
27	-0.9790766139118604	1.4738924598495753	0.8089176981484718	-0.264703218690724	-0.2638579002833184	0.030805114858436	-0.4945913162900957	0.2065617598965641	-0.0477120051480458	-0.0058609512004414	-0.0929642977702337	0.2688516088978711	-0.1053676524633511	-0.0478400953607659	-0.1257458515134936	0.110951964166136	0.1344016878543621	-0.0487346355018697	-0.0017185286036063	-0.0634919499083156
28	1.31525410209146	-1.7990471697660768	-1.0264338700087985	0.2644965092985911	0.2077934611602577	-0.2600496835207102	0.4648927362034928	-0.3170370387218434	0.2311986544442127	-0.0054936863919678	0.079186783319355	-0.1682949598639614	0.1381590340638995	0.0100642167418117	0.1076658742472629	-0.0730228899321931	-0.1052130668855747	0.1024344356528039	-0.0584563530230644	0.0393859893958327
29	0.3722411767208619	-0.6128955288899951	-0.4572541535985578	0.2548790049653012	0.0819698861428071	0.1470051883444127	0.2579750216772458	-0.2500427548788413	-0.0172901388836579	0.0351823286700225	0.1155657711212643	-0.1395919241752251	0.0542218879229846	-0.0154376096943552	0.0914813482136947	-0.0178258617314941	-0.1593578828078911	0.0458017210488399	0.0184600618741792	0.0493625183192704
30	-1.4834558561605533	5.209291885393681	1.7878852908736491	-0.0305814006802316	0.36392098996221	0.0837680451560217	-0.2900256053754999	0.6418932218257376	0.126257244028307	-0.2354808333686747	0.0965379003779934	0.0548898502550261	0.0340601181818582	-0.0297577553189368	-0.1875354113426465	-0.0306958711138522	-0.0507377757453451	0.0172428453073283	0.0726222583613468	0.0695171371548031
31	0.3512121979695399	-1.288893423526131	-0.4734271106021583	-0.1274695346379635	-0.3622519456670168	-0.4346038665730088	-0.2936328112851237	-0.1921053061314462	0.1290572715878108	0.0623503430669594	-0.1217857740360549	0.2855504344539139	-0.0604064240012036	-0.0945127133181353	-0.060404251245657	0.1508689014060772	0.1271014798200084	0.0227078078921798	-0.095094136523898	-0.098480874716985
32	-1.2383011359986429	1.6337619264777956	1.0066830988220936	-0.1431074908990644	-0.1811556016463925	0.61918454317512	-0.2884987538612873	0.1696785995150329	-0.2431780102802214	0.0446759489820598	0.0072647900999364	0.0708553000992414	-0.0868644033202194	0.0341423260658875	-0.0165493151276204	0.018091243839362	0.0194964741151321	-0.0831758046827328	0.0765691873128875	-0.0102557361632283
33	-0.2391667485805389	-0.4256465456847016	0.0909789076381869	-0.0770927402651762	-0.2594154955311186	0.3390232087128447	-0.1247904553075419	-0.1405642800593592	-0.1144140658987151	0.1066283961715689	-0.015614569055738	0.0814238149869129	-0.0398802382766545	0.0115538491826812	0.0380046016946382	0.04215570854677	0.0187326681779731	-0.0364654605578895	0.0075834860242265	-0.0376074110742327
34	0.7020594408259194	-2.359432421312998	-0.6306099932934797	-0.1917061519960342	0.0267158525967884	-0.3433883793998324	0.1291843200453498	0.107786571624996	-0.0690256085243441	0.0079375472866007	-0.1605679332751995	-0.0843091168521366	-0.0450910309106928	0.0989921943913262	0.0263791465835871	-0.0785229154686399	0.1835996900966215	-0.0694941152812351	-0.0365269151827899	-0.0470419710788997
35	-0.0591904219476254	-0.7523121432780439	-0.4793009916299455	-0.0626257245738791	-0.0740948994413217	-1.0309618882672429	-0.3637095928816333	0.263366396406591	-0.0242384032509669	-0.1178956390044347	-0.1714268905807282	0.1740470778122091	-0.1949847779110871	-0.1338565978354498	-0.1662431340762719	0.1404394607277762	0.1715379565342736	-0.0118033509673151	-0.051292358817558	-0.0631469290524904
36	-0.1231822958160459	0.6641608402726159	0.3076356278861437	-0.0544937898051356	0.0965439815993047	0.1111771689189743	0.0357869885001266	0.1197525048552063	0.0033320448097974	-0.0209973288511989	0.003759115528608	-0.0427742436220471	0.0301552604274067	0.0410761668442539	-0.007880588875889	-0.0497968189149678	0.0047693417444079	-0.0172426794885565	0.0190668999560229	0.0154356369850281
37	0.4632332394297366	-1.83293047606722	-0.6627777422185108	-0.0549895833954782	-0.0390268972073565	-0.468954171801157	-0.0026268033679464	0.0265981429980943	-0.0441798945282607	-0.0112902090366665	-0.1117705630969631	0.0006655177844253	-0.0784531821321296	-0.0036007454149303	-0.0106663630970248	0.0156651518484358	0.114964154152418	-0.0235271708357572	-0.0393708769172804	-0.0406619756993159
38	1.0995720142101408	-2.3567098515037994	-0.8771693860794781	0.0091124948371155	0.1752482998554309	-0.2600955203805703	0.3677415494511181	-0.0516944863333596	0.0170030562035565	0.0071821743030572	-0.0508694122518536	-0.194802726130082	0.0494407772056918	0.0924217483525409	0.0849424832525854	-0.1132664851625744	0.0448025145253013	-0.0132159283737354	-0.0316322496220258	-1.9509713716258907e-05
39	-1.861775992543428	5.782775293834263	2.0121574801118483	0.0799921504668843	0.2209699358353033	0.5055673272180574	-0.3338460890184052	0.4203384922948016	0.1127228430617978	-0.179090169271993	0.1983551713473439	0.1040845120374724	0.0495700633710109	-0.0631975475349457	-0.1407566267863268	0.0164501495134707	-0.1526173493873121	0.0526484172700659	0.0882126225822178	0.0832046563030631
40	-1.0413569185926197	3.0340686607004304	1.1925190922220823	-0.0876865403220754	0.0216326055993873	0.2815517114877726	-0.268044697395959	0.24000864050794	0.0741258081065333	-0.0717303136518531	0.0508197178518192	0.128610295192705	0.016914548015094	-0.0214132508367734	-0.0949034367196486	0.0212901869236478	-0.0118197229696276	0.0085595610058208	0.0315845350572619	0.0161414045455609
41	-0.6422266957807121	1.244889048927377	0.3988910987664439	0.106263839661646	0.0614513885866125	0.2117653210495982	-0.051971948664398	0.0853446235728344	-0.1221599907986949	-0.0312317716285963	0.0765760290865071	-0.0461478332405427	-0.0339220710635956	-0.0271028287071995	-0.0109379892762874	0.0117260506382958	-0.0890378595458575	-0.0056887947300498	0.0602142820298664	0.042193201308414
42	-1.2747823670772105	2.8295239488180988	1.1353641300719155	-0.0595852355723098	0.1782593612606109	0.1462899199782436	-0.2236668826080693	0.4947421013817243	-0.1540444551951983	-0.1252977492075564	0.0157687500994331	-0.0255381618151371	-0.0772576310037517	0.0076868133235917	-0.1055658219947658	-0.0278863775889638	0.0063306204037729	-0.0560384271284195	0.089931634107636	0.0433768628340735
43	0.604540289256708	0.1702247096076524	-0.0362909930663719	0.0577048755368998	-0.0430489299028919	0.3420781645342766	0.1841376303341873	-0.375270782546438	0.2904367080798161	0.0809775207395441	0.107938873655704	0.0491735745055116	0.1954453581797744	0.0087162719924333	0.0743602467647503	-0.0119674540041397	-0.1094113318160464	0.0885036785503601	-0.0503414949319465	0.0059053010253987
44	-0.9285273261454248	1.7126032833172768	0.5763702866906334	0.0614960770034324	0.1011633494086518	-0.0103361302710828	-0.1728242579097209	0.3150024771424336	-0.1869988628613598	-0.0800520678602805	0.0140342729487536	-0.0372885949914952	-0.1058859279823149	-0.0382751484675503	-0.0769959628484188	0.0135971635287769	-0.0323633311922904	-0.038752733194151	0.0795815959978139	0.0409937972284079
45	-0.0319236857766474	0.6253833890772044	0.2889028156926391	-0.062415227027284	0.5254321404245212	-0.0889592408104119	0.3371505378180483	0.4903787655161332	-0.1223874181171861	-0.1422826609802564	-0.0355515429420066	-0.3431551426598253	0.0197751242605319	0.1443009750212751	-0.0075828050300859	-0.2168618304474288	0.0439775372436773	-0.0711993702938355	0.0753470179130701	0.0872212124505151
46	-2.0936342540272683	5.471957338283642	2.2355240520110806	0.0442285294534238	0.0420795048415682	1.2879144707393602	-0.2486626173187772	0.1912227085320727	-0.0545305247044428	-0.0316748916614755	0.2571940701206391	0.0521036410284066	0.0778447575866179	0.0170490888925037	-0.0198591622462679	-0.0181970185691869	-0.2111867964994041	0.0087113230447028	0.1323329776809715	0.085530559358963
47	-0.0490053306213989	1.3236999334269577	0.4473397358491522	0.0457037831870823	0.252750347177521	0.3331324893206434	0.2354380565158587	0.0783542772252174	0.0416552372008589	-0.0216215642102046	0.0819734634805293	-0.1608198373392931	0.1130889905604136	0.0680853980728677	0.0306676509498639	-0.1145349493695698	-0.0954695668804028	0.0058059674408669	0.0489789492700849	0.0712799223640869
48	-0.924569392158595	1.9238354341699808	0.9728795177905208	-0.0158730858972687	-0.1994187280901842	0.9375153545524256	-0.1399027464541972	-0.1444377843746385	-0.0685143110493763	0.0998763191075429	0.1315986073791667	0.0825394672099245	0.0485770715168783	0.0197731435681692	0.0505754359055829	0.0228762091484346	-0.1145550384652998	-0.0069857069158261	0.0556730504570155	0.0111525530284856
49	0.6959378364634705	-2.5752480738222494	-1.0371762741693245	0.1336626394170849	-0.1683991560355705	-0.147721088250037	0.1089850415514106	-0.3419132416179311	-0.0762965876671016	0.0917292500821205	-0.0041430390981713	-0.0201024505658428	-0.0392115116491728	-0.0347636007370661	0.0874513681311667	0.056645564309809	-0.0282529862847447	0.0136974921732231	-0.0345085080993638	-0.0309916077325928
50	0.2505420822928368	1.0877770938436089	0.1016951634762006	0.1688979156572761	0.4939669055539231	0.0644228593005456	0.4140439578042721	0.1404486988205307	0.0401301214540049	-0.0972580054284034	0.1172200270468951	-0.296302148584791	0.1315592012286469	0.0539786365367764	0.0294941493787429	-0.1444130138835675	-0.150902415387667	0.0246344238674865	0.0586534132609958	0.1119604366315701
51	0.6430836848983741	-1.5980563972806854	-0.65993222277597	0.1413239720248	-0.2106872532478581	0.1997645407005008	0.1293151491579385	-0.473939594353799	0.0596453457503742	0.1345477438374391	0.0646825906080261	0.0304772373519209	0.0586619687684667	-0.0254525241751254	0.1101951088184199	0.0474231047373733	-0.0933528503201472	0.0512187163401115	-0.0393501370742619	-0.0202917145801567
52	-1.081213246966672	2.526105501295716	0.9318395913504388	0.1777691395616687	0.0220041776248194	0.7307323649863591	-0.0647252149482453	0.0072460285575825	-0.1255944440217593	0.0095567989200241	0.182860079311015	-0.0412365187561827	0.0168914443550268	-0.015495779958326	0.0273732040685433	0.0020298684668755	-0.1952028636871692	0.008816902855755	0.0972067849419234	0.0673600964186113
53	-1.9160966443812428	4.7797095897468855	2.098859367125036	-0.0785389167375762	-0.0016857400937061	1.1924921639556592	-0.2730924158180831	0.2375694546297802	-0.093042135733827	-0.0104419907633759	0.185093442970738	0.0662483387556394	0.0571165206968541	0.0449433012496325	-0.0269794021161565	-0.0237799019505646	-0.1344722449641825	-0.0301780251543607	0.1201646796088426	0.0545756558027877
54	-0.2556417523535064	3.2504726698891337	0.9590100073213452	0.1741251027723607	0.0050772988545396	0.6928726040693062	0.0114898811967471	-0.2983944002280805	0.4100349984446677	0.0264965013031847	0.252876045223263	0.1418565659194355	0.2543899270269639	-0.0501439062869248	0.0202496880483662	0.0219953102082283	-0.2468504775112359	0.1462789665386333	-0.0134716174505019	0.0480922409215564
55	-0.7031939333831584	2.2583373444900543	0.8349065674780705	0.1524511567759515	0.2549569758932174	0.6320274728083257	0.1474047148309889	0.161783892602385	-0.1121267139098218	-0.0336935355201724	0.1625357321686367	-0.1933687389116971	0.0638670966517856	0.0620955791765564	0.0443170989674226	-0.1068836297151211	-0.1743454178229485	-0.0127057099164431	0.1067538458590028	0.0914383296640564
56	-0.8229319472538668	3.9184617195178806	1.493811423122482	-0.1143630807932062	0.3718474661078179	0.4287120801015567	0.0169862759186576	0.4240112539371205	0.1374982071796297	-0.1313579628660997	0.0955299320270106	-0.0648949926471052	0.1415210472227886	0.0777686548687947	-0.0753384709332083	-0.1247812824273523	-0.0535326473821677	-0.0016585133868818	0.0639349155360417	0.0743862831165991
57	-3.8767423625193063	10.452626544140816	3.996345788577174	-0.0033868877790116	0.5488513448597883	1.1091807630606243	-0.5745558317941973	1.1627336236328505	-0.137927995191498	-0.3518821629590031	0.2903362832344468	-0.0026204570236806	-0.0085480477042003	0.0121783036955273	-0.244139891425373	-0.0858190131645762	-0.1926479755437538	-0.0411463487215921	0.2472386997860609	0.1630052280080242
58	1.2507788682067298	-2.9405007790962965	-0.9523288541724616	-0.0327627854638247	0.0605789182381371	-0.0747600846454464	0.4027138795523672	-0.1910476800750718	0.0268120081200621	0.0737446123235242	-0.0610127530210195	-0.1760976774317605	0.0687703991546825	0.1232278658260336	0.1310952949934635	-0.1229872236696263	0.0617872277614972	-0.016364323650165	-0.0455573875259449	-0.0165825810201261
