label_id	Predicted Archetype
1	2
2	1
3	1
4	1
5	1
6	2
7	1
8	1
9	1
10	2
11	2
12	3
13	2
14	1
15	2
16	1
17	2
18	2
19	1
20	1
21	2
22	3
23	1
24	1
25	2
26	2
27	2
28	1
29	2
30	2
31	1
32	2
33	2
34	1
35	1
36	3
37	2
38	1
39	3
40	1
41	3
42	2
43	2
44	1
45	2
46	2
47	2
48	2
49	1
50	1
51	4
52	2
53	2
54	3
55	2
56	1
57	4
58	1
59	1
60	4
61	1
62	2
63	1
64	1
65	2
66	1
67	2
68	1
69	2
70	3
71	3
72	1
73	3
74	2
75	2
76	2
77	3
78	2
79	1
80	1
81	2
82	1
83	2
84	2
85	3
86	2
87	3
88	2
89	2
90	1
91	2
92	3
93	2
