label_id	feature 1_lysotrackerdeepred_TFOR_pca_measured	feature 2_lysotrackerdeepred_TFOR_pca_measured	feature 3_lysotrackerdeepred_TFOR_pca_measured	feature 4_lysotrackerdeepred_TFOR_pca_measured	feature 5_lysotrackerdeepred_TFOR_pca_measured	feature 6_lysotrackerdeepred_TFOR_pca_measured	feature 7_lysotrackerdeepred_TFOR_pca_measured	feature 8_lysotrackerdeepred_TFOR_pca_measured	feature 9_lysotrackerdeepred_TFOR_pca_measured	feature 10_lysotrackerdeepred_TFOR_pca_measured	feature 11_lysotrackerdeepred_TFOR_pca_measured	feature 12_lysotrackerdeepred_TFOR_pca_measured	feature 13_lysotrackerdeepred_TFOR_pca_measured	feature 14_lysotrackerdeepred_TFOR_pca_measured	feature 15_lysotrackerdeepred_TFOR_pca_measured	feature 16_lysotrackerdeepred_TFOR_pca_measured	feature 17_lysotrackerdeepred_TFOR_pca_measured	feature 18_lysotrackerdeepred_TFOR_pca_measured	feature 19_lysotrackerdeepred_TFOR_pca_measured	feature 20_lysotrackerdeepred_TFOR_pca_measured
1	-2.9436247140887213	4.134960785993664	-1.8221843529659	0.0161039699692251	0.6814703526584982	0.7799747483665385	1.1641785883375626	0.1635964495634209	0.1999367195866591	-1.2128060640032865	1.0147024590161469	-2.190953085035033	-0.6395109906559526	-0.0724596326974463	0.6735242530516271	-0.3968844677416158	-0.3488819488161807	-0.94288782197112	-1.1975384692934172	0.2980134721626456
2	-3.990673857652416	-4.560236094599593	-0.0813121898843007	-3.814976578792737	1.0692808856017688	-1.2425144064339966	2.0712569574842963	-0.170629050778259	-0.9567630502683264	-0.518097510668829	0.5639398742805318	0.2010734074442013	1.2135063334413183	2.0445045978747385	1.9115609027413016	0.9284289076625508	-0.4179264364771684	0.3440235457167838	-0.2773957242836887	-0.1851534627436522
3	-3.297272301057015	-2.8511530757141585	-3.493487619182517	0.3143208367760787	-2.790877902472748	0.7267739741385523	-1.7777132916103668	-1.9143235464095207	-0.0252561749046339	-1.9686696394577667	1.0500963228709572	-0.6643250287045589	0.2390859536502505	-0.5464772480395601	1.1770882301671348	1.034037776062891	-0.9662535678146008	-2.0001370049407705	-1.9081074309133	0.4846864409741327
4	-3.6500354798598207	-4.197937977569337	5.872900936360058	-3.2016876332759736	2.539609364759499	2.210780699952464	-0.809247509659646	3.3854145387170984	0.5538959228955611	1.8558829384448097	-0.3120831061730104	1.1550397468475782	1.3187067646569133	3.225372129592697	0.0916575114683741	1.9939968434741644	1.7477821031201872	2.208819862054035	-1.20515523919966	-1.0971784415158838
5	1.0698753618464754	2.5700596487229106	-3.278470183548975	1.1250181154845753	-0.5619629845072499	1.863911647840569	-1.9885724990071263	0.8108688518172269	1.1183463556508042	-0.3476035915413131	-0.5649799987636412	-0.6682456562922944	1.2632724829351445	-0.337391607625276	0.9764060117921978	-0.2448851906942598	0.8865376996886146	-0.5511218572810281	-0.5763548803211194	-0.1551125976715611
6	-3.266632861228873	-2.8929402578804857	2.7393960642772504	-1.7896997268062622	1.4534507052187773	-1.8419091582771496	0.262235656041129	-3.855937738264072	0.2528347077783104	-0.5912685622752379	-0.1060673855143552	-1.5018686397254648	0.6328906642757751	0.8077659206883421	1.4708072511934374	-1.507763754437407	0.8441353794787394	-0.4731861235566673	-0.6087402836141127	0.3738930646977393
7	-2.4572063592891817	-4.866852033594923	0.1852211957394887	1.91896202413218	-2.47786312515686	1.5081638455401245	-1.6679435272716263	-0.2825873795936666	-0.0910282027307244	1.6600263905307064	0.5519999798526813	0.2901526006235308	0.9787807058224816	-0.2244330975029602	-2.570277369949185	-1.1019848432709491	-0.4331019435953853	-1.2797519875905785	-0.2354873417946152	0.6139323195718069
8	-2.0015400262766363	1.1846454049716129	-3.423292322054756	1.700695823773826	0.1846842672779309	-2.2849000100600403	-0.8855871885445552	-1.3594516608880598	-0.6604360850281301	2.371956023581812	-0.1301323695516062	-1.3276846303825025	-0.1288506806973874	2.6181926441563963	-1.797384121467593	-1.988484928533844	1.072362045551808	-0.2184529263280069	-0.6893731164112158	0.4960634316108834
9	-1.7058753083456548	-3.759086991968553	-2.616948279414686	-1.1862827691729598	-1.93167308580049	0.6363585741912751	1.1107581273954992	-0.4451196174942432	-1.6391707441093455	0.1460828739068137	3.6812568824818817	-0.2051333564026793	0.3147486331899244	0.287393218642018	1.3061957384802638	-1.115652797336299	0.2728832652456575	0.4731654621228595	1.80449191517537	0.3175254506577966
10	-5.707446783607236	-2.1357518601283885	3.5048381548911176	-4.72646877771259	-2.9307076172974966	-0.3808010181180927	1.5932024120439612	2.6672714066377057	1.4706602572603709	0.2440597225815364	-0.2730455890713901	-1.2799524777237026	0.2606820570255103	0.8208295982707576	-1.6108634577548122	1.068973047600145	1.0846631167447005	-0.3258446335575951	-1.7591708568151765	1.040423750789295
