label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	2
10	1
11	1
12	2
13	1
14	1
15	2
16	1
17	1
18	1
19	1
20	2
21	2
22	1
23	1
24	1
25	1
26	1
27	4
28	1
29	1
30	1
31	1
32	1
33	2
34	1
35	2
36	1
37	1
38	2
39	1
40	1
41	1
42	2
43	1
44	2
45	1
46	2
47	2
48	3
49	1
50	1
51	3
52	1
53	3
54	2
55	3
56	1
57	1
58	2
59	2
60	1
61	1
62	3
63	1
64	1
65	3
66	1
67	3
68	3
69	2
70	2
71	1
72	1
73	2
74	3
75	1
76	1
77	1
78	1
79	2
80	1
81	2
82	1
83	2
84	2
85	3
86	2
87	2
88	2
89	2
90	1
91	1
92	3
93	2
94	1
95	3
96	2
97	2
98	2
99	1
100	2
101	2
102	4
103	2
104	1
105	2
106	2
107	2
108	1
109	2
110	3
111	1
112	1
113	2
114	2
115	2
116	1
117	2
118	1
119	2
120	2
121	4
122	1
123	2
124	2
125	2
126	1
127	2
128	3
129	2
130	1
131	2
132	2
133	3
134	1
135	2
136	1
137	2
138	2
139	2
140	1
141	4
142	2
143	1
144	2
145	2
146	3
147	2
148	2
149	1
150	2
151	4
152	2
153	4
154	4
155	4
156	2
157	2
158	4
159	4
160	4
161	3
162	4
163	4
