label_id	Predicted Archetype_archetype_CFOR_classifications
1	3
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	2
12	1
13	1
14	2
15	2
16	1
17	3
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	2
27	1
28	1
29	2
30	2
31	1
32	1
33	1
34	1
35	4
36	2
37	1
38	2
39	1
40	1
41	1
42	2
43	2
44	1
45	2
46	1
47	2
48	2
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	2
57	4
58	2
59	4
60	2
61	1
62	1
63	1
64	2
65	2
66	2
67	2
68	1
69	1
70	4
71	1
72	3
73	2
74	1
75	1
76	2
77	2
78	2
79	2
80	1
81	2
82	2
83	2
84	3
85	2
86	2
87	1
88	2
89	3
90	4
91	3
92	1
93	2
94	2
95	2
96	2
97	1
98	2
99	1
100	2
101	2
102	2
103	2
104	2
105	2
106	1
107	1
108	2
109	1
110	2
111	1
112	1
113	4
114	1
115	2
116	2
117	2
118	2
119	2
120	4
121	1
122	4
123	2
124	2
125	2
126	2
127	4
128	4
129	2
130	2
131	4
132	2
133	2
134	2
135	4
136	2
137	2
138	2
139	4
140	2
