label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels
0.0	77.98561583059114	36.25139687195129	15.320643480244378	0.0	6.556333141219113	0.0	157.24955268392716	58.90455556564047	30.3126705	46061058.0
1.0	54.79884954652231	37.28964366218841	1.6843054810795424	50.504253728453484	34.010978170074154	0.0	59.82653991362441	40.46486860596171	5.6134575	54412.0
2.0	61.6035552139371	34.23902137602305	8.20937151867568	57.163029575004145	29.093728314159815	1.7963064	65.66577411752269	38.62089990999384	16.8403725	154559.0
3.0	79.06670872931767	39.80931957856627	8.030017725362564	73.04164890139418	36.87937391935751	2.4699212999999998	83.28591943454904	42.718608123255784	16.1667576	119353.0
4.0	72.15873719265615	40.24331756670263	8.85748009178336	67.09997199216436	35.957389571373575	2.245383	77.34424252531923	44.15280599789747	17.0649108	160675.0
5.0	57.044566044841964	29.3741381599024	8.367249041489682	50.60669643378503	26.225332564876453	2.0208447	61.875394020255385	33.39632193808486	16.6158342	164680.0
6.0	75.19130697032949	32.936949325904	7.987972231754015	70.48058126810547	28.479072082170525	3.1435362	79.70042474794485	36.87937391935751	15.717680999999999	122838.0
7.0	85.98759329102504	39.90400845132265	7.9213888638181755	82.7737059078913	35.75250416071048	3.3680745	89.53492445977352	43.33326435524508	15.4931427	96764.0
8.0	54.08373930589874	32.695455072966325	7.337139802658703	48.76272773781716	27.454645028855037	2.0208447	58.90455556564047	36.67448850869442	16.3912959	154812.0
9.0	35.65711835949398	33.1040757569944	8.78051541108986	29.913269956812204	27.86441585018123	2.9189979	40.97708213261946	37.28914474068371	20.208447	175971.0
10.0	58.05138185436056	37.83427616658365	7.748173206533464	52.96287865641065	33.08899382209021	2.245383	65.87065952818578	41.6941810699403	17.2894491	196804.0
11.0	64.29141432862215	31.08055441145373	8.968071356372864	57.57280039633034	27.35220232352349	2.245383	69.55859692012153	36.367160392699766	16.8403725	142957.0
12.0	50.40135537646122	36.33754841126754	9.597148886081545	46.304102809859984	33.08899382209021	2.9189979	55.31906087903627	39.030670731320036	17.5139874	101398.0
13.0	75.54819331593025	36.97666299818112	7.802484800693882	70.37813856277391	33.80609275941105	2.6944596	79.3930966319502	40.05509778463552	15.9422193	108652.0
14.0	90.58700978759799	38.03662089828317	8.33296549860368	85.94942977316931	33.7036500540795	4.2662277	95.88637219032952	41.38685295394565	15.2686044	106853.0
15.0	81.16573241002204	44.57668500770375	8.65218959840883	75.91004465067755	41.6941810699403	3.8171511	87.28118494247944	47.021201747180825	15.4931427	91063.0
16.0	75.2467036437753	43.54470087185681	10.803910555263155	70.78790938410012	38.51845720466229	3.8171511	79.5979820426133	46.611430925854634	17.0649108	101753.0
17.0	76.05993382347397	51.23725337179057	8.762065975869294	70.89035208943166	47.73830068450167	4.9398425999999995	82.5688204972282	55.31906087903627	13.6968363	107792.0
18.0	28.98129810286957	32.22962561210075	7.457585810148629	24.89357739556632	28.376629376838974	4.2662277	33.39632193808486	35.957389571373575	14.5949895	82149.0
19.0	82.65498855240864	35.87831244617493	9.035280905915673	77.54912793598233	32.064566768774725	3.5926128	87.79339846913719	39.23555614198313	15.717680999999999	130991.0
20.0	48.23041921346519	32.7079872349855	8.972971114496525	44.05036329256592	28.68395749283362	3.5926128	54.499519236383875	36.367160392699766	16.3912959	107143.0
21.0	50.564830574250124	39.850175341580666	10.055543096557876	45.38211846187605	35.75250416071048	2.9189979	55.01173276304162	43.12837894458198	17.5139874	138315.0
22.0	65.991697645439	37.13207241254966	10.441790038235316	59.10944097630357	32.57678029543247	2.245383	70.78790938410012	41.6941810699403	17.2894491	186354.0
23.0	31.97347952896198	36.72277580718458	10.521765994613299	26.942431502197294	30.630368894133046	4.490766	38.313571793999195	40.25998319529862	19.9839087	99281.0
24.0	62.36560430492591	42.39103779620018	8.986351789443122	55.93371711102556	37.39158744601526	2.9189979	67.407300108159	46.50898822052309	15.4931427	143394.0
25.0	40.12416279452192	32.026731023973966	14.615685970617168	32.064566768774725	27.761973144849684	3.3680745	47.94318609516476	36.469603098031314	24.4746747	272649.0
26.0	23.84018941150522	36.30753181386549	9.182489990448703	19.66899942365734	32.781665706095566	4.9398425999999995	28.581514787502073	39.33799884731468	15.0440661	90395.0
27.0	55.69139438400923	43.21133199188816	9.94204908111721	51.63112348710052	38.723342615325386	3.8171511	61.26073778826609	47.328529863175476	18.6366789	137919.0
28.0	40.7004281669867	36.63078588669515	8.82088259548598	33.601207348747955	30.937697010127692	3.3680745	47.53341527383857	40.46486860596171	18.187602299999998	129928.0
29.0	84.01086031294258	42.694024823337536	10.18024726392459	77.24179981998768	38.41601449933074	3.8171511	89.73980987043662	46.50898822052309	16.1667576	109759.0
30.0	63.48926687775401	26.453942857808816	14.18071850545808	58.18745662831963	21.512968119625214	5.3889192	69.35371150945844	33.29387923275331	21.331138499999998	254668.0
31.0	92.62230506206161	42.50772429373503	9.743779277904432	86.25675788916396	38.723342615325386	4.9398425999999995	98.03766900229205	46.304102809859984	15.717680999999999	111914.0
32.0	26.555177152288852	25.894680320514322	10.607436944536794	21.512968119625214	20.48854106630973	6.736149	32.57678029543247	30.630368894133046	20.208447	122400.0
33.0	70.09977183663236	34.13962580685832	10.6171271731861	66.28043034951197	30.425483483469947	3.1435362	74.16851866004122	37.903800972673	17.7385257	129593.0
34.0	44.7067571799049	38.86757204524644	10.471689131483311	38.92822802598849	35.957389571373575	3.5926128	48.35295691649096	42.00150918593494	16.3912959	96035.0
35.0	47.983897051786315	27.934884183860046	9.742635608613362	38.825785320656934	24.17647845824548	4.0416894	55.72883170036246	32.16700947410627	16.3912959	190238.0
36.0	91.03837766138116	33.33641573949103	11.879493498036968	84.61767460385919	28.274186671507426	6.0625341	96.09125760099263	38.313571793999195	16.6158342	118746.0
37.0	29.24203221209086	39.04830252852835	11.302488180591997	26.122889859544905	34.72807710739499	5.6134575	33.80609275941105	42.10395189126649	17.963064	91823.0
38.0	90.4333829005934	43.90733020858806	12.634483555666018	85.23233083584847	38.41601449933074	5.8379958	95.06683054767714	47.53341527383857	17.963064	106336.0
39.0	34.0993206547613	22.04743567897254	10.71146795441945	30.3230407781384	18.644572370341855	5.3889192	38.825785320656934	26.737546091534195	16.3912959	95045.0
40.0	79.76412954925186	31.77314490550384	10.693358510367018	74.78317489203052	27.14731691286039	4.7153043	85.53965895184312	36.16227498203667	17.2894491	150216.0
41.0	106.52911579058434	39.011570523241296	11.697360877200135	101.9304918048909	34.010978170074154	6.736149	110.74056446340408	43.33326435524508	15.9422193	127698.0
42.0	98.9799952908053	44.67438428114807	10.934745742905353	94.1448461996932	41.2844102486141	6.5116107	103.77446050085878	48.45539962182251	15.9422193	114741.0
43.0	45.446291605831775	45.06237154359638	11.364951162831732	37.903800972673	42.41128000726114	6.0625341	52.34822242442136	47.22608715784393	17.0649108	96967.0
44.0	72.35192395473348	29.185767322105193	9.820675167064849	67.71462822415366	26.020447154213358	4.7153043	77.75401334664542	33.39632193808486	14.5949895	107566.0
45.0	87.63133589315761	31.221690154363877	12.809423629193313	80.62240909592879	26.43021797553955	5.6134575	97.01324194897657	38.10868638333609	20.4329853	238325.0
46.0	100.08442262939421	39.72283533989653	11.406372245579998	92.40332020905687	35.85494686604203	6.2870724	104.69644484884272	42.92349353391888	17.2894491	150215.0
47.0	111.10791047182907	41.3287373806975	10.789592209927815	105.61842919682665	35.957389571373575	6.9606873	118.1164392472756	45.4845611672076	16.8403725	129082.0
48.0	68.65861983478352	41.56008434065326	12.434124768632822	62.79737836823932	35.75250416071048	4.7153043	75.09050300802515	46.09921739919689	18.187602299999998	130576.0
49.0	104.33378987731204	45.54102680311838	11.450617818341843	99.16453876093908	41.899066480603395	6.736149	109.71613741008859	48.6602850324856	16.6158342	107770.0
50.0	8.82581547026	23.606564610231466	13.4003999961971	2.7659530439518134	19.464114012994244	7.1852256	13.522437103764421	27.14731691286039	20.6575236	156669.0
51.0	55.665932686943094	25.34584864019482	11.636165861820206	49.684712085801095	21.615410824956765	4.490766	60.6460815562768	32.781665706095566	17.7385257	182903.0
52.0	110.1346969975807	47.396485087114115	11.488278111564428	104.79888755417426	43.02593623925043	7.4097639	114.73582997133448	50.60669643378503	16.3912959	94834.0
53.0	18.385732245689173	26.152896477923	11.303654787242507	13.522437103764421	20.898311887635924	7.1852256	23.56182222625619	30.937697010127692	17.0649108	165487.0
54.0	32.41574872735992	29.311232592321385	12.18286243764779	28.581514787502073	24.89357739556632	5.6134575	36.67448850869442	33.39632193808486	19.9839087	196883.0
55.0	94.74589948677666	37.0738127914552	11.195896714342965	87.79339846913719	33.29387923275331	6.0625341	99.26698146627064	40.87463942728791	17.2894491	115931.0
56.0	73.62865655947444	46.34263356025766	12.617853209005888	65.66577411752269	41.899066480603395	6.736149	79.70042474794485	49.684712085801095	17.0649108	119866.0
57.0	129.8639292635719	46.27065449160946	10.089117050341308	122.62391828186372	41.489295659277204	7.6343022	138.29765219759068	51.01646725511122	14.5949895	120426.0
58.0	118.86215468035032	46.95316332885654	12.376313025276142	112.68697586470351	42.82105082858733	7.8588404999999995	124.57032968316315	50.094482907127286	17.2894491	136607.0
59.0	67.13403079999506	54.02423142057289	11.051786543346095	61.15829508293454	50.914024549779676	8.7569937	73.75874783871502	56.95814416434105	13.6968363	52706.0
60.0	1.5343870179548331	27.6370251514252	12.084299240661709	0.0	21.308082708962118	8.0833788	4.200150918593494	32.47433759010092	20.208447	91189.0
61.0	6.15384139052302	30.2487231895953	12.846580439586935	2.561067633288716	24.79113469023477	8.3079171	10.039385122491767	34.010978170074154	21.1066002	113588.0
62.0	115.75312192752648	42.07139522020735	12.134428630896739	110.94544987406718	37.186702035352155	7.1852256	121.90681934454288	46.91875904184928	18.187602299999998	158321.0
63.0	10.677789219615965	28.80752654958731	14.02719294033485	3.995265507930397	24.17647845824548	7.1852256	15.059077683737652	33.49876464341641	23.8010598	172020.0
64.0	35.888433812623475	39.498507207829675	12.855029617839802	30.630368894133046	31.75723865278008	5.6134575	43.02593623925043	43.33326435524508	20.4329853	126072.0
65.0	26.93320972350175	22.103825639951346	12.550848890531096	19.156785896999597	17.927473433021014	5.8379958	32.064566768774725	28.581514787502073	21.1066002	161455.0
66.0	37.275829154613255	25.98596132984733	11.552537957569672	31.142582420790788	22.02518164628296	4.2662277	41.6941810699403	30.3230407781384	18.187602299999998	169902.0
67.0	35.043667736491294	43.11900173319598	14.856957911396933	28.888842903496716	36.776931214025964	7.8588404999999995	42.41128000726114	47.22608715784393	21.7802151	143091.0
68.0	41.14055010961871	22.652223182720427	13.727346061914256	35.44517604471583	19.054343191668046	7.6343022	45.4845611672076	27.557087734186585	19.5348321	122647.0
69.0	17.978616656595896	31.362447993996682	14.017644789807461	13.932207925090616	26.942431502197294	7.8588404999999995	23.45937952092464	35.240290634052734	20.4329853	129153.0
70.0	141.0617064807808	48.891244729946735	10.794803626049713	133.17551693101325	45.4845611672076	7.1852256	150.1810060160503	52.24577971908981	15.9422193	117886.0
71.0	80.50142518967697	28.12751930125312	13.391975494656553	76.01248735600909	23.97159304758238	7.8588404999999995	85.02744542518538	34.52319169673189	17.5139874	118575.0
72.0	10.256916913280172	33.47115220909006	16.145097008369635	6.146562319892919	27.557087734186585	8.981532	14.034650630422163	36.87937391935751	25.1482896	103517.0
73.0	98.73864718570528	35.660023696089006	14.80293699074301	91.3788931557414	31.65479594744853	8.5324554	105.311101080832	41.489295659277204	19.3102938	150524.0
74.0	121.48602482408621	41.50883897137079	12.92374990051182	115.24804349799223	35.75250416071048	8.3079171	126.51674108446258	46.304102809859984	17.5139874	128949.0
75.0	2.7096347280328192	32.58845104573644	16.55318952373222	0.0	25.71311903821871	9.6551469	7.888088310529246	36.16227498203667	24.4746747	103981.0
76.0	66.70711445882824	28.97744214379203	12.731840537777186	61.67050860959228	23.56182222625619	5.3889192	70.27569585744237	33.80609275941105	19.3102938	115530.0
77.0	22.80331411314391	37.532525877398676	14.991326461548836	15.366405799732297	30.630368894133046	7.4097639	29.196171019491363	41.79662377527185	21.7802151	170606.0
78.0	127.11647235322638	49.85976119478407	11.973710051410757	119.75552253258037	46.09921739919689	8.981532	136.35124079629125	53.16776406707375	15.4931427	105264.0
79.0	47.027415225648234	22.80259340531701	14.963601348577411	43.23082164991353	18.9519004863365	8.5324554	52.34822242442136	29.50349913548601	21.331138499999998	89344.0
80.0	25.143012566266915	32.188195474979146	13.500369649669247	20.181212950315082	27.454645028855037	8.0833788	30.22059807280685	36.776931214025964	19.9839087	205896.0
81.0	126.56044290551584	41.085556689273815	14.253415578615469	120.06285064857501	35.65006145537893	9.879685199999999	132.4584179936924	46.201660104528436	18.4121406	116168.0
82.0	55.39599815282322	45.964287865957104	13.708295147586426	48.35295691649096	40.362425900630164	7.4097639	63.61692001089171	48.45539962182251	19.0857555	107558.0
83.0	30.31174844070808	19.36880113868115	16.55294776106171	25.81556174355026	15.673733915726942	9.4306086	35.240290634052734	28.376629376838974	22.45383	151455.0
