label_id	Predicted Archetype
1	2
2	1
3	1
4	2
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	2
16	2
17	4
18	1
19	1
20	1
21	2
22	3
23	2
24	3
25	3
26	1
27	2
28	1
29	2
30	1
31	2
32	1
33	1
34	3
35	1
36	3
37	2
38	2
39	1
40	1
41	4
42	2
43	2
44	1
45	2
46	1
47	1
48	2
49	2
50	1
51	1
52	2
53	1
54	1
55	1
56	2
57	4
58	3
59	2
60	1
61	1
62	1
63	1
64	3
65	2
66	1
67	2
68	2
69	2
70	4
71	2
72	2
73	2
74	4
75	2
76	3
77	2
78	4
79	1
80	1
81	4
82	2
83	2
84	1
85	3
86	2
87	1
88	2
89	3
90	2
91	4
92	1
93	2
94	1
95	3
96	2
97	3
98	2
99	1
100	3
101	2
102	2
103	2
104	1
105	2
106	2
107	1
108	4
109	1
110	2
111	3
112	1
113	2
114	1
115	1
116	2
117	4
118	2
119	2
120	2
121	1
122	4
123	2
124	4
125	2
126	2
127	2
128	4
129	4
130	2
131	2
132	2
133	2
134	2
135	4
136	2
137	3
138	3
139	3
140	3
