label_id	Predicted Archetype
1	1
2	2
3	1
4	2
5	1
6	1
7	2
8	1
9	1
10	1
11	1
12	1
13	1
14	2
15	1
16	1
17	2
18	4
19	1
20	2
21	2
22	1
23	3
24	2
25	2
26	1
27	1
28	1
29	1
30	2
31	2
32	2
33	2
34	2
35	2
36	1
37	1
38	4
39	2
40	2
41	1
42	1
43	2
44	2
45	2
46	2
47	2
48	1
49	1
50	2
51	2
52	1
53	1
54	1
55	2
56	2
57	2
58	2
59	2
60	2
61	2
62	2
63	2
64	1
65	2
66	1
67	4
68	2
69	2
70	2
71	2
72	4
73	2
74	4
75	2
76	4
77	1
78	4
79	4
80	4
81	2
82	2
83	4
84	1
85	3
86	2
87	4
88	4
89	4
90	2
91	4
92	4
93	3
94	1
