label_id	PC 1_mKate2GM130_TFOR_pca_predicted	PC 2_mKate2GM130_TFOR_pca_predicted	PC 3_mKate2GM130_TFOR_pca_predicted	PC 4_mKate2GM130_TFOR_pca_predicted	PC 5_mKate2GM130_TFOR_pca_predicted	PC 6_mKate2GM130_TFOR_pca_predicted	PC 7_mKate2GM130_TFOR_pca_predicted	PC 8_mKate2GM130_TFOR_pca_predicted	PC 9_mKate2GM130_TFOR_pca_predicted	PC 10_mKate2GM130_TFOR_pca_predicted	PC 11_mKate2GM130_TFOR_pca_predicted	PC 12_mKate2GM130_TFOR_pca_predicted	PC 13_mKate2GM130_TFOR_pca_predicted	PC 14_mKate2GM130_TFOR_pca_predicted	PC 15_mKate2GM130_TFOR_pca_predicted	PC 16_mKate2GM130_TFOR_pca_predicted	PC 17_mKate2GM130_TFOR_pca_predicted	PC 18_mKate2GM130_TFOR_pca_predicted	PC 19_mKate2GM130_TFOR_pca_predicted	PC 20_mKate2GM130_TFOR_pca_predicted
1	1.7886468412872627	-1.3687930640611918	2.657289396026286	-1.1392647747402305	-1.6075942151427705	3.033864035034493	0.0197661492379546	-0.8560362875882751	0.8981577392098559	0.668455279338444	0.1063970448243554	-0.5237296198410635	-0.2518792146586806	0.1778646279794766	0.8916755518334207	0.0497416907488865	0.6855449451113654	0.0874948939928883	0.4597258104832362	0.3346768411389258
2	2.987351192381972	-3.999760126696944	1.1721945925284023	-0.1171547713185537	-2.024602879967843	0.6843438167793883	0.5673751724402174	-0.8818411409254742	0.4704709169863288	1.8398446054986075	-0.1892342207563009	-0.4937934785520534	-0.2692644308207563	0.398858130778527	0.4121034801442229	-1.249122242577391	-0.7590345849669563	-0.2958083304260179	0.8006007764855503	-0.2329968477067578
3	-0.8863727146022786	-4.157769162217536	1.5754869540846028	-2.22081699508156	-0.6230451864807116	-2.2570206390199816	-0.4118220935016458	1.0945176247487676	-0.2284476629563489	0.1820476717995645	-0.2750310379041349	-0.7311309534625112	-0.7568076998913307	-1.1509974986388596	-1.1432667284208284	0.2019152008841213	0.0771239837337117	0.1533015682161773	1.119365018937836	0.4776020169762029
4	1.487597246886671	3.5125762272156016	-0.8034415713030079	-2.055333382751709	-0.6979097759801349	1.798775009839182	-0.2431179379216152	-0.3177289055121624	-0.0212897795573642	0.9568922146894698	0.8900211018199295	-1.2209883232962115	-0.353378664060324	-0.8806395421479973	0.1743201853564017	0.6551078898792735	0.786333380374968	-0.2246837508818566	-0.0213785058755484	0.6436636417556623
5	2.021770781107157	-4.968746658305731	-2.1493018649406608	-0.4360612805268223	1.5975146712373145	-2.036155423874164	0.8967256140112796	1.4604601724979562	-0.6778734316340755	-0.0139952062305093	0.2203675981571928	-0.0774512319877234	1.1119984341091491	0.2841984425195274	-0.6490598035335771	-0.6039313684176992	-0.2144681354141989	-0.0182777052664435	0.0013898592392549	-0.2881579725313228
6	0.6019390344989641	-4.264008309667196	2.246702424974292	-1.848652405783416	1.0867216343215538	0.3582157728948401	0.3536013565243529	-0.0413310338211841	0.0554973519468622	0.1872565855543	-0.3871073040668376	-0.0989929115898287	-0.1749484025913241	0.6506791823365983	0.4429701872470752	-0.907167049123954	-0.0181827303159794	-0.3511323122164052	0.5325552796260786	-0.1421941610724564
7	5.301106294427998	2.322226147700009	0.8434144467532256	-2.5131851914441765	0.309714895688829	2.0159737338066206	0.8078942707955741	-0.5715521740616052	0.852160629377845	0.1842821016118156	0.4366414423841116	-0.0939298903115608	0.6803664152118023	-0.348969342439948	-0.9275125959309584	0.4404155347033533	-0.7026123918517174	-0.1352451481937053	-0.8016651744885466	-0.1659226020813766
8	-1.0917828268845655	-3.6561179685234695	3.49664115428266	-1.6346243439707389	-0.945865300341906	0.0808124196552269	0.0566034821002917	0.088475738612931	1.989685971902404	1.396261833914741	-0.1498455868465453	-0.7372069593807604	0.6700807262882782	0.2095825663084187	-0.5657463144591282	0.6521715017618188	0.0187934688627235	0.0345177467692841	0.667732711260276	0.3860135189457596
9	3.8754525443868095	-0.817772385656349	-2.844400565050816	1.1845617685150098	-3.7010981311499314	0.0045387130148837	-0.0070543037614582	0.3832493354261816	-1.3642834309761471	0.42730388871839	0.5259649433489461	0.9670518972538172	0.946856564069366	-0.3975458859377891	-1.4706657316895664	0.1853274459811781	-0.0336373907931724	0.4989356604232233	0.3857090500000288	0.3867795446203461
10	3.152727890330368	2.7522385778517537	-1.561733823007259	-0.6769387218736155	-3.3528322222167786	1.3358080561857504	-0.1872165811391659	0.6814204920607518	-0.8152826735013439	0.0019772509573832	0.4604710481993488	-0.332346957184946	-0.0876515862863607	-0.9935560319190816	0.2308761386357019	-1.011403454380046	-0.1183487248099569	-0.0523751491846391	0.2070554159102804	-0.0487033099252334
