label_id	Predicted Archetype
1	1
2	1
3	3
4	1
5	2
6	1
7	1
8	1
9	2
10	1
11	1
12	1
13	1
14	1
15	2
16	2
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	2
26	1
27	1
28	2
29	1
30	1
31	2
32	1
33	4
34	2
35	1
36	1
37	1
38	2
39	2
40	2
41	2
42	2
43	1
44	1
45	1
46	2
47	2
48	1
49	3
50	2
51	1
52	2
53	1
54	3
55	1
56	2
57	2
58	3
59	1
60	2
61	2
62	2
63	4
64	1
65	2
66	2
67	1
68	4
69	4
70	2
71	2
72	2
73	2
74	1
75	2
76	4
77	4
78	4
79	3
80	2
81	2
82	2
83	1
84	4
85	2
86	4
87	2
88	2
89	2
90	2
91	4
92	2
93	2
94	2
95	2
96	3
97	3
98	4
99	4
