label_id	feature 1_NLStdTomato_TFOR_pca_measured	feature 2_NLStdTomato_TFOR_pca_measured	feature 3_NLStdTomato_TFOR_pca_measured	feature 4_NLStdTomato_TFOR_pca_measured	feature 5_NLStdTomato_TFOR_pca_measured	feature 6_NLStdTomato_TFOR_pca_measured	feature 7_NLStdTomato_TFOR_pca_measured	feature 8_NLStdTomato_TFOR_pca_measured	feature 9_NLStdTomato_TFOR_pca_measured	feature 10_NLStdTomato_TFOR_pca_measured	feature 11_NLStdTomato_TFOR_pca_measured	feature 12_NLStdTomato_TFOR_pca_measured	feature 13_NLStdTomato_TFOR_pca_measured	feature 14_NLStdTomato_TFOR_pca_measured	feature 15_NLStdTomato_TFOR_pca_measured	feature 16_NLStdTomato_TFOR_pca_measured	feature 17_NLStdTomato_TFOR_pca_measured	feature 18_NLStdTomato_TFOR_pca_measured	feature 19_NLStdTomato_TFOR_pca_measured	feature 20_NLStdTomato_TFOR_pca_measured
1	-5.418092973749559	-1.8464299786549567	3.582314868081169	-1.7340506401301408	0.2748552244729546	3.740423949744109	-2.3081790018644623	-2.8979673697385806	-1.4467627477011311	1.1443439474176167	0.2136151046500737	-1.5294087780923735	-1.204548618655305	-1.320973471241793	0.9236574247148566	-1.298093773241539	-0.7009242174572033	0.3634145634358565	0.0486626961738067	-0.6598314060025899
2	-2.379120864829903	2.4145434137351955	-1.5413794564886991	2.9102904185688647	0.2956416771627485	0.7119747271077056	1.2830222979349266	0.7975508168950627	2.524681715475525	-0.5371407318112629	1.8133103883227848	0.6243804183763765	-1.611370838015672	-0.0967440760143322	0.0165415523481359	-1.0179853379741024	-0.9447606021874436	1.292037439746348	-0.1020241233488609	0.5987630530041359
3	1.0238696086612644	3.1070813798878425	0.0450389254343758	1.3712554548843807	0.5769800505836505	7.412496958775615	-2.4571198930483984	0.0223489913278996	1.397235369933128	-2.481943314849647	3.094589106586332	0.3822264037347946	-0.5075600262837929	-0.5073690147350731	2.931746673140505	-0.1751349685666896	1.6068507259146467	-3.0141108806343286	0.5917687275719156	0.6052366467289934
4	-3.8384449056051135	-2.3170008943633214	-2.5794944813324343	-2.1310555405337777	-0.1517647746987422	1.8330424383678288	2.791234353853662	4.394528826492403	-0.4315415757857812	1.0623427740738332	0.4217287581061137	-0.8011259785324693	-0.4037506846658479	-0.5238543631299195	0.8985145031076971	0.8525608846725644	-0.0825243390394061	-0.7565253786259729	-0.8499056433879029	-0.149979085159047
5	-0.498706074444371	-4.045747527207114	-1.4414425168304283	1.8301642028734948	1.790882147789998	2.791024752666265	2.539215789635344	3.2791592758464048	0.0707912896865716	-0.234447016511213	1.4212568350970634	0.4317146313523112	1.9445654355259545	0.656892255819173	0.7311739936285224	-0.0270030386718046	0.5592271832208056	0.5905236616530459	0.2424951958520528	0.1197395904250871
6	5.011834395336658	3.519341004303813	-3.2671654367176783	-3.0910481957041767	-3.4634602219325408	-2.321558707577351	2.013733016868549	2.6928186436910284	2.659409430910168	-1.6588515816031684	-0.6531619213382784	0.2599449083317108	-0.8019546511122031	0.3584153231542032	0.2083204781208664	0.1246612736980842	0.6522366728765875	-0.252179421755513	0.8710601575924399	-0.4972168359014
7	-2.704751819244521	0.3231621012602743	-3.606235936238279	1.3049052766837534	1.0904481396285552	2.932788822356144	3.0934081469598134	3.6578291618131287	0.3507907584187613	-0.7210910026371228	-0.8473511273444658	0.1858048183625304	0.2467732316631495	-1.0405639647607416	0.4271575146963615	-0.8570224320595389	0.3466294619152841	0.2885454214018028	0.5750536437093934	0.2181946144235049
8	-0.0724290292418764	2.1037482721548684	-5.064566371021941	-2.825506421044851	1.8666275409276107	-3.1860615852048526	1.32234062602095	3.4088232668364213	-1.3717847191399293	0.6142616132038421	-1.2548987934638194	-0.4478858091355328	-1.2251465644983155	-0.3286877178753433	0.4748427099695635	-0.5070091948675652	0.6604041388517154	-1.4976921075057252	0.7024428089444187	-0.0209936229083805
9	3.1993345812378986	-0.6298295241964118	-3.944447417110205	-3.4382598686263166	0.1107404541546875	2.9654612788361367	-4.623839802013027	1.6747569364204895	0.0980709061444872	0.7764365946081171	-0.6993665005864704	-0.0601143859005969	-1.0526278152667026	-0.267754362234301	0.211233395519257	0.3494636939615095	-0.066598131249143	-0.1865371741917582	-0.9467235464944324	-0.0228122624314772
10	1.9295017791386089	-4.175089770349919	-0.0164047726567819	2.324672649927213	0.204429600997713	1.4178189558635728	0.8971887988045397	-0.0746407119169692	-0.870964655097747	2.5699740777566227	0.3384823267685816	0.3693424862897946	-0.2373955745146504	0.4689900152340879	-0.4693639007164145	-1.480587091575867	-0.6668279636094254	-0.8409820385384336	-0.0537000314007683	0.7297962239658896
11	3.309428035810807	-0.1799959202015109	3.3248376871829715	-3.9290188292764334	-1.9111981130781504	3.076271978461844	-0.2017947406398586	1.4677814797707642	-2.277226803172602	1.1762416276079073	0.6501389733013094	-0.6686769713651884	-0.7552914468492921	0.2244192216417266	0.2051944580684145	-0.6608631476426238	-0.2565008047289461	0.1846235261211239	0.2247785534805732	-0.0352415231542718
12	3.2793743401407403	-3.2279274033035565	0.8122991219954897	-3.4217526985762943	3.0067005943156464	-3.0437536527403664	-0.375951771822746	0.4160264034163086	-1.2142349984440448	2.012366123825807	1.5288304086615494	-1.1896781191211927	1.8884078604930343	-0.4676000676259358	-0.3201971764565968	-1.325430832468326	0.042398485390468	-0.6849109885182862	0.2781914067945729	-0.92554172285854
13	3.126363205118125	-0.3529581929660468	-4.864183826500631	-2.4501858666316223	-1.6929863686310882	-0.2942880228633064	-1.3438347083489672	4.3641973569721095	0.2931146449916447	0.5798902397674679	-0.9949703398008768	-0.5321125969814288	-1.9594692620321288	0.0141510229969203	1.0528956868512656	0.0458666229227511	0.361230798148868	-0.2905016675386035	-0.3687045239636382	0.0919110099525664
14	2.499396853264221	3.908714684231764	-2.511644111941949	-0.7596440606881955	2.6216537621997817	-1.2091889554969495	-0.5368813239151867	-0.0236533511956197	0.8371442258527981	0.3462971475321987	0.2361872124758953	-1.2356954061976395	0.9083296917220248	-0.1349449234942727	0.1522173616299933	-0.2041584884074396	-1.1324637093498042	0.7182995936077782	-0.7988430724868356	0.9084632841772492
15	2.0667949267367125	1.7852814043893313	-3.3341973897439705	-4.927351886785496	1.0308089152343691	-1.2581618622870083	-2.664027464819018	11.137874983370397	-2.557472573002013	-0.9878205082244492	-1.1771399814860886	-0.0715183030057242	-0.2999324112098189	-0.7544839398072583	0.7704077695284568	1.132776783603242	-0.2776422932868045	0.4651482387195783	-0.2545547287429844	-0.4068141068657304
16	-2.4685095911488	-1.3869230340946404	-2.097456782150188	3.407774738350481	4.717905639943174	-1.0786575636216116	1.0349635282876284	-1.0404488947343045	0.7203358300477509	0.5913137941349557	-0.1674211732544438	-1.1425206501230212	0.8194004610340012	-0.6419640312245911	-1.1734741080177689	-0.0146779742528577	0.3025650945111926	-0.9788756390023268	1.563010943482002	-0.3590271499704895
17	-2.601869042567134	2.601254093950795	-0.7860467546903441	-1.2217415523415058	-1.0888899267315293	-0.4033888324762025	2.1576559074140103	0.7227356297202077	-1.6722198738902665	-0.0253628639194917	0.720924525038097	0.5460455751117439	-0.4748680300311317	-0.2098615255047371	-0.8077293752824322	-0.4313216194455314	-0.0534411794540691	-0.6890772704404207	0.2434071176880591	0.0620889502314468
18	2.8066404598364456	0.9371894386992304	-0.5528014931343842	-0.0125575828128962	2.555073360096777	4.090049965718734	0.4913510035592899	-0.5297308600057997	-0.6146955175560418	-1.2346841959948294	0.2146690721617977	-0.7344880916372244	-0.9891432405742862	-0.6542075679288587	1.0487976018972158	-1.7294247735745167	-1.2582943041560692	0.1051326837777785	0.1166596664556047	0.8905353870907753
19	1.020487716067815	3.1868142865618263	4.169426942833332	3.566611967700468	-3.46689414638931	-1.480360683266835	0.7727506408502721	-4.267945357611112	0.7690927463730051	0.4936682369176733	0.5961934788136275	0.033889301519148	-0.4683862526863198	-0.6975597479542516	0.5512849180621185	-0.4602178964590483	-0.0612537269654314	-0.4834365437803507	-0.3627114063125453	-0.4591989028893701
20	-3.0366604388848533	-3.654386350855393	-3.2962865755106936	-0.990249880654413	-0.3689474585817586	-4.253298893918404	0.8445901077474129	-1.1093739934856308	-1.3525424134190147	-0.2618985262686451	-0.4494635542916557	-0.8055655079904938	-0.0868799896888569	1.0540319710442336	1.3362621401428885	0.2208938093531979	-0.5588901577794592	-0.1982698253088154	-0.2015046781582084	0.8880454589883994
21	-2.1173919086262245	-3.610615711509504	-3.6990831461420486	3.62041912367592	-0.1797003297966109	-0.8418110762943974	4.0275306898191525	-0.882275991686476	0.7186895780199316	0.3160882662858032	-0.8021816653653665	1.5351384428754369	-0.1398080528397741	-1.0421647706311177	0.0714106339333865	-0.0525175683368596	-1.1189410243847815	-1.2144283719685238	0.0579223443082789	0.6288591177644961
22	-1.5315277322550962	-1.945156914963153	0.5029071663664747	-3.096045206449778	-2.4583893710719904	-3.033567492475748	0.7544709983345573	0.7663486123364133	-1.0291004022639996	0.6046544222735364	1.295051469954052	-0.3132148136691918	-0.2464783128203716	0.038896042098747	-0.6107558017605835	-1.7050950902869415	-0.0141239994302527	-0.2784380723961833	-0.2870201296199761	0.0280300478788362
23	1.4830282422560217	-2.9221103282176766	-2.2585965304600366	1.4885414383088733	-1.9933064512003629	0.3997655788444561	-2.2073515112960163	-0.851194075726303	0.7696259340625601	-0.248545564026873	1.2806368193805178	1.3461414382876766	-1.0805912184787017	1.0875655132600834	-0.2704099137913112	0.001239220616753	0.171228618262475	-0.0519651472435391	0.7258530878867893	0.1293699744215516
24	1.6089532614304076	-0.5230081720895909	0.7613505400458688	-0.4870119955722067	4.5580674081781165	-0.2765844625426227	3.818757869243371	1.005420387776612	-0.1879010813500189	1.0046857903479784	-0.6519180008603832	0.1328744305166458	0.2340450319859039	0.1113825068696463	1.2627312172884122	0.6599129541209356	-0.4412436892675707	0.0751273343562618	0.6516558295125876	-0.3889793000300907
25	-1.802958613036873	-4.553172023643269	-3.027739132976673	3.7047128509859615	-1.1213321794390188	-4.441102844079494	0.4912087943168249	-1.3117101436547276	-0.3147772145081199	-0.0599416312695861	0.2001824485555517	-0.1189235013726299	-0.4316332654547127	0.6891534385268082	-0.1010541077653004	-0.0797216388599084	-0.423691119135492	-0.6217710731369449	0.3572633024217882	0.1300687786344896
26	1.576515292917455	-1.5885757695607243	-0.2052383910103874	-3.0523275288548155	0.032132776910402	2.53967200080078	-2.0810400939048166	0.9163493506119	-0.4183195688538411	-1.0817274804468484	0.5569367457020861	1.1416652420384683	-0.1826981752158518	-0.0137334468370202	-0.800781625451075	-0.7203530979464903	-0.5529347852274107	-0.3443762899115741	0.1276220741843819	-0.3436843534214747
27	3.98126101776617	-3.8067190439368295	-2.8372090075034646	5.704948389816133	-2.992111572050132	0.0288935074402389	-3.3153144841964326	0.6323859634400856	1.227343435285576	1.3371604133496962	0.7263626797838931	-2.1680594082139115	0.6804239716508994	-0.7111848942015263	-0.6181944647463868	-0.1076107158823463	1.0470564668563032	1.0921057965928869	0.0753726622612716	0.4749363568300708
