label_id	PC 1_mKate2GM130_TFOR_pca_predicted	PC 2_mKate2GM130_TFOR_pca_predicted	PC 3_mKate2GM130_TFOR_pca_predicted	PC 4_mKate2GM130_TFOR_pca_predicted	PC 5_mKate2GM130_TFOR_pca_predicted	PC 6_mKate2GM130_TFOR_pca_predicted	PC 7_mKate2GM130_TFOR_pca_predicted	PC 8_mKate2GM130_TFOR_pca_predicted	PC 9_mKate2GM130_TFOR_pca_predicted	PC 10_mKate2GM130_TFOR_pca_predicted	PC 11_mKate2GM130_TFOR_pca_predicted	PC 12_mKate2GM130_TFOR_pca_predicted	PC 13_mKate2GM130_TFOR_pca_predicted	PC 14_mKate2GM130_TFOR_pca_predicted	PC 15_mKate2GM130_TFOR_pca_predicted	PC 16_mKate2GM130_TFOR_pca_predicted	PC 17_mKate2GM130_TFOR_pca_predicted	PC 18_mKate2GM130_TFOR_pca_predicted	PC 19_mKate2GM130_TFOR_pca_predicted	PC 20_mKate2GM130_TFOR_pca_predicted
1	1.7933642806748036	-2.69289106247229	-1.6699866914485533	-0.3522571286471004	-4.021076477903874	3.4778644193561403	-0.5770045476694263	1.0979789010249408	-0.4949527146318577	-0.4894445851888507	-0.4188685905873937	-0.7199918531421086	-0.1239063509534454	0.259234995309227	-0.7304144315024337	0.20695815908436	0.2833690052433956	0.5793233496400936	0.2842184640313312	0.0201918635902702
2	1.2129193783026284	1.791158788493716	1.2573480156929655	-2.542806553845616	-1.450458957717322	-0.2165062710058984	0.2306364347070464	0.8456610018230815	-0.4020440982163439	-0.9422204603531356	1.2132301442283906	-1.8200174360297905	1.2206811114652096	0.1243389135576886	-0.5635094556422848	0.5399657603460906	0.9085411259517592	-0.0552686282292016	0.143808952410795	0.4505528150126177
3	2.5838361055250507	1.3430528123149923	-1.5696736190353846	3.5076973976759507	-2.20191295955806	-2.638072075322026	0.921367867708098	-1.2423250924468126	-0.1284049671370141	0.0123199617394951	0.0707103376070288	1.827250671237962	1.143233639819938	-0.2036043588160839	0.4009007462373277	0.4063133639160891	-0.1172524640430746	0.5019232891890673	0.0337862121812171	-0.0497547343662814
4	2.72385695618222	-0.8654785222777173	-2.1517727334478707	-0.549538144186212	-4.338317753313712	1.0980761507859844	-0.6081022552454924	0.7402260481763814	0.235023409039711	-0.0569304100029854	-0.9677814806068026	-0.5231996359835451	-1.057596783081953	-1.5873524692072938	-0.6037162409174306	-0.0868170889195827	-0.3058962253363314	-0.2334235727471012	-0.2213881953391507	-0.2248778326577818
5	2.164714098707917	-0.1562132217548979	2.012624961831193	-0.4496385282464145	-3.4015406268115123	-1.172672793350782	-0.2550195649690194	0.2458228017610716	0.5754198439718867	0.3089718174866276	-0.0772391474717861	-0.8558192828431432	-0.8433291441035118	-0.9836412905062356	1.2360024377492722	-0.0794468929240093	0.9628440238524816	-0.0197644846578712	0.5758048682006787	0.0183052484574448
6	-2.350611516966983	2.0619072083478915	2.16893719511911	-4.251273617349139	-0.9976840147800544	1.0826520164827356	-0.9851227265498016	0.545071036498253	-1.0019089101467291	0.9394838112254738	0.0122697538792204	0.6734999406327267	0.1850891428983259	-1.742082267013996	0.2760939458835361	-0.3122642966039831	0.122349316878788	-0.4737779163813245	0.2553110658156412	0.0445025758335797
7	3.1863148070867013	1.83789602094184	0.0862757772047722	-1.7719514039498567	-2.1420573693063027	0.9603816466060976	-0.179027607339806	-0.4906527164254553	-0.2842242820180786	-0.019254767110423	1.0439521630854396	-0.2874678077762385	-0.4880035336644945	-1.2982411168431451	0.4574467676405882	0.2645090443515716	0.6158169964244619	-0.2948073636030075	0.2878739136370156	0.1838745887546731
8	1.3632140611488477	2.8461586498628275	0.006448465139254	-3.4896511449904084	0.8177739077631982	1.721822576822528	-0.6255390618280265	0.1890364870954956	-0.0212786591489799	0.8143211087700115	-0.7910385633022832	-0.0215463494823746	-1.2641692178184962	-1.3348629223740762	-0.2603000765507224	-0.015693935005336	-0.1770656513704035	-0.6325162360895804	-0.3092566233130739	0.0209081286898433
9	-5.635520687565158	1.9954475361569364	1.6250214185394825	-2.605829559368204	-0.9590841089518408	1.5818899579661825	-0.8661999705782413	-0.2189320455124464	-0.1680658060847827	1.2055900124308414	-0.718265879360249	-0.2180112781686072	-0.547491764072374	0.0656984711343813	-0.7114472818538415	-1.0112103579071086	-1.5124912005520252	0.0724992802819974	0.7507991096950213	-0.6317662865046001
10	-3.7424258196929374	-2.476790003950841	2.2048367830293003	-0.5932574240261955	-0.6187170317692314	-0.4418741872492591	-0.7357942762062719	-1.132356346126429	0.2824277306064169	-1.1233025472960614	0.4741703178752028	-0.119898541971523	-0.6796991548739244	-0.129602910265054	0.9835859089262352	-0.153300024759	0.3166450629168001	-0.0090087242201499	0.2390085548656606	-0.0287043332955219
