label_id	PC 1_mKate2rab5_TFOR_pca_predicted	PC 2_mKate2rab5_TFOR_pca_predicted	PC 3_mKate2rab5_TFOR_pca_predicted	PC 4_mKate2rab5_TFOR_pca_predicted	PC 5_mKate2rab5_TFOR_pca_predicted	PC 6_mKate2rab5_TFOR_pca_predicted	PC 7_mKate2rab5_TFOR_pca_predicted	PC 8_mKate2rab5_TFOR_pca_predicted	PC 9_mKate2rab5_TFOR_pca_predicted	PC 10_mKate2rab5_TFOR_pca_predicted	PC 11_mKate2rab5_TFOR_pca_predicted	PC 12_mKate2rab5_TFOR_pca_predicted	PC 13_mKate2rab5_TFOR_pca_predicted	PC 14_mKate2rab5_TFOR_pca_predicted	PC 15_mKate2rab5_TFOR_pca_predicted	PC 16_mKate2rab5_TFOR_pca_predicted	PC 17_mKate2rab5_TFOR_pca_predicted	PC 18_mKate2rab5_TFOR_pca_predicted	PC 19_mKate2rab5_TFOR_pca_predicted	PC 20_mKate2rab5_TFOR_pca_predicted
1	-1.3051038390041838	2.9989269814640243	-0.7449687533764517	0.2086259102009062	-2.479711032521024	-0.6109870671501989	-0.7065632446331822	0.3205250879163479	-0.0894943331230604	-0.8163328175767328	0.5856413625371192	2.075543697334787	0.7959341164960385	0.823645881999397	-0.2685113748016947	-1.0609725723682164	-0.0096246209948163	-0.0821921864433432	-0.4616536322104974	-0.0249389918004303
2	-0.5535879434660749	3.989352383874721	1.6020800090330518	-0.5652366858516569	-1.377102883789313	-1.2587374733044756	-0.4682227044451448	0.5511823487252059	0.0217883731750236	0.1921185318787548	0.3176231914227702	0.9938416376416708	0.1690962881207909	0.2938046112943766	-0.1524569249240999	-0.4753408342756199	0.40336561556093	-0.3638255260059961	0.3485277578663055	-0.0391896616606195
3	-1.6105869481813229	0.9979436622578216	1.1908809307418935	2.6034818212111457	-0.6847093597783421	-1.1781731162754958	-1.6792703375778562	0.7526972654489441	-0.3522313922821962	-0.9274570056131708	0.9777979235084492	1.7975002180626642	-0.0064528946400449	0.8536270341362204	-0.107065990843826	-1.108269461180496	-0.1279698094419601	0.1246859552194659	-0.2697207298314961	-0.2229697218111836
4	1.7403702121547036	1.7773910783730045	-4.441847417062463	3.943506111159931	-2.313814397055271	0.9371820837810914	-0.1482315469181063	-0.3627609941418441	0.2242586518770042	-0.0625654183911523	1.0708027648313792	0.7555771201953867	-0.3690684744530834	-0.6526685184654468	-0.0492568627282254	-0.4741171301093915	0.1208456701426008	0.0289042245517914	-1.0732209348499264	0.2252763114149183
5	-4.7405536235740415	3.0041326411287064	-1.0335628991646937	-1.073112871742362	0.0828396249878054	0.3158477625719227	1.6424898251902482	0.0127775593063397	-1.211169266809414	-0.1310822204054249	-0.6148564137901308	-0.9754691922150832	-0.1841995097617505	-0.299754338136335	-1.3902400927648388	0.6768191055620288	-0.1190661952482579	-0.0091425682785695	-0.3058750863657291	0.2508956610227266
6	-1.3553034219340012	-4.321892461355098	2.397664431484187	0.2679718491832883	-0.2759215605229208	-1.6184898393152496	-0.1983432012393127	0.2963819804909562	0.1150454294626786	0.1115653209786946	-0.4588525300363227	-0.4671216890345491	0.432837813576107	-0.0171601871315836	-0.9043016191848964	0.6053970547316377	0.2909620721212256	0.1568024085500534	-0.1182890332496615	0.2945704953897672
7	-4.943363153039433	-3.5628416460440024	1.1510994882148635	-1.7330367643533418	-3.033455493657055	0.9952881950330292	-1.2121756418475034	-0.4625245728793494	-0.5244815160343497	0.5577702302208427	1.5200357128001922	0.7434901201536288	-2.1374784304647463	-0.6514419200874819	1.527329161606743	0.1863418859979718	0.7301887215077449	0.4011803038865162	0.4323916733825808	-0.5276849201136051
8	-5.9971841672597375	-4.598032849858495	2.809966239612133	0.8516390041423048	-1.1783684533801306	0.1897294651990888	-1.25840007534274	-0.5467342740517083	-0.9639595997044456	0.0418673279962253	0.0650670582205118	-0.4122039612606123	-1.9926167448842087	-0.5611532093844325	0.6274442356854797	0.2068714148743108	-0.0313305381334949	0.290030651062793	0.2197723357473239	-0.0272852637357803
9	1.6279950077320768	3.555721590214884	1.1922374782699834	-0.1073426097851975	1.6176409820364448	-1.55626623402856	-0.3408203189476371	-0.5984845060874591	1.6999595455666632	0.9800012192593	-0.0849358348111285	-0.1685751610264549	-0.3218119138310982	0.0507885828270922	0.6894171260442183	-0.4665964584239767	0.0702073700073462	-0.0832550891960328	0.0063055454065246	0.1053538581530415
10	-0.0588994003995799	1.2290358866962134	4.024162472066663	-2.22194578513828	-1.0141620622883671	-2.096691445543297	-1.898366878320287	0.6048369349438616	1.821272898213525	-0.3187028857536342	-0.2274524588182364	-0.5161953374680337	0.5994259870238139	-0.3618456717950735	0.8327735477167435	-1.0571659803057996	-0.2800907548094919	0.5351326190602885	-0.1817007291560859	-0.0615982642951897
