label_id	feature 1_lysotrackerdeepred_CFOR_pca_measured	feature 2_lysotrackerdeepred_CFOR_pca_measured	feature 3_lysotrackerdeepred_CFOR_pca_measured	feature 4_lysotrackerdeepred_CFOR_pca_measured	feature 5_lysotrackerdeepred_CFOR_pca_measured	feature 6_lysotrackerdeepred_CFOR_pca_measured	feature 7_lysotrackerdeepred_CFOR_pca_measured	feature 8_lysotrackerdeepred_CFOR_pca_measured	feature 9_lysotrackerdeepred_CFOR_pca_measured	feature 10_lysotrackerdeepred_CFOR_pca_measured	feature 11_lysotrackerdeepred_CFOR_pca_measured	feature 12_lysotrackerdeepred_CFOR_pca_measured	feature 13_lysotrackerdeepred_CFOR_pca_measured	feature 14_lysotrackerdeepred_CFOR_pca_measured	feature 15_lysotrackerdeepred_CFOR_pca_measured	feature 16_lysotrackerdeepred_CFOR_pca_measured	feature 17_lysotrackerdeepred_CFOR_pca_measured	feature 18_lysotrackerdeepred_CFOR_pca_measured	feature 19_lysotrackerdeepred_CFOR_pca_measured	feature 20_lysotrackerdeepred_CFOR_pca_measured
1	-4.669756900106794	-4.160657911515283	-0.7216223816659545	1.0956979530825648	-0.8952627498838054	1.5038384109808771	-1.7650754257590977	1.4789685518100877	0.0045117465256184	-1.2074712664081968	-0.6321477185711438	1.001590160052476	1.2231488318207115	-0.0497130840895881	-2.146023670771138	-0.6140499338201257	0.5054481308716503	0.3794888733917457	0.2768390530222322	0.276184277199658
2	-2.4311553106604764	5.30809018206792	-2.1846712242688606	-2.9947761678908176	-1.5615583638696389	-1.1345933544660014	-0.442961896717682	0.4880492067593543	-0.7272091215463101	-0.9315798551973112	0.7884580919201041	0.2570337899421814	1.7905652605689963	-0.2336380577750609	-0.3560017500221384	-1.4350182660347364	-0.922755674972766	-0.1629854480402947	0.0419547722503847	-0.0422748301892711
3	-4.406909875126052	5.320968426187501	-1.6145876234614367	5.026179821304462	-0.7821946325475881	0.070566632762923	1.3495515060434704	1.02729654349544	-1.1037125302335105	3.178087352578409	0.3291389102333331	-0.3730307367478664	0.306128304476634	-0.0377347435976768	-1.0152708856773969	1.190190164856186	-0.6476374283606076	-0.5652113952177652	-0.2917836048211311	0.5766308861910101
4	-4.084562493740973	-5.6271753908499536	-3.561507768612029	2.558925416555744	-2.2112987339164856	-0.6656599580573961	0.68660152710646	2.171721288393168	-1.0280569363374594	0.4318330418006544	0.9429201964637636	-1.468197034235425	2.184131176664473	-1.311545062640752	1.2869414271920103	0.8212556656895948	1.859732123717858	-1.2214243419063024	-0.0903827970877135	0.0821757601892334
5	0.6674977129048598	-1.793620549536144	-3.7819007681801846	-0.2997792336147061	0.9719377923233776	-0.2474604939872728	-0.8028611441939079	1.7148465119834908	-1.449834080544366	-0.5067990232643482	-0.9107038245893208	0.5785736633258765	0.4953027884839349	-0.2284554444457384	1.2074253440222251	-0.5214110216114431	1.1493951838721623	0.3515253954271081	-0.1371299515809645	-0.3607100536509879
6	-2.5899358445259177	5.823134300445763	-4.418368793961801	-6.3913538393476745	0.1625497650586729	3.5645348568148	1.50281139357491	-2.8208043406346244	0.7711659043623149	0.2526169962283882	0.8232028777261862	-0.1375552164169419	0.8130622604998555	0.4238566961363144	-0.5333659179691319	-0.2775471858152453	0.4635034144463562	0.6259710887350812	-0.8442199426471201	-0.1321006356593522
7	-6.6901479094416905	-1.294849219202328	1.929817933542325	2.0958183094992706	-0.1837039964135035	2.617071972064826	2.7979178652244685	-1.0105040317507483	-3.2266811831866007	1.1177694999292669	0.2572933889321384	0.3131893679277535	0.4208081999634215	-0.47521949458014	-1.3934069895607748	2.8192977167812963	-0.6241825539491351	-0.175577790738213	-1.3321808396550996	-0.2732503637969845
8	-0.7882249348131557	2.8476631998520725	4.153427872008813	1.023354918705608	0.3059430979257946	-2.745705473820121	-0.3375802105396598	-0.8406277638157521	-0.809153002604448	-0.835731766246386	-1.720545328266864	0.9400677593033642	0.3163516871802369	1.3474868689305923	2.009443291491844	0.7914285374467577	-0.0759521657443859	0.770611269369385	1.1313425000274773	1.90130487130744
9	-5.378066642123183	-3.934730236573535	5.12995866671494	-2.0622262776578757	1.356020776734126	1.306874401868781	0.8343951905075309	-0.585173140193717	-0.3637464387879923	-0.4072838440020793	-0.6158989393433869	1.4155244535797995	2.2287532052231187	1.3832345384341471	-1.3473168872950725	-0.3680743742401302	0.5818459337959893	2.8311242189082293	0.229589415439132	1.3200533665729612
10	3.0291629458479967	-3.3826653919487573	-3.5579623707524526	0.3363764172584478	3.7371951873705815	1.8011123542435092	0.6694258989946437	-0.0923499401282288	0.5108201211676159	-0.6370093756268403	-0.6796295636494171	-0.286757291874091	0.131491940141486	0.4485510183538079	-0.2353211586839828	0.5672601879933155	0.8506777791505876	-0.1444540317210098	-0.3845226388192443	-0.0269166006878307
11	-2.1719983508786047	0.7699972509940214	3.3979637895599093	0.2811528009253417	-2.1483492941284563	2.019624239897716	-1.0513131148992654	-1.9255514118510308	-1.0813364579938722	-0.7388593227656263	-0.3594469225180027	-0.5126195756217639	0.3822203540150477	0.996870986909088	-1.0137909006341963	0.4172965224089332	0.7537685582514619	0.4326387429630428	-0.6189974514233632	-0.8878166089068013
12	-1.2773801031140897	-2.109375809893652	-0.9542707669792776	-1.8048337205817304	-2.215525228422622	0.0122096835105135	1.1767208328804877	-0.0033753612335687	0.4827216179123564	-0.4633488857483031	0.3570487103885294	1.5929034840405267	0.7958477056926184	-0.9480698290966456	0.3450458687878689	-0.5707588769756106	-0.7221208405660063	-0.2377794976143423	0.5328227012529108	0.0636651327852685
