label_id	feature 1_lysotrackerdeepred_TFOR_raw_measured	feature 2_lysotrackerdeepred_TFOR_raw_measured	feature 3_lysotrackerdeepred_TFOR_raw_measured	feature 4_lysotrackerdeepred_TFOR_raw_measured	feature 5_lysotrackerdeepred_TFOR_raw_measured	feature 6_lysotrackerdeepred_TFOR_raw_measured	feature 7_lysotrackerdeepred_TFOR_raw_measured	feature 8_lysotrackerdeepred_TFOR_raw_measured	feature 9_lysotrackerdeepred_TFOR_raw_measured	feature 10_lysotrackerdeepred_TFOR_raw_measured	feature 11_lysotrackerdeepred_TFOR_raw_measured	feature 12_lysotrackerdeepred_TFOR_raw_measured	feature 13_lysotrackerdeepred_TFOR_raw_measured	feature 14_lysotrackerdeepred_TFOR_raw_measured	feature 15_lysotrackerdeepred_TFOR_raw_measured	feature 16_lysotrackerdeepred_TFOR_raw_measured	feature 17_lysotrackerdeepred_TFOR_raw_measured	feature 18_lysotrackerdeepred_TFOR_raw_measured	feature 19_lysotrackerdeepred_TFOR_raw_measured	feature 20_lysotrackerdeepred_TFOR_raw_measured	feature 21_lysotrackerdeepred_TFOR_raw_measured	feature 22_lysotrackerdeepred_TFOR_raw_measured	feature 23_lysotrackerdeepred_TFOR_raw_measured	feature 24_lysotrackerdeepred_TFOR_raw_measured	feature 25_lysotrackerdeepred_TFOR_raw_measured	feature 26_lysotrackerdeepred_TFOR_raw_measured	feature 27_lysotrackerdeepred_TFOR_raw_measured	feature 28_lysotrackerdeepred_TFOR_raw_measured	feature 29_lysotrackerdeepred_TFOR_raw_measured	feature 30_lysotrackerdeepred_TFOR_raw_measured	feature 31_lysotrackerdeepred_TFOR_raw_measured	feature 32_lysotrackerdeepred_TFOR_raw_measured	feature 33_lysotrackerdeepred_TFOR_raw_measured	feature 34_lysotrackerdeepred_TFOR_raw_measured	feature 35_lysotrackerdeepred_TFOR_raw_measured	feature 36_lysotrackerdeepred_TFOR_raw_measured	feature 37_lysotrackerdeepred_TFOR_raw_measured	feature 38_lysotrackerdeepred_TFOR_raw_measured	feature 39_lysotrackerdeepred_TFOR_raw_measured	feature 40_lysotrackerdeepred_TFOR_raw_measured	feature 41_lysotrackerdeepred_TFOR_raw_measured	feature 42_lysotrackerdeepred_TFOR_raw_measured	feature 43_lysotrackerdeepred_TFOR_raw_measured	feature 44_lysotrackerdeepred_TFOR_raw_measured	feature 45_lysotrackerdeepred_TFOR_raw_measured	feature 46_lysotrackerdeepred_TFOR_raw_measured	feature 47_lysotrackerdeepred_TFOR_raw_measured	feature 48_lysotrackerdeepred_TFOR_raw_measured	feature 49_lysotrackerdeepred_TFOR_raw_measured	feature 50_lysotrackerdeepred_TFOR_raw_measured	feature 51_lysotrackerdeepred_TFOR_raw_measured	feature 52_lysotrackerdeepred_TFOR_raw_measured	feature 53_lysotrackerdeepred_TFOR_raw_measured	feature 54_lysotrackerdeepred_TFOR_raw_measured	feature 55_lysotrackerdeepred_TFOR_raw_measured	feature 56_lysotrackerdeepred_TFOR_raw_measured	feature 57_lysotrackerdeepred_TFOR_raw_measured	feature 58_lysotrackerdeepred_TFOR_raw_measured	feature 59_lysotrackerdeepred_TFOR_raw_measured	feature 60_lysotrackerdeepred_TFOR_raw_measured
1	-0.7045545532233827	2.495276666301647	-1.919211277060649	-0.700904285304019	0.6301891211607955	3.678470275576538	-0.1457667372855799	-2.3715842292782607	-0.7136851120961984	-2.540376484999223	-3.0897964217561764	-0.5349696898913886	1.6912538994127035	1.833742239014464	1.4035071428748944	-2.5921851630938604	1.9008087369371016	-2.0163449906114623	-0.970826948602494	-2.7597772947325514	0.2963853843198494	-2.5486460642475417	0.1524170373240725	0.9412047507604075	3.2975405477613253	-2.092791973086496	0.1680513217422793	-2.7114642130436275	-1.4998171745920792	-2.3131488207139608	0.0108868753748825	0.3081605894127119	-0.2976342748491796	2.6762710960985934	1.7144494916854	0.3938644740194597	-2.2032221559304226	-3.444450400832696	1.6873173745649888	-0.0351274551228477	0.2745154030112299	-0.4532059853077517	0.3754713491856772	0.5848809939583364	-1.8647657293602344	-0.6944580960974152	-0.9343600165678976	2.040822683433928	2.185323344355959	-0.17466993885768	-1.713686520004993	0.670050960835769	1.789510801255059	0.8115902604267384	-0.0402033595641091	3.502657552497679	-0.2555249502692767	2.2693023676805613	-0.8163648720947859	0.7623312480234731
2	0.9471373990815456	1.4200613779841187	-0.693605442103419	0.3686157113051651	2.008765644176232	1.7706894476777553	-0.4528391034611221	-2.1741916761098703	0.0232515174212326	-2.68318463550576	-1.5378335006076391	-2.0328043607971376	1.4488441478753993	-0.0576219239364583	3.3886474178326744	-2.520699820236405	0.6689933080634045	-1.0194728903754466	-0.1074909118311264	-1.1522000105838184	-0.0352753369360585	-1.5181939496084125	0.5077254667695594	0.8511830570875663	3.1977045487274784	-1.763137585469894	-0.0161586491382714	-2.447633068187323	-2.600863413887237	-2.6920641292638456	0.1125350425595694	-0.6990504765870283	0.1075846170772659	2.8462210130785164	0.5088354087126927	-0.7945535551782152	-1.4538246304176892	-2.1880048880232126	0.4390808926140503	-0.3366215760178876	-0.5831907702865313	-0.3976370317946963	-0.3060901489367608	0.0960428586957654	-1.713757419179483	0.9820546145455402	-0.3658376672421985	1.5562041204366173	2.161004485025956	-0.1182130141115559	-0.769902892624061	-0.3573138622158376	0.7896866746235003	2.306478207355664	-1.5096063563668474	2.0518955723541183	1.6096541517049718	2.9042889803414957	0.3021017422817182	1.0127170208135503
3	0.7175808543358885	3.7434581565366254	-0.0138269096872525	-2.0518701865801607	0.4396024233788664	3.85291697063826	0.6200963839806667	-1.91645831497218	0.0208194532883183	-2.649131868405228	-2.3713663624439576	-0.3262968977510416	3.015518470769252	1.0446702807014483	2.0072116787245764	-1.8828509839661176	1.7557078493845582	-1.2242581889262576	-0.4165974821307927	-2.5465078557557983	0.6494490538689839	-3.3505446946779287	0.6394089095677797	2.174498416383527	4.307450064376127	-1.8551154861948445	1.328781043304331	-2.186620995482518	-1.5035339101350218	-2.2178489787871603	0.0856443878955977	0.3135871940656191	0.1674907984591159	4.022584692932245	2.1976129881848494	-0.1017279403359	-2.553992363887296	-2.5340926980175733	3.259709909547035	0.4514405164586648	0.4661312254569201	-0.3616517184379887	0.1815209580534665	0.9216437950756752	-1.5430620922386007	-0.3140441907284023	-1.1295884607361777	2.6073445524901637	3.0525959912261107	0.2479107851842744	-0.7198791776362663	0.7601140541944292	1.314849563504291	0.8650257006149704	-1.3574998094492987	3.745068574568293	0.0596162027302662	3.8427734145345966	-1.1632772657852488	0.7611086533447577
4	-0.2963620057466251	1.8430039692428688	-1.1832213830568403	-0.1452400034553158	0.0942636694829519	0.5052812605324419	-0.4085721719502422	-1.7416341005753408	-0.1264441974855721	-3.4584453487488345	-2.7320433331652434	-0.9561677743352576	1.1415854206704554	2.816620458932402	1.94559251031572	-3.192174550407032	1.0007186334442109	-2.8731225867252275	-1.299964374875835	-2.1975288321176025	0.6433006034932275	-2.3715463064373457	-1.1817276560414165	-0.7435536060738346	3.103761543067148	-1.3068829413632668	-0.9109643660466272	-3.9074092567912806	-1.4302638529641225	-2.293949381372012	-0.6272125609449493	-0.6837106710790878	-0.5983110467460104	2.6166138366474168	0.8758896680420725	-0.1226537724835925	-2.9536923315742736	-3.008748772238633	-0.0133341061428144	0.1188993424002029	-0.0119655316006347	-0.4596986249171522	-0.9409408237376176	-0.0951391139487818	-0.378515418334687	-0.0351466243251071	-1.160804215360942	0.7450992184599237	1.1820301216783653	-0.0236996447908547	0.4341834093181829	0.7727562416660024	1.106893664061523	1.0135295693975792	0.1475733913732444	2.418133276441176	-1.0953750796323702	1.9358775691482133	-0.3664247618618983	0.3241699602324162
5	0.5404618114238189	2.59770600830684	-0.2530171563597689	-0.3313186106429926	-0.2340603685818874	1.0156107202511624	-0.4111061297743348	-1.771184353601443	-0.5871394790736509	-3.4694286239243217	-2.4496277956040933	-0.3785493173792337	2.423631747151625	1.808152328025105	1.3967686290396435	-2.339938713376444	1.0505256535852314	-1.7810167856956554	-0.7369328460909619	-2.4121849801073845	0.2947239757698232	-2.6276491824718184	0.1029935204139975	-0.3870047366437674	3.250731972830422	-1.454326341562288	0.5012006666006172	-3.535843606800161	-0.7830271911672138	-0.7799752844518766	0.3794733913165498	-0.6425750787442653	-0.0456776603426921	2.8211110020700927	2.673417205160618	0.9664108694025026	-2.5239924863930474	-3.5045934454408	0.6675326594285478	-0.24735028735581	0.5188650071982539	0.6171213441203671	0.0285143917412237	0.499560950835107	-0.1021982634173346	0.310480809486086	-1.1887636868424836	1.4022768776544718	1.809753793525109	-0.2982763166670603	-0.0817303559138435	1.2624412198658397	0.8628002858684161	0.0327071417120516	-0.7790934548997095	3.07555915821917	0.1555162172636413	2.6903253176391506	-0.3060596796716648	0.7484510023438791
6	0.081832454930658	0.4313478882251678	-0.4057534792470423	-1.5194302473431962	1.4155642180878725	2.499015486976056	0.7358357089631976	-0.9234459033754968	-0.7242320713727195	-2.627700654868467	-0.8484343587815437	-0.1751479545985315	1.2324530949921924	0.8346127588587621	1.7465225025797608	-2.905983338657235	0.752311507564366	-1.3272353888302564	-0.0492282716487337	-0.8074574638330785	0.5519414220529686	-3.1790923383589016	1.1026438513239836	0.7097730875962378	2.672606823195631	-1.5533206686434755	-0.1717426632676353	-2.2768707262614742	-0.5047117780224908	-2.847991872653441	0.14543393120436	0.140113995301862	0.3084543748381237	2.2849092985119737	1.3364735742676797	-0.8316366315626279	-2.205742823873079	-1.3818509833977872	1.5622091484617942	-0.4702262200884208	-0.348237866919632	-0.1031878406848699	0.2381572717527831	0.1428712959034891	-1.8399932387058853	0.0032603906354584	-0.6112110068137098	1.010467184493657	1.905308953359232	-0.2843971510814002	-1.5582060974358174	0.1885338139669846	0.6592135457364376	0.3075189697049949	-1.5844675521981628	1.8365917110179608	1.2970006254122142	1.975453792835268	-0.4713221818263917	0.9517329399109118
7	0.8738968666112805	1.5013350594662338	-2.9734145863474715	-1.1188597080652247	2.0811108460346537	2.2522220254557146	0.3293876683953298	-1.5797527845762107	-1.0459029627374703	-3.903954634594938	-2.010519281023784	-1.2470729846411828	2.078696329347685	0.5154989607541267	2.019378535567624	-4.590007915472944	0.671836337414669	-3.2387918456569844	-0.8136692481406136	-2.4887675347700817	0.9557999400444008	-3.832977451445705	1.885622684424272	-0.8990077889891204	4.350541686290953	-1.1939650763382406	0.5879748317933646	-3.8478158570740377	-0.4623141848859589	-2.8594470395238787	-1.8527987522402831	-0.2844451939749363	-0.9894044273467488	4.128496021022643	0.9887528387014746	-1.83641975752745	-2.6396099136174698	-2.619374169662467	0.1210767817562965	0.3462924641614964	-0.5467159630806774	-0.593255110889274	0.4331858067015872	1.3973389845199404	-2.507428765086871	1.4354583328593291	-1.1169851460618028	1.3923189665854303	3.2464192456622434	1.0916229766214776	-2.3969984701427807	0.1515869903404202	0.5430700322755451	0.7712833773447767	-2.339669833568612	2.6613471320244417	0.1637337709624042	3.046633083947957	-2.0946044273995925	0.6309477167605421
8	1.6095392281989307	1.8546507592390964	-1.2933914319008557	-1.1838439708249084	-0.3481323976969748	4.746073986620009	0.6953135648398558	-0.8458299940172562	-2.69072796407455	-3.131053202402485	-2.0059146412998508	-0.17708510343265	1.2778072174133157	1.777081335141365	3.8013912139444006	-1.8466572581617304	0.5685815367732769	-0.8286444270311999	-0.6781704606094086	-0.5172300415780984	0.7193118988264627	-3.482206714549453	-0.8747088792482236	1.7728419878783954	2.551616493335486	-1.4655901081676947	-1.1083909806626289	-1.5258414183888385	-2.1056495483497484	-2.6864178601615967	-0.1298436308862158	-0.0386683443469987	0.4600997836912882	2.6957695977747584	2.597894219512251	-1.167495203936475	-3.5583560020259326	-1.3327618781268322	3.271606335552132	-0.7576576080665947	0.0957378005573624	-0.1261540392853035	2.156237160732028	-0.6735123213315218	-3.0258116240635853	-0.3673944414920362	0.6315245937297658	3.8968103801550313	1.5139415542680652	0.1195861608503529	-4.409206131152024	1.4417502072420814	0.6435387483015358	1.6679089809094976	-0.7320801531385963	2.6156281593376463	0.5085346892416004	1.6589715881859617	-0.8662336372639463	2.1240754057147484
9	-0.5442025261668896	2.1768203335048337	-0.2001988433760173	0.3438163958815976	0.276969074739094	-0.00123212839841	-0.1594819864395149	-0.8667208427241673	-0.1046355337717477	-3.35622378095884	-2.1565607920096173	-0.0685565018532711	3.272697835391322	1.0890587157726357	0.7743421950755476	-3.3224139785886533	1.8467051849867369	-1.3821150312888604	-0.1424460441192694	-2.4927240099673096	1.0067408469485342	-2.5649161057812675	-0.3892732408863812	-0.5162982983810211	2.2303141558501065	-1.5002837928869004	1.4682374312781312	-2.9256715679340743	-0.934515465610534	-2.3255913415732925	-0.3745759477485046	0.3436800338888733	-0.0201461512659832	1.9825968030458456	1.8933549648698893	1.980400158659408	-2.4287205230993214	-2.840349952834881	0.0515610846241298	-0.5249883016980694	0.474970124579131	0.3275498578407575	-0.9114654489456836	0.4162022216176163	-0.9462239542182154	0.5402103704111595	-1.697674299197116	0.5852885466809408	0.6791865317442172	-0.4725750400208144	-0.3331252515775627	0.3078113318239447	1.7919675187846646	-0.9858112167837016	0.1048502096826093	3.1735231909742523	-1.0080919264966337	2.5307522122912767	-0.8461418670162317	2.0478086666954507
10	0.5277034625990384	2.8262096286850964	-1.4091198528766256	-2.0420853522046607	1.1387333374671926	1.5274241308202603	0.3244234550176021	-1.7283370651348724	0.2709912353856372	-3.672492080363965	-2.7026103201164435	0.6507470832258804	2.3768182759342444	0.3936821172456375	0.5157834261930105	-3.4398210455961533	1.962548761280965	-1.3603940679691262	-0.4973549997651772	-3.0985639487820733	0.2300597170910903	-4.00019964241457	0.5579127211700037	0.4749914873565308	4.187217380279448	-1.938619566419154	0.6892235694589295	-2.531899673846332	-0.6648830453958436	-0.5155869979578469	-0.7738231519015473	-0.1433162832292782	-0.0779789866726123	3.989348686649428	1.8080411505371523	-0.7337243628166695	-3.448566032811008	-3.127945734605256	0.6075145390903667	0.0731732183969786	0.0108645151134097	-0.1485974139173852	0.2389807868437809	0.5641058054954481	-0.9657798903045308	-0.1986920399826317	-1.4039173386065371	0.4191958530944841	2.9426374700648688	0.2305796044038363	-0.4910651604561784	-0.5694123590811742	1.2172875953437268	-0.3126317764043125	-1.302499565136116	3.947889879305393	0.116932195011606	3.284096247091602	-1.6811521439323005	0.5448858795657947
