label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	1
3	1
4	2
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	2
14	1
15	1
16	1
17	1
18	2
19	4
20	2
21	2
22	1
23	4
24	1
25	2
26	2
27	2
28	1
29	2
30	1
31	2
32	1
33	2
34	1
35	4
36	2
37	2
38	1
39	2
40	1
41	2
42	1
43	1
44	1
45	1
46	1
47	2
48	1
49	1
50	2
51	2
52	1
53	2
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	2
64	1
65	4
66	1
67	2
68	1
69	1
70	4
71	1
72	1
73	2
74	1
75	1
76	1
77	1
78	1
79	1
80	4
81	1
82	2
83	2
84	2
85	2
86	1
87	2
88	4
89	2
90	2
91	1
92	1
93	2
94	2
95	2
96	2
97	2
98	4
99	1
100	2
101	2
102	2
103	2
104	2
105	2
106	4
107	3
108	2
109	4
