label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	2
6	1
7	1
8	3
9	1
10	1
11	1
12	1
13	1
14	1
15	2
16	1
17	1
18	2
19	4
20	2
21	2
22	1
23	3
24	1
25	1
26	3
27	2
28	2
29	1
30	2
31	2
32	1
33	2
34	1
35	4
36	2
37	3
38	1
39	1
40	1
41	2
42	3
43	2
44	3
45	2
46	2
47	2
48	1
49	3
50	2
51	1
52	1
53	3
54	2
55	2
56	3
57	1
58	1
59	3
60	1
61	1
62	1
63	2
64	1
65	3
66	2
67	2
68	1
69	4
70	4
71	2
72	3
73	1
74	1
75	1
76	3
77	1
78	3
79	3
80	4
81	2
82	2
83	3
84	2
85	2
86	4
87	2
88	3
89	2
90	4
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	4
99	2
100	2
101	2
102	1
103	2
104	2
105	2
106	2
107	3
108	4
109	4
