label_id	Predicted Archetype
1	2
2	1
3	1
4	2
5	3
6	1
7	1
8	1
9	3
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	3
27	1
28	1
29	1
30	1
31	1
32	2
33	1
34	1
35	2
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	3
44	4
45	2
46	1
47	4
48	3
49	1
50	1
51	3
52	1
53	1
54	1
55	1
56	3
57	2
58	1
59	3
60	3
61	3
62	3
63	2
64	2
65	1
66	1
67	3
68	3
69	2
70	1
71	1
72	2
73	2
74	1
75	1
76	1
77	1
78	2
79	3
80	2
81	2
82	2
83	2
84	1
85	2
86	2
87	1
88	1
89	1
90	1
91	2
92	1
93	2
94	2
95	2
96	2
97	4
98	2
99	1
100	1
101	2
102	4
103	3
104	2
105	2
106	2
107	2
108	3
109	3
110	2
111	2
112	2
113	2
114	1
115	2
116	2
117	2
118	2
119	2
120	2
121	3
122	2
123	2
124	3
125	2
126	2
127	3
128	2
129	2
130	3
131	2
132	2
133	4
134	2
135	2
136	2
137	2
138	2
139	2
140	4
141	3
142	2
143	2
144	3
145	4
146	2
147	2
148	2
149	4
150	2
151	2
