label_id	Predicted Archetype
1	4
2	3
3	1
4	1
5	4
6	1
7	1
8	1
9	1
10	1
11	1
12	2
13	1
14	4
15	1
16	1
17	2
18	1
19	1
20	2
21	1
22	1
23	1
24	3
25	2
26	3
27	1
28	2
29	2
30	2
31	1
32	1
33	2
34	1
35	1
36	1
37	2
38	2
39	1
40	2
41	3
42	1
43	1
44	2
45	2
46	1
47	2
48	3
49	3
50	2
51	2
52	1
53	2
54	1
55	2
56	1
57	1
58	3
59	4
60	2
61	2
62	2
63	1
64	1
65	1
66	3
67	2
68	3
69	2
70	2
71	3
72	2
73	2
74	2
75	2
76	2
77	1
78	2
79	2
80	2
81	2
82	2
83	1
84	2
85	2
86	1
87	4
88	2
89	2
90	1
91	2
92	1
93	2
94	3
95	1
96	3
97	2
98	3
99	2
100	3
101	2
102	2
103	2
