label_id	Predicted Archetype
1	1
2	3
3	1
4	1
5	2
6	1
7	3
8	1
9	1
10	1
11	1
12	1
13	3
14	3
15	2
16	3
17	2
18	2
19	2
20	3
21	1
22	3
23	2
24	1
25	2
26	3
27	1
28	1
29	2
30	1
31	3
32	1
33	3
34	3
35	3
36	2
37	1
38	2
39	2
40	4
41	3
42	1
43	4
44	1
45	2
46	2
47	2
48	2
49	2
50	2
51	1
52	2
53	2
54	3
55	2
56	2
57	2
58	4
59	2
60	1
61	3
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	1
71	1
72	2
73	2
74	3
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	3
83	2
84	2
85	4
86	2
87	2
88	4
89	2
90	2
91	4
92	1
93	1
94	4
95	4
96	2
97	2
98	2
99	2
100	2
101	2
102	4
