label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	2
7	2
8	3
9	1
10	1
11	1
12	1
13	2
14	1
15	2
16	1
17	1
18	2
19	2
20	1
21	3
22	1
23	2
24	2
25	2
26	1
27	2
28	2
29	1
30	2
31	1
32	1
33	1
34	3
35	1
36	2
37	2
38	2
39	1
40	3
41	2
42	1
43	1
44	1
45	2
46	1
47	2
48	1
49	1
50	3
51	1
52	1
53	2
54	3
55	2
56	2
57	2
58	3
59	1
60	2
61	1
62	1
63	1
64	1
65	2
66	2
67	2
68	1
69	1
70	1
71	1
72	3
73	1
74	2
75	2
76	3
77	3
78	2
79	2
80	2
81	3
82	2
83	2
84	1
85	1
86	3
87	1
88	1
89	2
90	1
91	1
92	1
93	2
94	2
95	1
96	2
97	2
98	2
99	1
100	1
101	2
102	1
103	1
104	3
105	1
106	2
107	3
108	1
109	2
110	1
111	2
112	3
113	1
114	2
115	2
116	2
117	1
118	4
119	2
120	2
121	1
122	1
123	2
124	1
125	4
126	3
127	2
128	4
129	3
130	2
131	2
132	2
133	4
134	2
135	2
136	2
137	2
138	4
139	2
140	2
141	2
142	2
