label_id	PC 1_NLStdTomato_TFOR_pca_predicted	PC 2_NLStdTomato_TFOR_pca_predicted	PC 3_NLStdTomato_TFOR_pca_predicted	PC 4_NLStdTomato_TFOR_pca_predicted	PC 5_NLStdTomato_TFOR_pca_predicted	PC 6_NLStdTomato_TFOR_pca_predicted	PC 7_NLStdTomato_TFOR_pca_predicted	PC 8_NLStdTomato_TFOR_pca_predicted	PC 9_NLStdTomato_TFOR_pca_predicted	PC 10_NLStdTomato_TFOR_pca_predicted	PC 11_NLStdTomato_TFOR_pca_predicted	PC 12_NLStdTomato_TFOR_pca_predicted	PC 13_NLStdTomato_TFOR_pca_predicted	PC 14_NLStdTomato_TFOR_pca_predicted	PC 15_NLStdTomato_TFOR_pca_predicted	PC 16_NLStdTomato_TFOR_pca_predicted	PC 17_NLStdTomato_TFOR_pca_predicted	PC 18_NLStdTomato_TFOR_pca_predicted	PC 19_NLStdTomato_TFOR_pca_predicted	PC 20_NLStdTomato_TFOR_pca_predicted
1	-0.7988574207353276	0.3550637099787246	-1.4378950317318322	-2.251831315735002	0.3793487766323885	0.4996428512404158	-0.0942070451850345	-0.3568799339685887	-1.0487533134560447	-0.7567835856212094	0.1336489491922924	0.0088636034978786	0.1656192276961778	0.4247204712250104	0.4206400505767106	-1.1856740501469911	-0.5462062646129939	-0.3304654941000806	-0.5907527147975762	0.2839582652937357
2	0.0125959845398149	0.629926350021949	-1.7977898314152154	3.926272304367084	1.061222984474417	-0.8112829760996768	1.7344026174263962	1.1678116743982845	1.5173144305927009	-0.0192235809694697	0.3245200152249584	-0.0277812577169225	-0.6549401399825088	-0.1378631653001217	0.8933190613422087	-0.7796446733619775	0.1654155738511655	1.0308326523713018	1.0032372613654892	0.0717970938842996
3	-0.0752987545668635	3.099094714277125	-2.037297033705329	2.003348115206542	-1.7912606956362525	3.1851468365889675	-0.5241338509772702	0.1873462282747074	0.5020504787302916	-0.6967924384060759	0.6774654122400071	0.2932930960881057	-0.2390178981428127	0.1291900850760644	1.0153905581590694	0.7999999010407739	-0.4589267029302122	0.0441779601331711	0.8336485904651085	-0.5692465179049301
4	-0.3005996519396092	3.9034177519022406	0.9584872577463044	-1.0159347958813036	1.896028424024192	0.3341183089631664	-1.4531770905297974	-1.8561303755769512	-0.4501954178184507	1.0374648420652133	-0.2552550620318617	0.3692307565004984	-0.7170948570839248	-0.3012417913258852	0.5518085287854398	0.205078754166041	-0.481258391791465	0.5299972970142064	0.32803492625746	0.2650879555649271
5	2.4882975103238643	4.755890694136339	-1.8983657937043403	-0.9121826541622396	2.455651081459913	-3.2147656163093687	-1.254930817346864	0.6094360259406352	0.2356900641924007	-0.5386903576607583	-0.498774291960692	-0.4412555989542115	-0.5657254518185397	-0.0117339501938168	0.3178848528851611	-0.40968713991301	-0.3421962407842334	1.1698966505749064	-0.1687632179461781	0.128860098816424
6	3.6539500245652903	1.3876569037475908	-0.2333697110340755	-2.4891256906548285	-0.2372993343550303	3.109076181712301	0.0404334776297907	-1.8513662755535936	-1.1686203457360538	0.5053649225024633	-0.0035465042581993	0.4458614312348548	-1.4698049630201762	0.2838816866116392	0.1414920773727833	-0.1116180383740839	0.2818038039623816	0.5530204425371874	0.3889070005297861	-0.2850568308792746
7	3.171468984408735	2.632449321180613	-0.1427734070884196	-2.4335202663150683	2.117632854097986	2.60390549232946	0.1086628251731285	-1.2788324776144953	-0.1454363139778908	-0.9965158797075344	0.3089154309475029	0.0106057339301084	0.0049187077463243	0.2622373065442055	0.2353686255064727	0.2681628995881251	-0.6875795806077201	-0.1241448929606328	-0.0061261937468092	0.321908159288384
8	-3.3593930772685416	4.8995602743143625	1.8775807938064768	-0.9431390859569628	-0.5241228233332825	2.653912867791661	-0.8695109588049508	-2.1708597293211183	-0.2385122390007995	0.9619326511560112	0.09684112663816	0.3954977608568788	0.3158283145887594	-0.5811805487670724	-0.8236816842408657	-0.0146371490784913	0.0287736796448956	0.5372752389531268	0.9497043894290792	-0.2554136682982649
9	2.4966290991743016	-0.6686227928456819	-1.5800422698887402	-0.4071222903545912	-0.8355019408963876	0.8843750982440018	-0.2797917236996883	1.15101003327164	0.3030508588743706	0.4774380726081663	-0.3851768175217093	0.1677597730716005	-0.1153486644178019	0.8467078883433988	0.8028944136130775	-0.5664049161460989	-0.0890561670365142	-0.1821093033542187	-0.3998361060563406	0.1176980129597931
10	-0.4334229981841686	-1.0772829422119303	-2.228238007337895	-0.7058656878799114	0.2969836589608722	-0.9507568585360014	-1.0093207156346866	-0.8111287590277021	-0.0648101729715965	-0.0100985480090237	1.0067702511459826	0.3011131696048799	0.2847526903590523	0.3169423462810604	-0.5858622820706366	0.260995092564475	-0.4825083466232862	-0.1568266408219729	0.1314577313055659	0.2795552457092684
