label_id	Predicted Archetype
1	1
2	1
3	2
4	1
5	1
6	1
7	1
8	1
9	1
10	2
11	1
12	2
13	1
14	3
15	1
16	1
17	1
18	1
19	3
20	1
21	2
22	3
23	1
24	1
25	2
26	2
27	1
28	1
29	2
30	3
31	2
32	2
33	2
34	1
35	3
36	1
37	1
38	1
39	2
40	1
41	4
42	3
43	3
44	2
45	1
46	2
47	2
48	2
49	2
50	1
51	1
52	1
53	1
54	2
55	1
56	1
57	4
58	1
59	1
60	1
61	1
62	2
63	4
64	1
65	1
66	1
67	1
68	2
69	1
70	1
71	3
72	3
73	3
74	1
75	1
76	2
77	1
78	3
79	3
80	1
81	2
82	2
83	1
84	2
85	2
86	4
87	4
88	1
89	1
90	1
91	1
92	1
93	1
94	2
95	3
96	1
97	3
98	2
99	3
100	3
101	4
102	1
103	2
104	2
105	2
106	1
107	2
108	2
109	1
110	2
111	4
112	2
113	3
114	1
115	2
116	1
117	1
118	4
119	3
120	3
121	2
122	2
123	1
124	3
