label_id	PC 1_CDMPRtagRFPt_TFOR_pca_predicted	PC 2_CDMPRtagRFPt_TFOR_pca_predicted	PC 3_CDMPRtagRFPt_TFOR_pca_predicted	PC 4_CDMPRtagRFPt_TFOR_pca_predicted	PC 5_CDMPRtagRFPt_TFOR_pca_predicted	PC 6_CDMPRtagRFPt_TFOR_pca_predicted	PC 7_CDMPRtagRFPt_TFOR_pca_predicted	PC 8_CDMPRtagRFPt_TFOR_pca_predicted	PC 9_CDMPRtagRFPt_TFOR_pca_predicted	PC 10_CDMPRtagRFPt_TFOR_pca_predicted	PC 11_CDMPRtagRFPt_TFOR_pca_predicted	PC 12_CDMPRtagRFPt_TFOR_pca_predicted	PC 13_CDMPRtagRFPt_TFOR_pca_predicted	PC 14_CDMPRtagRFPt_TFOR_pca_predicted	PC 15_CDMPRtagRFPt_TFOR_pca_predicted	PC 16_CDMPRtagRFPt_TFOR_pca_predicted	PC 17_CDMPRtagRFPt_TFOR_pca_predicted	PC 18_CDMPRtagRFPt_TFOR_pca_predicted	PC 19_CDMPRtagRFPt_TFOR_pca_predicted	PC 20_CDMPRtagRFPt_TFOR_pca_predicted
1	0.5454009897399525	-2.196753455617671	-2.9505449243861985	2.4799894279386883	-0.3136134602571134	-0.4819547836688831	-1.5408090488096855	-0.520670440562665	-1.1056339834174975	-1.482670516854696	-1.2083142125086512	-0.9759707795091496	-1.6662669841473154	1.089339786703828	1.0084642566581967	-1.0578508609111426	0.0506133280934535	0.1665877558590645	0.1284391274666169	0.4337535433506927
2	3.2654093838344487	-2.1442821503693708	1.1068005951227688	-0.7688362994740037	1.2420421124510943	-0.5565499098781754	0.6046234293467476	-0.3863651436491264	-0.1020096294682026	-0.5594538188761642	1.2885399523149124	-1.2109734800321117	0.0154063697973304	0.6450970436815628	1.3286660767733058	-0.708637959846933	0.283205238728359	-0.3389797375349856	0.1804531200024435	0.1103697056029444
3	-3.650408608067821	-1.7443075217784454	-2.8024352528808665	1.4066383374214548	0.0518886118690167	-0.6955197233828518	0.9524945011153312	1.8682165761712244	0.4014672454707444	-0.8670219030340856	-1.5271202082240205	-0.2355529381814692	-0.8273043378144879	0.9655453638295552	0.501705133533921	-0.9668555346676452	-0.0757040936920723	-0.0333308114368313	-0.2233964254104066	0.0504466337876996
4	0.3778117797721125	-5.8820487143324085	1.2186354993062225	-1.0989721081615564	1.2547522950954455	0.6583695842738204	0.3330517318529429	-1.9768910289592656	-0.281401571854019	0.5642294797465905	0.6193893149526691	0.3503472750028725	0.1184210519082368	-1.1235735615818998	-1.11002287571705	0.2059675118619059	0.4438370037726664	-0.1735846909770457	-0.1042695468850459	-0.8200315246005028
5	2.877927553340228	-2.988921746424825	-2.75016394984736	3.1204581091168992	-2.2897352931760766	-0.1080771099541491	-0.1546077311869895	0.3101299101289245	-0.8127199300805508	0.2710327812431612	-0.6629673587877721	-1.3312784985064767	-0.279463069798228	0.7672878551055502	0.5569822786902064	-0.4936284566888789	-0.1680186234799534	-0.2305822368062364	0.1866389213998935	1.006011917641291
6	3.9062033643291367	-0.5218674791454063	4.207837074237967	-0.3121013732936917	0.3856452421149994	-0.3721355006597986	1.6275347382537566	1.9134218691807123	1.5804092468973856	0.1920868779598952	-0.5489008426735548	1.2518636153002674	0.3502446917648191	0.4242511427009245	-0.0353905847220376	0.2793300371178864	-0.665246383394281	0.1757019009723941	0.2495276480807504	-0.0233554209720816
7	4.475325089412557	-2.616607510023357	-2.7341410373853328	0.983771200644584	0.9487034286112276	-1.1128833064125847	-1.012653731590608	-0.8800688334455278	0.4166374802069441	0.4107847779971973	2.0155961642658644	-0.6175871291043814	-0.6215720073410532	0.1206025132819517	0.8500290461535761	-0.5767302402486623	-0.1135559997309179	-0.0666292856942667	0.1927161570338853	0.2920763176016541
8	2.487168604100184	-4.341186092025804	1.8063220548068364	-2.4699759678686237	3.7135084301212897	1.428588780312278	-0.1689260676596413	-0.5284031933099791	1.6846783582336684	1.2806632523293693	1.1340043915275393	0.8010482462389218	0.0635308028564848	-1.4166025394617068	-0.9487668202846964	0.3948355052076193	-0.1383327470907516	-0.3502565075553163	-0.3495470878014721	-0.3965615796452875
9	3.675766892304274	-1.3062208966284918	1.8213525055972064	-0.7563558984103715	0.6634797719781096	-3.7756418442173207	-1.366893404861071	-0.4672213110630285	0.385632905824032	-0.0412127761685279	0.0525344839399605	0.1604655200706387	0.3774649216997024	0.1025118137310163	0.4508548400219749	1.2278317510282577	-0.0414529839022086	-0.4518545835788585	-0.2062775994377936	-0.641817606651931
10	-2.855831122178924	-5.385253671179561	4.138152738348436	-0.0670434944311861	0.3981510611986598	0.8111076723679846	-1.5621414699621117	-0.3087589156453902	-1.2035169225654876	0.8418824810469627	0.3376165696478911	1.15000332268608	-0.0108568149549222	-0.7432851584940965	-0.1376394641153774	-0.0623693547243613	0.0339188619663013	0.431864531623424	-0.3750947831748163	0.163401995750017
11	-0.6462912034168444	-2.5749906190743275	-2.1180777721913	2.8445081513516115	1.265799218429641	0.5123290777397425	0.9849321602025354	-0.6159348660282356	2.12881548166364	-0.670641249934103	1.670960662029734	-0.1805850579583522	-0.4680882323420179	-0.6893648753103749	1.0347644439240609	1.1356945844115804	0.616326654799336	0.1543498714956848	-0.1050037713628419	-0.6063608542289645
