label_id	PC 1_CDMPRtagRFPt_CFOR_pca_predicted	PC 2_CDMPRtagRFPt_CFOR_pca_predicted	PC 3_CDMPRtagRFPt_CFOR_pca_predicted	PC 4_CDMPRtagRFPt_CFOR_pca_predicted	PC 5_CDMPRtagRFPt_CFOR_pca_predicted	PC 6_CDMPRtagRFPt_CFOR_pca_predicted	PC 7_CDMPRtagRFPt_CFOR_pca_predicted	PC 8_CDMPRtagRFPt_CFOR_pca_predicted	PC 9_CDMPRtagRFPt_CFOR_pca_predicted	PC 10_CDMPRtagRFPt_CFOR_pca_predicted	PC 11_CDMPRtagRFPt_CFOR_pca_predicted	PC 12_CDMPRtagRFPt_CFOR_pca_predicted	PC 13_CDMPRtagRFPt_CFOR_pca_predicted	PC 14_CDMPRtagRFPt_CFOR_pca_predicted	PC 15_CDMPRtagRFPt_CFOR_pca_predicted	PC 16_CDMPRtagRFPt_CFOR_pca_predicted	PC 17_CDMPRtagRFPt_CFOR_pca_predicted	PC 18_CDMPRtagRFPt_CFOR_pca_predicted	PC 19_CDMPRtagRFPt_CFOR_pca_predicted	PC 20_CDMPRtagRFPt_CFOR_pca_predicted
1	-0.8001304166046506	0.337981351768861	0.2478463890383877	0.0306742053951414	0.2199782638834084	0.1960472347398973	0.0674784465440522	-0.1475037765387096	-0.3432556366625868	0.0219285942481065	-0.0772206286285871	0.0808581132449435	0.2439500633127725	-0.0757353248071631	0.0857139248690371	-0.0552226503630293	0.0802343639852276	0.1094820121554625	0.0732362201404064	-0.0339265823285422
2	-0.8773480841048895	3.0412309529310644	1.4327225585347256	0.2175073283253467	-0.1469758573159671	0.2324175360385353	0.0140322717960439	0.0610542988360528	0.0911868192606732	-0.4258424305254091	-0.1042007005818284	0.1942656821930268	-0.0641164844656002	-0.0019114961035151	-0.2374289183362841	0.0790784893465759	-0.002468990999456	0.1049441232626059	0.1965167714941142	0.0786836659455662
3	-0.5145239468390683	2.7138431997034127	1.17546924329106	0.098969752618346	-0.4063674445790897	0.2438142376685079	-0.1613116173378936	0.2233566064304002	0.2363398182429539	0.0195561019005955	-0.1415624904643791	0.1135200695725895	0.0358741378054832	-0.0273660839834448	-0.0038855959978051	0.0496455561894965	-0.0611606967723309	-0.0583745624564904	-0.0579094062272971	-0.0557337986602901
4	-0.0175522359699336	-1.5785401557583325	-0.4614204921574948	0.8315305330695676	-1.7784044429841317	0.2576251207300699	0.5702009440656578	0.6995490983644598	-0.1210405973274336	-0.0937316986661685	0.3767322425105403	0.0311767659829632	-0.0985960662154919	-0.0824348211168897	0.1068773276098854	-0.0267444883048062	0.3001935451893753	0.1344465489915577	-0.0899852019836652	-0.1092775123827502
5	0.9242399245974235	-1.5123073962142963	-0.6862434549945059	0.1691147559956443	-0.1971557475300048	-0.1993001032587821	0.1355594596573087	0.2242098552803779	-0.1053024846261332	0.0923531294603179	0.3677272565577303	0.0069981861812878	-0.1425862898701569	-0.1108804297283544	-0.0510338492933992	-0.0488100206830049	0.0425475440560874	0.1485900182977869	-0.0455045899388986	0.0203095854167756
6	-0.4099228085555012	-1.572790071549541	-0.8307449478689872	0.0293123823722306	-0.6490135923646299	-0.1930330974781179	-0.0984020752525841	0.2238193312715519	0.3926105496232751	-0.1095689789849031	0.2997688615265906	-0.2342338751600223	-0.3106488212026546	-0.0178956461707033	-0.06749319296376	0.0161977567742389	-0.0736335939427316	-0.0568165498350079	-0.0258660239568561	-0.0752616681552383
7	-2.4391623940621527	5.242876176155142	2.851196847900588	-0.3956963017943167	-0.5241143703521852	0.1295521971493324	-0.4432070657766183	-0.1039864903375881	0.2108954038119888	-0.0065357977727724	-0.3929719547537526	0.3138421188085911	-0.1456680948701143	-0.0507281359180878	-0.0381617387608941	0.1100467670453955	0.0604814121586867	0.0876092100869954	0.2203984472031041	-0.0474130737789863
8	1.7930539940050825	-3.6512017517968474	-1.748577557989381	0.4095232512999509	0.4067773047121895	-0.3162127716832559	0.3296825288333924	0.2466910129044858	-0.2862932062610539	0.0093084376450513	0.3001615435513536	0.0241727483878076	-0.1027009422915449	-0.2384569701446099	-0.0369671217153702	-0.0621715138621596	0.1462653209092317	0.0953177199737364	-0.0410305639510817	-0.0312235531077079
9	0.0881906496009275	0.0780646126877703	-0.2705165033116232	0.0836700383450346	0.0286491532910456	-0.465523482038872	-0.2651728694135793	0.1671033140292052	0.489536276788901	-0.2078968619350847	0.1784104285283998	-0.0874073142877043	-0.232145360520434	0.0014846238706808	-0.1912070946318055	0.0278142386941068	-0.1055176906875681	-0.0483839426298902	0.0445266908732465	-0.0513584428671949
10	-1.7559766567943085	3.738205068915757	1.7874728753897342	-0.2942410707506411	0.1013581460065884	0.0920872154133106	-0.3560159642708759	-0.2725488287570159	0.3409840346913257	-0.201923274491505	-0.3767818711936924	0.0486059883308846	-0.0008362910115619	0.0890137154039831	-0.0915302736501851	0.0647848848608976	-0.084931251077234	-0.0025443707802634	0.2557499337170036	-0.0008906564962836
