label_id	PC 1_mKate2rab5_CFOR_pca_predicted	PC 2_mKate2rab5_CFOR_pca_predicted	PC 3_mKate2rab5_CFOR_pca_predicted	PC 4_mKate2rab5_CFOR_pca_predicted	PC 5_mKate2rab5_CFOR_pca_predicted	PC 6_mKate2rab5_CFOR_pca_predicted	PC 7_mKate2rab5_CFOR_pca_predicted	PC 8_mKate2rab5_CFOR_pca_predicted	PC 9_mKate2rab5_CFOR_pca_predicted	PC 10_mKate2rab5_CFOR_pca_predicted	PC 11_mKate2rab5_CFOR_pca_predicted	PC 12_mKate2rab5_CFOR_pca_predicted	PC 13_mKate2rab5_CFOR_pca_predicted	PC 14_mKate2rab5_CFOR_pca_predicted	PC 15_mKate2rab5_CFOR_pca_predicted	PC 16_mKate2rab5_CFOR_pca_predicted	PC 17_mKate2rab5_CFOR_pca_predicted	PC 18_mKate2rab5_CFOR_pca_predicted	PC 19_mKate2rab5_CFOR_pca_predicted	PC 20_mKate2rab5_CFOR_pca_predicted
1	0.0573699044779765	0.9788117241827669	0.2023426640105076	-0.0989999334364167	0.3505297991673369	0.4854968306918523	0.054054056979568	0.0582805512706652	0.1150829521651109	0.0153316141990914	0.0535578385801563	-0.0715813527684641	0.0806767636562941	-0.1784376604817041	0.1232844170066564	-0.0765851544680874	-0.0392273505103798	-0.0511723008604176	0.0158334797139475	0.0007571166548694
2	0.6608383917925778	1.9463639830923605	0.3359767507531877	0.0550794191750873	0.0740214029433627	0.7399734217982044	-0.0753261618464614	0.2213655044176908	-0.0197653888831287	-0.1063879550763509	0.0618757578530931	0.0674810910331749	0.0742054988999616	-0.1869449560160389	0.1747004717539676	-0.1702679048319574	-0.0409972472943439	-0.0522021656283546	-0.0716256840716082	-0.0116424023380517
3	0.047899657709481	2.1761649271734984	-0.2845374011415657	-0.2045764227104846	0.2308924731637469	1.5425901502005464	0.2896951014526583	0.0866870875571716	0.2576814332999573	-0.1486115302212426	0.2328822602974916	-0.056792431166984	-0.0202231145727545	-0.1965109222234995	0.1626340394525894	-0.0674613344367419	0.1315759300200957	-0.025277860601525	0.0539020055434615	0.0197408363820412
4	0.1854031215095342	0.0647643594276167	-0.3398300952436948	0.0030496352438367	-0.1120449316614132	0.2778079096204757	0.0695044458384395	-0.1071438946386101	0.0445971114374579	-0.0827013992624205	0.0616554172078448	-0.0178887279230341	-0.124144334940685	0.0103326947651373	-0.0287339627889959	0.0372935819502797	0.0998531711341732	0.0147744200656973	0.0315628264313583	0.0040801888905255
5	0.3381072930897487	1.263810650177132	0.4960519697475075	-0.0278322994884528	0.2622109433008791	0.3821196855271567	-0.0055469243009014	0.2110406407159004	-0.0035297627599846	-0.0018806150857561	0.0151549124997634	0.0159471144307208	0.1429796217430229	-0.1587922152231228	0.1435713232135238	-0.1331984786162723	-0.0997709620361501	-0.0460835591452982	-0.0446199274309827	-0.0148659803914193
6	-0.0651061809637376	0.3484208268179828	0.1465059427662393	0.0671266912267695	0.2064004361997663	0.0070293042804359	-0.1660189892021534	-0.0538155846592324	0.0562572916231132	0.0293027440806282	0.0132289324328856	-0.0503582576533941	0.0377906637449324	-0.1308424675213721	0.0688730989886426	-0.0614755697795609	-0.0403640227716442	-0.0658101521386977	0.0037800788596672	0.0129263367482687
7	-0.1556918156664901	0.7927405322819983	-0.2396352172007909	-0.0939779599949299	0.0781215198878956	0.6463039699179086	0.0122883536217957	0.0229210822489017	0.1238311477508949	-0.0276879322122291	0.0180624472829155	-0.0404437189781732	0.0203028807948688	-0.115807390414856	0.1063420132172963	-0.018668221149668	0.0464557414265456	-0.0317701412725202	0.0045266291032754	0.0322604931148803
8	0.2089421391998708	0.4002786042967485	-0.0342777637369394	-0.0213863220580757	0.1588268779712116	0.3087305853857362	0.0813036899618829	-0.0647096758746044	0.0789186709163205	-0.0440473007400082	0.0804690178475006	-0.0573762153038428	-0.0462825020680213	-0.0805100257017733	0.025695081793505	-0.0164080352273463	0.0355806273409647	-0.0187129902511323	0.0401719109689479	-0.0027627558754769
9	0.2527282797812177	0.4166141185411701	-0.0065590521037754	0.0314193335395911	0.0075784709584225	0.1865638401198904	-0.0399492894304073	-0.0130078294307251	0.0089475007261205	-0.0377295644369263	0.0233029106350329	-0.0044136654915618	-0.0261842122275014	-0.0609803746499672	0.0349819479351437	-0.0336216890598644	0.0098384846737421	-0.0182970890026143	-0.0067871965621074	-0.0032547387118925
10	0.1686559679747416	1.19472189566997	-0.2090168140089217	-0.0584854210043008	-0.0256945039414892	0.8181388798691438	0.0586587161949642	0.0777736040930867	0.0807333950016875	-0.0998716646063608	0.0650915589627593	0.0106901866224668	-0.0137139553185969	-0.0978208215904073	0.102507398061315	-0.0436028255703939	0.0693685188927052	-0.0148352241748227	-0.0107311414506114	0.0171730444723166
11	-0.3351641986944124	-0.9852620431123432	0.0107913904165245	0.0920216813241482	0.1921359558085655	-0.5984698269838972	-0.0963833420252061	-0.2605112073762566	0.0609841048415702	0.0736729100760916	0.0402335687404464	-0.1003006381109202	-0.0612268290473338	0.0026775279684288	-0.0872066374876187	0.0419175797688469	-0.0042852642183927	-0.0298303310037568	0.0746136583499819	0.0037463492012916
12	0.4043427348819622	1.2728348446700264	0.4006680145495562	-0.0660390940398366	0.2013670086330546	0.4734373352981754	-0.0028494334399252	0.2319641145757076	-0.0118839274760777	-0.0016189003430339	-0.0309016046664719	0.01880611688647	0.1439117906331121	-0.161855571674881	0.1605891926780102	-0.1214835609032533	-0.0950085276321707	-0.0399082205318322	-0.0603500915293198	-0.0115017707979789
13	0.350099244088247	0.3300633808461806	0.3119542769968261	0.1157079500947542	0.1460372306511275	-0.1370704086088313	-0.1420893403978813	-0.0241626984014529	-0.0283828892904213	0.0014406933026625	0.0174393614906754	-0.013342653122135	0.0134184061034055	-0.0993555820928478	0.0383628288021778	-0.0791940602934223	-0.0616016453587408	-0.0474213931130512	-0.0128121048297356	-0.0161208690191307
14	0.2436318400837898	1.3067173346058285	-0.0854340777066148	-0.1331850954139414	0.1202224755732227	0.8955442946841211	0.1635690489449581	0.1085756701237705	0.1047977566999724	-0.0810608140141308	0.0780645772276121	-0.0193626920902617	0.0157989760073343	-0.1262750333065196	0.1175777966576721	-0.0509220560214129	0.0458922679109966	-0.0128106000826399	0.0042929690735175	0.0050654902544957
15	-0.0050087003311647	0.4951379475400435	-0.3722185802550658	0.0117004744197871	-0.1106699289821458	0.4987828982321755	-0.0147430544533407	-0.0493421829076923	0.0731945107160994	-0.0881359832748133	0.0479682597684657	-0.0027226936577355	-0.0731540721361797	-0.0396726441725929	0.0363853937022338	0.0067142459425428	0.0988033535913549	-0.0112907668170742	0.0089168334899076	0.0288050726768588
16	-0.0330983907663539	0.0587054969606414	0.1483883362849951	0.1315894680663484	0.0377624021017503	-0.2542602616956404	-0.2047501833079593	-0.0641257261423456	-0.0128636694594226	0.0214392475301294	0.0163401837641529	-0.0014701860334807	0.0017704118787371	-0.0490610896543396	0.008667732593487	-0.0487368469132788	-0.0372030516533459	-0.0412816804027062	-0.0099017721040141	-0.0008068919886585
17	0.1611900539675936	0.3015721066658349	-0.0672348058598878	0.1425102509493162	-0.3952537949954015	0.0095929507103537	-0.1199217222229651	0.1005960405426527	-0.1256778340776504	-0.0901455242557244	0.0012962378813083	0.1433980333685413	-0.0332929549489933	0.0947407131432001	-0.0219514855149821	-0.0251891835576663	0.0322024369688216	0.0266905199641634	-0.0675175669834792	-0.0005632946840017
18	0.3616953760853013	0.6787351316072433	-0.1810555093365388	0.0906520540263663	-0.2028055720803052	0.3997481646367019	-0.0595264198816911	0.0213636978493291	-0.0231183180554011	-0.1207767794810131	0.0383886201083	0.0584338690262728	-0.0698127734653108	-0.0233684589550874	0.0337293558427265	-0.0336309864948363	0.0677621112370022	-0.0047768654026583	-0.0293862296046089	0.0086897830265912
19	0.256656069398634	-0.305258697977247	0.1879445572939234	0.0794012043614662	-0.0504354425950752	-0.3374519771393818	-0.0690288888961729	0.0159793556330696	-0.0974744577308369	0.0102395276621624	-0.0506566606401771	0.0322179180925065	0.0067167608041193	0.0302978671819635	-0.0265853642418597	-0.0127538213529912	-0.0468485443995644	0.0037027265137442	-0.0269162847798644	-0.0160317512075264
20	-0.1448701171960711	-2.10382396615889	0.635061979752667	0.1551299726914099	0.1293251481083047	-1.6663071729252588	-0.0782344486348546	-0.1470819561318717	-0.1726370019506788	0.1787958729081907	-0.046314997847171	-0.0127518592905882	0.0166078977274185	0.1848918228178394	-0.2191470972441218	0.0469795962748231	-0.155426839257857	0.0291245928107211	0.0332905264964693	-0.0599472759661562
21	0.0322890829116159	0.8813686917907583	-0.0068611460425327	-0.0633731346115928	0.150045439461815	0.5220566352874467	-0.0092600243061625	0.0578460258681192	0.0847835329145428	-0.0154188170034227	0.0141812281584135	-0.03290604145586	0.050167662042864	-0.1376819194616188	0.1154754599957072	-0.0541997018411452	-0.0019218176578454	-0.0407139426695546	-0.0077308954799381	0.0162391956149335
22	-0.6600576102945386	-0.8023951379076089	-0.1105171905908836	-0.0607354791248633	0.1584321834926929	-0.3123309901517923	0.0312205155755245	-0.1437730465308616	0.0995266837493655	0.0945535636209246	0.0180591647800617	-0.0856812347523045	0.0002950278440448	0.0330961461582623	-0.0592934811533238	0.068719214237595	0.0076413905166387	-0.0025066686028447	0.0663967242987961	0.0153139340876653
23	-0.2511342283682545	0.7524169979379416	-0.5553309796927751	-0.1005641149233021	-0.083627288147158	0.8774338063632939	0.1219914877238758	-0.0125868504342747	0.1531687357454828	-0.1055545103321567	0.0822377826840062	-0.0177547132488273	-0.0627891672298505	-0.0390697219188652	0.0583301060977278	0.032068159533308	0.1475697550276258	0.0019318195924452	0.0307013712880291	0.0454113247452014
24	0.1151598070815622	0.3339885308698191	0.1953433234305508	0.0597367321732034	0.1236589609507611	-0.0013000808758965	-0.0801637079428636	0.0031570153681832	0.0042649578695572	0.0006078633360742	0.0221844815809107	-0.010040261263068	0.0268820878609379	-0.0736320746606809	0.0393143391451713	-0.0552028525710781	-0.0357710362109152	-0.0349312763374558	-0.0052499380392302	-0.0029125074490579
25	0.4470734888822729	1.8809531767580023	0.0752754908268621	-0.0779725177436035	0.0762295479662837	1.0360252604669835	0.0629108373115948	0.2311717298407734	0.0492885765100017	-0.1072723281853281	0.0442022870161981	0.0372261384553595	0.0746450154398389	-0.1735243441788108	0.1858923083981168	-0.1161086791691419	0.0082615012261838	-0.0329300131762658	-0.0505655589023249	0.0079777245380284
26	0.2354980837503194	0.6411793958437328	0.0431553578782978	0.1028297307016748	-0.0622118324800385	0.180095732873093	-0.1514282522117011	0.0285989317911057	-0.022857482705327	-0.0513146082810828	0.0122933738269089	0.0365603414609142	-0.0035573078628505	-0.0705416178869489	0.0588284762235186	-0.0663250113518325	-0.0024378293977403	-0.0328938673744527	-0.0371810868801192	0.0048014725812351
27	-0.0896531733254134	0.0880469926063427	-0.1238595821766539	0.0968095320612718	-0.1374745133077759	-0.0022781854854109	-0.1247222187798002	-0.0361405612519635	-0.0085246182525979	-0.0347217402699193	0.0181078439440769	0.0327100927671537	-0.0356945423064661	0.0108900134354969	-0.0050982402522143	-0.0082839749886629	0.0327120672208816	-0.0107995818530945	-0.0125287185918655	0.0144470580791801
28	0.285053132667335	0.5215702351939635	0.1502582506788319	-0.0082733509500142	0.1214740077142929	0.2062390615168478	-0.0446086032415555	0.058340792054908	0.0020801490394443	-0.002200970557234	-0.0325579655076761	-0.0153683581824326	0.0486181000341275	-0.1075319959270648	0.0840115391768175	-0.0561234707348509	-0.041896182604599	-0.0335450882151971	-0.0244684284321645	-0.0007158956170731
29	0.5498745887624963	-0.5018763081650105	-0.118548987776312	0.1816675776779048	-0.3281684656697521	-0.3305472622862789	0.0166719711482314	-0.1269917410989567	-0.1221425843381099	-0.1159723432021057	0.0833455975688462	0.0710676506688603	-0.1927686565158518	0.1483518218765257	-0.1508993328479647	0.0360083035772028	0.0795468440771249	0.0530751329409225	0.0119428429173339	-0.0356455967368937
30	-0.3814266609218819	-0.5850828806917995	-0.0524957590442438	-0.0437392833566035	0.1880489808046681	-0.2169581593172927	-0.043826492622388	-0.1089036407738181	0.0742190362731706	0.0893374355135191	-0.0508805373850751	-0.0896471445524847	0.028546910184593	-0.0379202207631243	0.0015540579486619	0.0377597391301235	-0.0216768118421587	-0.0276490044492975	0.0353607033012788	0.020983293567934
31	-0.0284379740314532	0.0838159072245103	0.0917744715713483	0.0802956322078052	0.057624339900448	-0.1380998920037093	-0.1543705051798899	-0.0516439014585566	0.0057197012005369	0.0222377297809606	0.0022261672633468	-0.0150278700452584	0.0073965472455831	-0.0576669218347703	0.021602629102624	-0.0368071744641975	-0.0292857325834391	-0.0370106216426831	-0.0062839652332131	0.0027790415204676
32	-0.2125519613468913	-0.7436180578879831	0.2041559828095954	0.1047110018348103	0.2098208455498424	-0.6382290520613583	-0.1217406005526744	-0.190766424042742	0.0222489216847368	0.0833973720236307	0.0354260064243166	-0.0745189578785094	-0.0212822058471107	-0.0127455784217735	-0.067043770672921	0.0030478165514137	-0.0481249684778669	-0.0336181533127495	0.0504563202098867	-0.0104197207093184
33	0.1383621206734384	-0.0425275082348578	0.2636464055078266	0.0769873567243386	0.1401171627681866	-0.2143184149298387	-0.0941927084059651	-0.0012477144218085	-0.0308639594599565	0.0238326300920493	-0.0259049277996159	-0.0124030759914776	0.0426321585596535	-0.0522825280933752	0.0217181788062605	-0.0415021467463514	-0.0599175943327756	-0.0332228699515001	-0.0088947106081392	-0.0023810554284594
34	0.1009984803518227	-0.8397241893808415	0.5527166998750089	0.1228520494661887	0.2646110309384846	-0.8729335911720758	-0.0698727234095905	-0.0966385212724341	-0.070875729190048	0.0951789709108265	0.0098496777382557	-0.0410871826189755	0.0272810939725065	0.0140674070469022	-0.0821962603580677	-0.0240921316260806	-0.1161530666118904	-0.0194500744576232	0.0297504866191306	-0.0383366621868462
