label_id	Predicted Archetype_archetype_CFOR_classifications
1	1
2	1
3	1
4	2
5	1
6	2
7	3
8	2
9	1
10	1
11	2
12	1
13	1
14	2
15	2
16	1
17	1
18	1
19	1
20	3
21	2
22	2
23	3
24	1
25	1
26	1
27	1
28	1
29	1
30	2
31	1
32	2
33	1
34	1
35	1
36	1
37	1
38	4
39	1
40	2
41	1
42	2
43	2
44	1
45	2
46	2
47	1
48	2
49	4
50	1
51	2
52	1
53	2
54	2
55	1
56	1
57	2
58	2
59	1
60	4
61	2
62	1
63	1
64	2
65	1
66	2
67	1
68	2
69	1
70	2
71	2
72	2
73	4
74	2
75	1
76	1
77	1
78	2
79	1
80	2
81	4
82	1
83	2
84	2
85	2
86	1
87	2
88	1
89	2
90	1
91	2
92	1
93	3
94	2
95	2
96	2
97	4
98	2
99	1
100	1
101	2
102	4
103	2
104	2
105	2
