label_id	Predicted Archetype
1	1
2	1
3	1
4	2
5	1
6	2
7	1
8	2
9	1
10	3
11	2
12	1
13	3
14	1
15	2
16	1
17	1
18	1
19	2
20	1
21	1
22	2
23	2
24	1
25	3
26	1
27	1
28	1
29	1
30	4
31	1
32	2
33	1
34	1
35	1
36	1
37	1
38	2
39	1
40	1
41	3
42	3
43	2
44	1
45	3
46	1
47	1
48	3
49	1
50	1
51	4
52	2
53	4
54	3
55	1
56	2
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	3
66	1
67	1
68	2
69	2
70	1
71	3
72	2
73	1
74	1
75	2
76	2
77	1
78	3
79	3
80	2
81	3
82	1
83	1
84	4
85	4
86	3
87	1
88	1
89	2
90	1
91	2
92	2
93	2
94	2
95	4
96	2
97	4
98	2
99	1
100	2
101	2
102	3
103	2
104	2
105	2
