label_id	feature 1_mKate2GM130_CFOR_raw_measured	feature 2_mKate2GM130_CFOR_raw_measured	feature 3_mKate2GM130_CFOR_raw_measured	feature 4_mKate2GM130_CFOR_raw_measured	feature 5_mKate2GM130_CFOR_raw_measured	feature 6_mKate2GM130_CFOR_raw_measured	feature 7_mKate2GM130_CFOR_raw_measured	feature 8_mKate2GM130_CFOR_raw_measured	feature 9_mKate2GM130_CFOR_raw_measured	feature 10_mKate2GM130_CFOR_raw_measured	feature 11_mKate2GM130_CFOR_raw_measured	feature 12_mKate2GM130_CFOR_raw_measured	feature 13_mKate2GM130_CFOR_raw_measured	feature 14_mKate2GM130_CFOR_raw_measured	feature 15_mKate2GM130_CFOR_raw_measured	feature 16_mKate2GM130_CFOR_raw_measured	feature 17_mKate2GM130_CFOR_raw_measured	feature 18_mKate2GM130_CFOR_raw_measured	feature 19_mKate2GM130_CFOR_raw_measured	feature 20_mKate2GM130_CFOR_raw_measured	feature 21_mKate2GM130_CFOR_raw_measured	feature 22_mKate2GM130_CFOR_raw_measured	feature 23_mKate2GM130_CFOR_raw_measured	feature 24_mKate2GM130_CFOR_raw_measured	feature 25_mKate2GM130_CFOR_raw_measured	feature 26_mKate2GM130_CFOR_raw_measured	feature 27_mKate2GM130_CFOR_raw_measured	feature 28_mKate2GM130_CFOR_raw_measured	feature 29_mKate2GM130_CFOR_raw_measured	feature 30_mKate2GM130_CFOR_raw_measured	feature 31_mKate2GM130_CFOR_raw_measured	feature 32_mKate2GM130_CFOR_raw_measured	feature 33_mKate2GM130_CFOR_raw_measured	feature 34_mKate2GM130_CFOR_raw_measured	feature 35_mKate2GM130_CFOR_raw_measured	feature 36_mKate2GM130_CFOR_raw_measured	feature 37_mKate2GM130_CFOR_raw_measured	feature 38_mKate2GM130_CFOR_raw_measured	feature 39_mKate2GM130_CFOR_raw_measured	feature 40_mKate2GM130_CFOR_raw_measured	feature 41_mKate2GM130_CFOR_raw_measured	feature 42_mKate2GM130_CFOR_raw_measured	feature 43_mKate2GM130_CFOR_raw_measured	feature 44_mKate2GM130_CFOR_raw_measured	feature 45_mKate2GM130_CFOR_raw_measured	feature 46_mKate2GM130_CFOR_raw_measured	feature 47_mKate2GM130_CFOR_raw_measured	feature 48_mKate2GM130_CFOR_raw_measured	feature 49_mKate2GM130_CFOR_raw_measured	feature 50_mKate2GM130_CFOR_raw_measured	feature 51_mKate2GM130_CFOR_raw_measured	feature 52_mKate2GM130_CFOR_raw_measured	feature 53_mKate2GM130_CFOR_raw_measured	feature 54_mKate2GM130_CFOR_raw_measured	feature 55_mKate2GM130_CFOR_raw_measured	feature 56_mKate2GM130_CFOR_raw_measured	feature 57_mKate2GM130_CFOR_raw_measured	feature 58_mKate2GM130_CFOR_raw_measured	feature 59_mKate2GM130_CFOR_raw_measured	feature 60_mKate2GM130_CFOR_raw_measured
1	-0.4912362957515361	0.2710249746261433	-0.0237560882287601	-0.6672460767432433	-0.3701387861098384	-0.5287441930683358	-1.13249459288413	-0.4736981236241111	-1.6230883656443351	-0.444311942533988	0.1999861968587908	-0.8303052901850209	-0.072541484801196	-0.0117943739676313	-0.0263990226574336	-2.875132493790728	-0.6121354646490975	-0.6912077510919887	-0.30270306533749	-0.3045043003842199	-0.0563376452961636	-1.757152625928942	-0.3669768665687791	-0.7006033916168094	0.0273473530635966	0.4276359607027997	-0.0700276010126072	0.1540203837656368	0.3177333130552677	0.8173748641647338	-0.2326742244110797	-0.0202139031513259	-1.7396816835918358	0.0792431519919034	0.2000136109549251	-1.0816706869642638	-1.0916679728374974	0.2760307333227549	-0.7096546222495507	-0.3245411213834803	-0.4459726140818573	-0.9468528935878686	-0.235903665946123	-0.1525955073084097	-0.143067372065126	0.7990404936548023	0.5015285400137471	-0.5150328256555239	-0.189466286596168	1.007627450017762	-1.1602992125764977	-2.524398510488433	-1.2325868716540755	-2.1039979477501856	-1.294319709819947	0.0602241592435822	-0.0910475353741372	-0.5079772399731894	0.4186994852986685	-0.1474398877592919
2	-0.0431863302006489	-0.1917400311184686	-0.5021730931455987	0.1428503006495022	-0.2892643835241857	-1.7615456067918185	-0.0607004330362583	-1.754445176850007	-2.7340181758197253	0.7771060464100036	-1.120410113644326	-1.9447484688006256	0.2681534553772216	0.2109259808574874	-1.5103792434023182	-2.1988735344448824	-1.5009904568504595	-1.5059533871538031	-0.1608931112156118	-0.2242310964913931	-0.4435361519706786	-0.924731635753349	-1.4830087868782864	-1.7112362775887076	0.3071335219477328	-1.070078942247246	-1.2868490481544184	-0.0035645872376544	0.0324679926348319	-0.0465900820058267	1.048245509930522	-1.3676646492529727	-2.873372825915003	1.13399943405666	-1.3713344606880344	-2.388454503706536	-0.2592469826619044	-0.8400011869867524	-1.7202875082214488	0.4433735915207686	-0.2960037280145745	-2.5186229225952146	0.1673623568029509	-0.1619799920715926	-0.8104426543511344	0.8376127258331499	-1.4235027067804125	-2.073255183025624	0.4949558262847288	-0.2865572595764517	-2.276099120827741	-1.6638415943284162	-2.4082552897098006	-3.1585815706594738	-0.7326645968411543	-0.5669588159057879	-0.6883795557605159	0.2765043560318372	-0.6399252002561558	-1.1014239001738992
3	0.0720467923811916	-0.390073964455105	-0.6518739098127723	0.5797338052671959	-0.4123223204018478	-1.8621884601222671	1.1378443142580854	-1.2294187693787064	-2.3032647459234594	1.5500719908795464	-0.8604837414120242	-1.7468279030991885	0.3988925053368519	0.0196396758118373	-1.6741527902079512	-1.0410637847514432	-0.959206684432037	-1.0542098164581457	0.0988568943759799	-0.3990387717144724	-0.534313840632008	0.2616847363538799	-0.956278702615424	-1.2739765702357202	0.9251471517180468	-1.071776227035283	-1.3106326802302957	0.1065076185255369	-0.0162539760440789	-0.2096459842691098	1.9665481089535235	-1.0196941779565414	-2.6043761885514867	1.831241300196766	-1.255656324244979	-2.2972425635533504	0.927169389445324	-0.3132711027238902	-1.2830278008684617	0.8778183417206217	-0.4474214934955702	-2.601306128837705	0.2809093693894662	-0.450611681496356	-0.9837651422686275	1.3240211993098017	-1.5695276290253244	-2.1745800429197573	0.9533454775064032	-0.3130235073229478	-2.2934541000357584	-0.4774252222211874	-1.8815252054469385	-2.7213218633064864	0.1385082003346287	-0.202578826419751	-0.3957997118733657	0.8544031493936941	-0.5229769306308707	-1.0110520224742854
4	0.0162119327885899	0.0958417923589044	-0.2181816963767092	0.0863723098928093	-0.336719308645697	-1.201102372122535	0.3939163958196856	-0.7556095285518385	-1.8141184595757816	0.8861553846085944	-0.3412241846915147	-1.2190876152749417	0.2429209738912452	-0.0429707327379533	-0.6613183346504399	-1.2816416185643456	-0.32393558294425	-0.4224385741379836	0.1199586654668479	0.0071107455798422	-0.2451513848553232	-0.2793188472470409	-0.4096441726293895	-0.7204874647992505	0.8312744854901823	-0.5494853441411374	-0.8476338147651992	0.0065009427653515	-0.0811920253014113	-0.0076708745501115	1.26761924323014	-0.5114714863017458	-2.083067308759936	1.7510929670817752	-0.350966021264165	-1.4553426658956472	0.0581157097064988	0.0465148503125696	-0.8952521442271835	-0.0454075067592119	-0.8480254667239869	-1.8018321993175448	-0.1330273344032002	-0.5960113607951648	-0.1286418464650682	1.2477054243587689	-1.1067358027695773	-1.4617201458845173	1.0543903653088256	0.641332873522808	-1.4256901970824225	-0.7497459798538529	-1.2208837325954882	-2.0659194899986058	-0.5050866992039302	0.2472520443308054	0.0725483197999931	0.4285997337273728	0.092241588073501	-0.4166191666867745
5	-0.1694534720975299	0.1296054409997525	0.1227099928664671	0.2807451371776316	0.0647452825863083	-0.2525587147674843	-0.0731833092228302	-1.0936071203845437	-1.0478767785445728	0.2263853552323659	-0.5493358426042941	-0.4730252488954681	0.1399630248191481	0.8370988099753173	-0.0905692518587863	-2.160936022442636	-0.8140560988978341	0.0121398429848363	0.0241420744648962	-0.0704845371353224	-0.0857615869842132	-0.9044307346712004	-0.8154073644419403	-0.0934922979164262	-0.1007775933304529	-0.1211276292581886	0.0977888513666849	0.6246714364334506	0.8163280267703866	0.9857788405876888	0.5086841753902165	-0.7183654338556827	-1.2996308133671437	-0.0526966749724579	-0.4532460451060522	-0.9235940262604828	-0.3093235136137	-0.2530031687676731	-0.0734318508420186	-0.3927532187685922	0.2692920750983726	-0.7437614952302429	0.0651512684757971	0.2009075705350492	0.1517056085189317	-0.0715683427527469	-0.0289537874812194	-0.3475187960942077	0.20564732895677	0.0015801465288566	-0.7171840158202514	-1.6466735361353215	-1.7659607891416371	-1.4840043029790206	-0.8980997105778457	-0.1184075008081161	0.3338049923617873	0.0548214633718799	-0.1398132609215868	0.0562735661720514
6	-0.0563515192229184	-0.2452744540294904	-0.423998317224062	0.1450461422279367	-0.3192904494903094	-1.4604230061906731	1.6253415115110934	-0.6517514074747133	-1.6556491693926083	1.1328020091365258	-0.8603591873741702	-1.6098389972300524	0.5146763389872757	0.2725794258748359	-1.1476310634801212	-0.3389033899836438	-0.2319046138175888	-0.2704462122656627	0.0421108715988461	-0.1480734424026381	-0.1993454332152171	0.7491819336068879	-0.3786113407114309	-0.6263609937048691	0.574387848921184	-0.9482253618696924	-1.0279018883482345	0.0165300335814968	-0.0185349665485294	-0.0039428152880933	1.7014681587747864	-0.884950448508527	-2.3369184393008187	1.2096529875272974	-1.2950411624577296	-2.137889390175989	0.8258535148141899	-0.154310152574933	-1.0232801400197489	0.4626559771572914	-0.3512208498252153	-2.1650864204822824	0.1753044336063653	-0.1668127481220666	-0.4783310785406928	0.8904765880938685	-1.3965849274617843	-1.7710517172154294	0.5165026722348861	-0.2573339601983376	-2.0696548419327327	0.4565115980604162	-0.9936142729810792	-1.7854639916934794	0.1113113390921807	0.0024341674615946	-0.0927189247614966	0.4957091097107382	-0.4895914958975538	-0.8539327690341503
7	-0.1698010561028883	0.1619090219762367	-0.0169857920508892	-0.0962065226435526	0.3524519201074818	-0.1943636349334208	-0.9826976212335096	-1.1876566972763656	-1.6213320181329935	-0.5612150642267983	-0.6684659181467103	-0.6718322896824053	0.1638358626154059	0.8364733306486904	-0.3827075105903611	-2.664923696716712	-1.0355670092661629	-0.911150543229772	-0.0659425103112568	-0.0636693955343635	0.1042527752838236	-1.4970413464323329	-0.938720516082408	-0.9181347257518928	-0.0099215062370754	-0.3383945741830938	0.1256712738193129	0.6392105092323139	0.6078524759400443	0.6616100083735592	-0.379013597915702	-0.9515814761118632	-1.5519906720159091	0.3028757586600817	-0.6817557405816916	-0.7933277050887986	-0.856967834321396	-0.295383811604275	-0.8823713786902239	0.3817597235824531	0.5256399813892579	-0.8385892116096404	0.0947778095513599	-0.0074895156517054	-0.0225168955165724	-0.3282274338498987	-0.4643922381234965	-0.3163875852324567	-0.3557919833688536	0.3894518400044867	-0.670750565316037	-2.36475788663602	-1.838497293327933	-2.2252064915965444	-1.1644214436644251	-0.164352481222744	-0.1912909739415741	-0.2174536222140674	0.0018642180050412	-0.192852163385706
8	0.1985585919370978	0.0098743851949809	-0.1714188639623757	-0.5715518390204964	-0.6143686747564614	-0.5810354058755113	0.1395539617749499	-0.4257761896050023	-1.4614596690894883	0.8157554801764065	0.0534372291431617	-0.7924663854986143	-0.0793308914719006	0.0284825299930497	0.0140520257599106	-1.4583827945610128	-0.1938299042857336	-0.3142833524724406	0.2069933507457367	-0.1174005427421981	-0.071404627318891	-0.4871385003054449	-0.1339064401263952	-0.4412953502079958	1.0923650486359675	-0.2697317172750672	-0.3587375256239196	0.1762010954976978	0.0387607624106571	0.6582717453481337	1.194153296396936	-0.0701345029692537	-1.6214687011743008	1.689372110391549	-0.0205541093506997	-1.1108878975107703	-0.0640052955416949	0.4782331281455703	-0.4421713370718728	-0.3263935453714002	-0.7132358701886895	-0.9814449552817288	-0.1299472196385294	-0.3162638217494361	0.0847177708476643	0.0567071779464782	-1.7987200145973852	-0.8893478853578678	0.9389166950954214	0.7443811084913053	-1.1804473647535167	-1.053526390181343	-1.0243168583805948	-1.874060876945285	-0.3238664053283329	-0.0461289804074459	-0.0664442979430185	0.2965341499707703	0.1974674908192588	-0.2594475750772692
9	-0.3226538417896728	0.0409074957386204	0.1072548605389422	0.4226866286529847	0.4122740730586539	-0.0355834374064381	-0.4857860342570499	-0.0216864997497805	0.1896226984362992	-0.0207334005370722	-0.1623106755901666	0.0072809562278772	1.4372384485608174	1.2469894335306988	0.0883953976252331	-2.6515691469615312	-0.5015913838952888	0.5353979368176011	0.1647989281500776	0.2357890089369728	0.5696238972044266	-1.3711935329409473	-0.4348736688508623	0.3209410528212086	0.1826461718303441	-0.1599469773162536	0.1041763379498471	1.4999951278650376	1.2839099966877077	1.4054485975649118	-0.0645100709095386	0.0261985714563659	-0.0240502576336893	0.1524612849689457	-0.2110389724365524	0.0802168764222608	-0.7336718176440049	-0.0340835114461823	0.1065649582771135	1.0460825698194325	0.6690635020953482	-0.3111323294197697	1.0647462607793026	0.641240003752792	0.490583237702734	0.9132158914965824	-0.1670985162874373	0.304592650257308	-0.0956461910150528	0.1953231319091673	-0.252601807575797	-2.053794148652784	-0.6296119261843494	-0.1991139388379189	-1.3906400021233254	-0.1166262937822808	0.4322901786566014	-0.2870417434681285	-0.1279190934560143	0.0915199781697219
10	0.0286527483184277	-0.224683223798903	-0.4200562197664363	0.3052635873515785	-0.2746647277848901	-1.44331682998336	1.5126206096048411	-0.7441952319469545	-1.7177125960516475	1.0841653006158247	-0.9032559711033844	-1.622870030956212	0.2865162819640248	0.0700384158214169	-1.2094008434154695	-0.5880121082435892	-0.4613972358666713	-0.4752354220415624	-0.0121615916396737	-0.2284606420312521	-0.2084751820491689	0.7147364128617335	-0.4584692540500581	-0.6950021758191373	0.6201350545678963	-0.9461548937530732	-0.9508763740724524	0.0717475644460488	-0.0705142654929968	-0.0019472447364417	1.5646035477219489	-1.0129010512773602	-2.4239220467773	1.243087653269146	-1.3027073791674866	-2.127381145479936	0.5195288873480021	-0.3496868103418554	-1.1660624618753157	0.5063212997624391	-0.4025761699668376	-2.190735645935634	0.2087606383573089	-0.3009774402733014	-0.4954592057602728	1.0665499850661455	-1.407082382478801	-1.7661940684576467	0.6021901899054044	-0.2440189724567179	-2.049979677754816	-0.0243735457133333	-1.383715756881572	-2.142347468889904	-0.0794513372484226	-0.1345153673712374	-0.1873286536270973	0.3727856606011626	-0.5982490685694437	-0.9512066240769448
