label_id	Predicted Archetype_archetype_CFOR_classifications
1	3
2	1
3	1
4	1
5	2
6	2
7	2
8	2
9	2
10	1
11	1
12	1
13	2
14	1
15	1
16	1
17	2
18	1
19	2
20	1
21	1
22	2
23	2
24	1
25	1
26	1
27	1
28	2
29	1
30	1
31	1
32	1
33	4
34	4
35	2
36	4
37	2
38	4
39	2
40	2
41	2
42	2
43	1
44	1
45	1
46	2
47	1
48	1
49	2
50	2
51	1
52	2
53	1
54	3
55	2
56	1
57	2
58	1
59	1
60	3
61	3
62	4
63	2
64	1
65	4
66	2
67	2
68	4
69	2
70	2
71	2
72	2
73	2
74	2
75	1
76	1
77	2
78	2
79	1
80	3
81	1
82	2
83	2
84	2
85	2
86	4
87	1
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	2
101	3
102	2
103	1
104	1
105	2
