label_id	Predicted Archetype
1	2
2	2
3	1
4	2
5	2
6	2
7	2
8	2
9	2
10	2
11	2
12	3
13	2
14	2
15	3
16	2
17	1
18	2
19	2
20	3
21	3
22	1
23	2
24	1
25	1
26	3
27	4
28	2
29	2
30	2
31	4
32	1
33	1
34	4
35	2
36	2
37	2
38	3
39	2
40	2
41	4
42	3
43	2
44	2
45	2
46	2
47	2
48	2
49	2
50	2
51	2
52	2
53	3
54	3
55	2
56	2
57	1
58	2
59	1
60	2
61	2
62	4
63	2
64	2
65	1
66	2
67	4
68	4
69	2
70	4
71	4
72	2
73	4
74	3
75	3
76	2
77	3
78	2
79	2
80	2
81	2
82	2
83	2
84	4
85	3
86	2
87	3
88	2
89	4
90	2
91	3
92	2
93	4
94	3
95	3
96	2
97	4
98	2
99	2
100	2
101	4
102	3
103	2
104	2
105	2
