label_id	Predicted Archetype_archetype_CFOR_classifications
1	2
2	1
3	1
4	1
5	3
6	1
7	1
8	1
9	1
10	2
11	1
12	3
13	2
14	1
15	4
16	1
17	1
18	1
19	1
20	4
21	1
22	4
23	1
24	1
25	2
26	1
27	1
28	1
29	3
30	1
31	2
32	2
33	3
34	2
35	2
36	1
37	2
38	2
39	4
40	1
41	2
42	4
43	1
44	4
45	1
46	1
47	2
48	2
49	4
50	2
51	1
52	2
53	2
54	2
55	4
56	4
57	4
58	2
59	4
60	2
61	2
62	4
