label_id	Predicted Archetype
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	2
10	1
11	1
12	1
13	1
14	2
15	4
16	3
17	1
18	1
19	1
20	4
21	2
22	1
23	1
24	4
25	1
26	1
27	1
28	1
29	1
30	2
31	1
32	1
33	1
34	3
35	1
36	2
37	1
38	2
39	1
40	2
41	2
42	2
43	1
44	1
45	1
46	1
47	2
48	1
49	1
50	1
51	4
52	2
53	1
54	1
55	1
56	2
57	2
58	1
59	2
60	1
61	1
62	1
63	2
64	2
65	1
66	1
67	2
68	2
69	2
70	4
71	4
72	2
73	2
74	1
75	1
76	1
77	1
78	2
79	3
80	2
81	2
82	3
83	2
84	1
85	1
86	4
87	2
88	3
89	2
90	2
91	4
92	3
93	4
94	1
95	2
96	2
97	2
98	1
99	4
100	2
101	2
102	4
103	2
104	2
105	2
106	3
