label_id	Predicted Archetype
1	1
2	1
3	1
4	2
5	3
6	1
7	1
8	1
9	2
10	1
11	1
12	1
13	1
14	2
15	3
16	3
17	1
18	1
19	1
20	3
21	1
22	1
23	1
24	2
25	1
26	1
27	2
28	1
29	1
30	1
31	3
32	3
33	1
34	3
35	1
36	3
37	2
38	2
39	3
40	2
41	2
42	2
43	1
44	1
45	1
46	1
47	2
48	4
49	1
50	1
51	4
52	2
53	2
54	2
55	1
56	2
57	1
58	2
59	2
60	2
61	1
62	1
63	1
64	2
65	1
66	4
67	4
68	2
69	2
70	3
71	4
72	2
73	2
74	2
75	3
76	2
77	2
78	2
79	4
80	2
81	3
82	2
83	3
84	2
85	2
86	4
87	4
88	3
89	2
90	2
91	4
92	2
93	3
94	2
95	2
96	2
97	4
98	2
99	2
100	2
101	2
102	4
103	2
104	2
105	2
106	3
