label_id	Predicted Archetype
1	2
2	2
3	2
4	2
5	1
6	2
7	2
8	2
9	2
10	2
11	2
12	1
13	1
14	2
15	2
16	2
17	2
18	2
19	2
20	2
21	3
22	2
23	1
24	2
25	2
26	2
27	2
28	2
29	2
30	3
31	2
32	3
33	1
34	1
35	2
36	2
37	1
38	2
39	3
40	1
41	2
42	4
43	1
44	1
45	2
46	2
47	2
48	1
49	1
50	2
51	2
52	1
53	3
54	2
55	2
56	1
57	1
58	1
59	2
60	4
61	1
62	2
63	1
64	1
65	1
66	1
67	2
68	2
69	3
70	1
71	3
72	1
73	3
74	1
75	4
76	4
77	1
78	1
79	2
80	3
81	3
82	1
83	2
84	1
85	1
86	1
87	4
88	1
89	2
90	2
91	3
92	2
93	2
94	2
95	4
96	4
97	2
98	2
