label_id	Predicted Archetype
1	1
2	2
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	4
12	2
13	2
14	1
15	2
16	2
17	1
18	2
19	2
20	3
21	1
22	1
23	2
24	1
25	1
26	1
27	1
28	1
29	2
30	1
31	2
32	2
33	2
34	2
35	1
36	2
37	2
38	2
39	2
40	1
41	2
42	2
43	1
44	2
45	1
46	1
47	2
48	2
49	1
50	4
51	2
52	2
53	4
54	2
55	2
56	1
57	2
58	2
59	1
60	1
61	4
62	4
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	4
71	2
72	2
73	2
74	1
75	1
76	1
77	2
78	2
79	1
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	4
91	2
92	2
93	1
94	2
95	2
96	2
97	2
98	3
99	2
100	2
101	4
102	2
103	4
104	4
105	1
