label_id	Predicted Archetype
1	1
2	1
3	3
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	3
13	1
14	3
15	1
16	1
17	1
18	2
19	3
20	2
21	1
22	1
23	2
24	1
25	1
26	1
27	1
28	2
29	2
30	1
31	1
32	2
33	2
34	2
35	2
36	1
37	1
38	2
39	2
40	2
41	2
42	2
43	1
44	4
45	2
46	2
47	1
48	2
49	3
50	4
51	2
52	2
53	3
54	2
55	2
56	4
57	1
58	3
59	1
60	1
61	3
62	2
63	2
64	2
65	2
66	2
67	1
68	2
69	3
70	3
71	2
72	2
73	3
74	2
75	1
76	1
77	2
78	2
79	1
80	2
81	4
82	2
83	2
84	2
85	2
86	3
87	1
88	2
89	2
90	4
91	2
92	2
93	4
94	2
95	4
96	2
97	2
98	2
99	2
100	2
101	1
102	3
103	4
104	4
105	3
