label_id	PC 1_lysotrackerdeepred_CFOR_pca_predicted	PC 2_lysotrackerdeepred_CFOR_pca_predicted	PC 3_lysotrackerdeepred_CFOR_pca_predicted	PC 4_lysotrackerdeepred_CFOR_pca_predicted	PC 5_lysotrackerdeepred_CFOR_pca_predicted	PC 6_lysotrackerdeepred_CFOR_pca_predicted	PC 7_lysotrackerdeepred_CFOR_pca_predicted	PC 8_lysotrackerdeepred_CFOR_pca_predicted	PC 9_lysotrackerdeepred_CFOR_pca_predicted	PC 10_lysotrackerdeepred_CFOR_pca_predicted	PC 11_lysotrackerdeepred_CFOR_pca_predicted	PC 12_lysotrackerdeepred_CFOR_pca_predicted	PC 13_lysotrackerdeepred_CFOR_pca_predicted	PC 14_lysotrackerdeepred_CFOR_pca_predicted	PC 15_lysotrackerdeepred_CFOR_pca_predicted	PC 16_lysotrackerdeepred_CFOR_pca_predicted	PC 17_lysotrackerdeepred_CFOR_pca_predicted	PC 18_lysotrackerdeepred_CFOR_pca_predicted	PC 19_lysotrackerdeepred_CFOR_pca_predicted	PC 20_lysotrackerdeepred_CFOR_pca_predicted
1	0.2815073908523091	0.0775021951802907	0.3048735574242749	0.1339634047873034	-0.2497996349975169	-0.1023746794960517	0.0189238713674832	0.0628196004488135	-0.1151835404821338	-0.0686798997267248	-0.0671692579894697	0.0390114498307247	-0.0023110194663297	-0.0691521208178156	0.0160034312322147	-0.0295704543441612	-0.0165122385677599	-0.041835662356404	0.0555938954801021	0.0601668442498986
2	2.1225768253649053	-1.8403316940050465	0.5229187092648171	0.9022107227376914	0.5887231816517089	-0.3759442753475698	-0.171203406344469	-0.0424346416897866	-0.1660424967356867	-0.0966408321999921	0.0887772203768247	-0.0504338575017219	-0.173208441279939	-0.1529585039751301	-0.0406093154009707	-0.0015270863199046	-0.0380148095112874	-0.070572440990149	0.1199762168347141	0.1019825256685337
3	-0.325640024547606	-0.1346963907585068	0.1528560048501561	-0.0242211694487588	-0.0684154058221264	-0.0207438368669208	-0.0138953871963524	0.0444251478528281	-0.0490065348404539	0.0187187111171712	-0.0503490507298702	0.0395240197759168	-0.0245384316602356	-0.0660723344869352	0.0395295944251502	-0.0340050452374929	0.0124765996459564	0.0478336456762319	0.0170423360547134	0.013460336433088
4	2.356950240993162	-2.7980260526202487	0.553959514233669	1.0726194998153953	0.6176532042377245	-0.1616484402229186	-0.0287077267461204	0.0092790750817919	0.0637758836972837	0.0124149878319195	0.1281568258058539	-0.1297520259497317	-0.018056245349921	-0.0003542313759906	-0.0119558191067041	-0.0173617359343089	0.0152816261302099	-0.0117205216534786	0.0921763459601254	0.0373680113452063
5	-0.3190339863769771	0.3277681683840889	0.0904406070001395	-0.1396562048218085	-0.0082422736774968	-0.0121581653431019	-0.1349827160419532	-0.0650291347025395	-0.1049689684190083	-0.0557004016761006	-0.0049273801999404	0.0746820740115702	-0.0910027982061387	-0.0367389738671446	0.01573064054123	0.0051066934759063	-0.0248294028982614	0.0080370595190277	-0.0005284363164845	-0.022685702729848
6	-0.8638495266192111	1.2764000721344215	-0.193732451264297	-0.5078650297717731	-0.0731867547933929	0.2347476523582818	-0.0258791251369649	-0.0496724425724675	0.0576715775534306	-0.1378242065312157	-0.1473808365744852	0.0062775507550825	-0.0932719912743909	0.176843860409905	0.0282882418126226	0.0133177613767318	0.0069600832289221	-0.048317884362739	-0.0836732004808327	-0.0407325544647434
7	1.5050323785499171	-2.2171176286963816	0.3567936033544781	0.6215264191583031	0.5779414636749232	0.1681151454714187	-0.1264086781119822	-0.0522127684821893	0.1730503048035565	-0.1405670542703502	0.0929714991166402	-0.1120398894443236	-0.0412020022241629	0.2339414848488111	0.0724657313964493	-0.0319316556025045	0.0131123342130146	0.019159726723977	0.0144423297454708	-0.0771755933503916
8	1.7626675454739078	-2.2387476223609646	0.1441628037510896	0.7995881947660651	0.4562333089118479	-0.2511680413831611	0.1015236138715792	0.1203378382219474	0.0521171224625398	0.0645604960654351	0.1005227259441444	-0.1660187843037283	0.0632467150078671	-0.0171070287529298	-0.0195282306232081	-0.0309234221167678	0.0032783620074277	0.0106350344437026	0.08359911523718	0.0596918714767871
9	1.7384929502441222	-2.9796530300459376	0.0422343647810702	0.9198440847928184	0.6826103798237418	-0.2200616464853071	0.0989783924547838	0.150678392672966	0.1597968644558989	0.0373870933143454	0.1782920192917181	-0.2154318723653521	0.1069046289468016	0.0358813384652766	0.0046639337890383	-0.0701878417744702	0.0095048675105356	0.1028513821887707	0.0597612452771594	0.0245925270483861
10	-0.427201212964841	1.1812871820468993	0.0962396118448191	-0.1490595507115391	-0.4044919796097473	-0.3103316936167447	-0.0271413124934446	0.0082292719003077	-0.2949033423518545	0.0766140406303732	-0.0351200764904545	0.1442866727699614	-0.0407165319492065	-0.3108302669226155	-0.0615513992275713	0.0241409884890004	-0.0464077772564786	-0.0505010439662827	0.0678570534701065	0.1065706329803127
11	-0.8369681267661979	1.6701533202268275	-0.5354204900235205	-0.5187421673951769	-0.1818234943601945	-0.1173797632790731	0.1872814037739421	0.0450560427778629	-0.062820229528957	0.0419552056598275	-0.0901640740840495	-0.0493410986506628	0.0038218113555081	-0.0450957112551008	-0.0772023094930612	0.0402271977514909	0.0172578762429107	-0.0310046329269678	-0.063889886077382	0.0211851388463958
12	-0.2392611543140677	0.7828355907066641	0.2743943636662929	-0.1140255257814255	-0.1644605108847232	0.0152462998804957	-0.2228782150266507	-0.1296385740332318	-0.1514394851920431	-0.1149085050164307	-0.0112620540879169	0.1546872965727637	-0.1214165339387746	-0.0784884619097999	0.0061909586144673	0.0194197574095585	-0.0479178963703101	-0.0575886625441054	0.0213149571278965	0.0117777808337431
13	-0.6466071484825915	0.5420202400688442	0.147722678435731	-0.1252276600022942	0.1020261783798058	-0.0786840921688803	-0.2191007119481993	-0.0675146927593034	-0.1356959144244461	-0.253977959183692	0.0017124464830489	0.1007647394109383	-0.1611658416112577	-0.0559668336033485	0.0180178928470383	-0.0416313929469374	-0.0542227528968639	0.0578390856867192	-0.0330004801883467	-0.0114928127853943
14	-0.7945489944469827	2.1507414439106567	-0.1093650715761888	-0.4306504137788008	-0.5036163349060534	-0.0601213814572637	-0.0234657508333127	-0.0263794838011025	-0.1583577722057173	-0.0444230236047646	-0.1360557878490285	0.1312889038407953	-0.0582114715240254	-0.1482073406352852	-0.0436056330508088	0.0348405633703157	-0.037062569447198	-0.1400555901781084	0.01921999513222	0.1194884476517466
15	-1.15666737975568	1.582776726944229	-0.1725688259072838	-0.4029530757602191	-0.3745713390481409	-0.0770270295921188	-0.073388362621422	-0.0412824172233497	-0.1335750034479488	-0.0025796019213192	0.0102996848336769	0.152357502784235	-0.0015757071978515	-0.185154351062392	-0.0344288451987516	0.0113094398488119	-0.041824901207214	0.0023869013969642	-0.0064284922505848	0.0439149269420668
16	2.6170291717195298	-3.737222280218013	0.1634122540589551	1.0698475802130374	1.3177150119670331	-0.1842051947049613	-0.0159528686556543	0.0163702480969681	0.1590970070472184	-0.0696204429272282	0.1650125106513889	-0.3238341523997052	-0.1111511912392992	0.1875931435150109	1.363866350892488e-06	-0.0267360423382153	0.0402652212182299	0.0768786858899756	0.0139168971605236	-0.0643722141351513
17	0.7261794948416903	0.0045652351552909	0.2208873933842432	0.4670314606745167	-0.4363590135416492	-0.3745878726174784	0.0773524318664074	0.1226815683831555	-0.1619762742270769	0.0349420806944178	0.0743079113273661	0.07537847699247	0.1501265667774992	-0.2926203172334912	-0.0681313007172836	-0.0276102078077359	-0.0696046552925333	-0.0716255435018624	0.136281377172331	0.1863568739772444
18	0.3630494518287909	-1.0590035771770925	0.0358712770627752	0.2485324299040826	-0.0228363019190022	0.0245993420039597	0.1623814049509909	0.1528582308157648	0.1171687650358399	0.0988984471080792	-0.0247303961543787	-0.0843950066459514	0.1241947131273624	0.0166839003865649	0.0511174236806359	-0.0542176617809175	0.0499901364949243	0.0447741233890824	0.0405819840678942	0.0340961464211027
19	-0.6597550487490917	1.6654609177926885	-0.2045705967272701	-0.3548910418631569	-0.4385513007582772	0.0743440630090789	0.0022140605906011	-0.0041650408975068	-0.0108879520864677	-0.0206207020730008	-0.1098094087303477	0.0891014772163038	0.0149152890840334	-0.0383766785327484	-0.0178473131167326	0.0242484264918088	-0.0317723759388661	-0.134572619727306	0.0146921753623676	0.1061478246135416
20	0.3698555728422636	-0.934779799570742	0.2268298573373301	0.2671603760712427	0.3328833784637615	-0.0700005148956087	-0.1587783061874003	-0.0144237472625975	-0.0358801439570571	-0.1138264905826419	0.0300998460825668	0.0046690063775279	-0.1044051995631217	0.0111416633306813	0.0361924659578133	-0.0375123509536077	-0.0352070771529809	0.0390506605804379	0.0219844711507244	-0.0021116571197828
21	0.0864568344786987	-0.6229193337718487	0.3730564096649056	0.2766209203141732	-0.0375009760575171	0.158832454460907	-0.1105338185424342	0.0486781953127083	0.1166040873248322	-0.1786992828657636	-0.0438734882017345	0.0543831390192129	0.0084728322585281	0.0960122096753939	0.0849090911184696	-0.0829847919378313	-0.0371196626825211	-0.0013633124390067	0.0300806316215406	0.0526090878059938
22	1.5179883968953047	-2.697677971186674	0.3038721332110292	0.8566786083036563	0.6002144048916203	-0.2557670521925717	0.0562535252770835	0.1456252578744215	0.0498936759779244	0.0417230346334389	0.0692381636432126	-0.1542007150638904	0.0021965359408803	-0.0473206454869952	0.0200679337956064	-0.0730403098607559	0.0212146147387487	0.0858399330153232	0.0775179995971006	0.0569819504851524
23	1.2310650755648758	-2.27029472861445	0.2012377558394547	0.5005482018845765	0.4429716005309332	0.4934941524474366	-0.0261103108989188	-0.0332870751918654	0.4187475923801379	-0.0990595692091656	0.0935685685997138	-0.1518112730632451	0.1046994618689136	0.429714474278621	0.1141487663436803	-0.038956587552661	0.0511755975461242	0.0331311103162314	-0.0319752588726485	-0.1349322572077806
